id_restaurant,label,food_type,city,rest_county,rest_region,street_num,street_name,review
3699,tsing tao,chinese,campbell,santa clara county,bay area,104,san tomas aquino rd.,3.3
3700,fon yong,chinese,san carlos,san mateo county,bay area,1065,holly st,3
3701,willow tree,chinese,dublin,alameda county,bay area,6513,regional st,2.9
3702,china wok,chinese,mountain view,santa clara county,bay area,2633,california,2.7
3703,tao tao cafe,chinese,sunnyvale,santa clara county,bay area,175,s. murphy ave.,2.6
3704,samkee,chinese,sunnyvale,santa clara county,bay area,1686,s. wolfe rd,2.8
3706,berkeley sun hong kong restaurant,chinese,berkeley,alameda county,bay area,91,shattuck square (between addison & unive,2.1
3707,ho chow,chinese,fremont,alameda county,bay area,47846,warm springs bl.,3.3
3708,trader vic's,chinese,emeryville,alameda county,bay area,9,anchor way,2.7
3709,choo chew stop restaurant,chinese,benicia,solano county,bay area,167,e i st,2
3710,szechwan house,chinese,benicia,solano county,bay area,500,1st st,3
3711,han kung mongolian barbeque,chinese,fairfield,solano county,bay area,739,texas st,2
3712,tahoe chinese restaurant,chinese,forestville,sonoma county,bay area,6484,mirabel rd,2
3713,maylee's chinese restaurant,chinese,mill valley,marin county,bay area,247,shoreline hwy,2
3714,asia buffet,chinese,napa,napa county,napa valley,829,main st,2
3715,moon yuen restaurant,chinese,napa,napa county,napa valley,1012,1st st,2
3716,wah sing chinese restraurant,chinese,napa,napa county,napa valley,1445,w imola ave,2
3717,wah sing mandarin restaurant,chinese,napa,napa county,napa valley,NULL,shp center,2
3718,shanghai garden restaurant,chinese,novato,marin county,bay area,471,entrada dr,2
3719,china dragon,chinese,petaluma,sonoma county,bay area,127,n mcdowell blvd,2
3720,china palace,chinese,petaluma,sonoma county,bay area,20,e washington st,2.7
3721,chinatown restaurant,chinese,petaluma,sonoma county,bay area,157,kentucky st,2
3722,golden china,chinese,petaluma,sonoma county,bay area,212,western ave,2
3723,kweibin chinese restaurant,chinese,petaluma,sonoma county,bay area,613,e washington st,2
3724,lakeville garden chinese cuisine,chinese,petaluma,sonoma county,bay area,1410,s mcdowell blvd,2
3725,peking chinese restaurant,chinese,petaluma,sonoma county,bay area,205,s mcdowell blvd,2
3726,china house,chinese,rohnert park,sonoma county,bay area,5979,commerce blvd,2
3727,confucius restaurant,chinese,rohnert park,sonoma county,bay area,40,raleys towne ctr,2
3728,dynasty chinese restaurant,chinese,rohnert park,sonoma county,bay area,6555,hunter dr,2
3729,hong kong express,chinese,rohnert park,sonoma county,bay area,6650,commerce blvd,2
3730,new china restaurant rohnert park,chinese,rohnert park,sonoma county,bay area,295,southwest blvd,2
3731,new hunan village,chinese,rohnert park,sonoma county,bay area,295,southwest blvd,3
3732,rita's new china restaurant & lounge,chinese,rohnert park,sonoma county,bay area,295,southwest blvd,2
3733,tai yuet lau chinese restaurant,chinese,rohnert park,sonoma county,bay area,941,golf course dr,3.3
3734,chinar indian restaurant,chinese,san rafael,marin county,bay area,1025,c st,2
3735,confucius restaurant,chinese,san rafael,marin county,bay area,NULL,NULL,2
3736,hong kong seafood restaurant,chinese,san rafael,marin county,bay area,NULL,NULL,2
3737,new peking low restaurant,chinese,san rafael,marin county,bay area,411,3rd st,2
3738,ping's mandarin restaurant,chinese,san rafael,marin county,bay area,817,w francisco bl,3
3739,sweet rice chinese food take out,chinese,san rafael,marin county,bay area,601,del ganado rd,2
3740,szechuan village restaurant,chinese,san rafael,marin county,bay area,720,b st,2
3741,tao yuan restaurant,chinese,san rafael,marin county,bay area,903,lincoln ave,2
3742,three dragons restaurant,chinese,san rafael,marin county,bay area,4166,redwood hwy,2
3743,tien fu restaurant,chinese,san rafael,marin county,bay area,1005,3rd st,2
3744,tsing tao mandarin restaurant,chinese,san rafael,marin county,bay area,907,b st,2.7
3745,yu shang mandarin restaurant & sushi bar,chinese,san rafael,marin county,bay area,180,bellam blvd,1.7
3746,china chef,chinese,santa rosa,sonoma county,bay area,594,larkfield ctr,2.5
3747,china china restaurant,chinese,santa rosa,sonoma county,bay area,1403,maple ave,2.3
3748,china court,chinese,santa rosa,sonoma county,bay area,490,lewis rd,2
3749,china garden restaurant,chinese,santa rosa,sonoma county,bay area,429,stony point rd,2
3750,china light restaurant,chinese,santa rosa,sonoma county,bay area,80,college ave,2
3751,china light restaurant,chinese,santa rosa,sonoma county,bay area,80,college ave,2
3752,china room the,chinese,santa rosa,sonoma county,bay area,500,mission blvd,3
3753,china village,chinese,santa rosa,sonoma county,bay area,850,farmers ln,2
3754,genehis khan mongolian barbeque,chinese,santa rosa,sonoma county,bay area,NULL,- 286 coddingtown ctr,2
3755,great china restaurant,chinese,santa rosa,sonoma county,bay area,1589,farmers ln,2
3756,mandarin restaurant,chinese,santa rosa,sonoma county,bay area,2781,yulupa ave,2
1436,juicy burger,burgers,los gatos,santa clara county,bay area,,,2.7
2522,douce france,cafe,palo alto,santa clara county,bay area,,,3.3
2577,max's opera cafe,california,palo alto,santa clara county,bay area,,,3.1
2585,zza's trattoria,california,oakland,alameda county,bay area,,,2.8
2601,wente bros sparkling cellars,californian,livermore,alameda county,bay area,,,4
2620,faultline brewing company,californian,sunnyvale,santa clara county,bay area,,,2.8
2675,plumpjack cafe,californian,san francisco,san francisco county,bay area,,,3.8
3758,new china restaurant,chinese,santa rosa,sonoma county,bay area,138,calistoga rd,2
3760,peking gardens restaurant,chinese,santa rosa,sonoma county,bay area,2446,patio ct,2
3761,rita's new china restaurant & lounge,chinese,santa rosa,sonoma county,bay area,138,calistoga rd,2
3763,royal china restaurant,chinese,santa rosa,sonoma county,bay area,3080,marlow rd,2
3764,silver moon chinese food,chinese,santa rosa,sonoma county,bay area,1880,mendocino ave,2
3770,south china restaurant,chinese,vacaville,solano county,bay area,519,main st,2
3771,chung king restaurant,chinese,vallejo,solano county,bay area,3611,sonoma blvd,2
3777,szechuan chef chinese restaurant,chinese,vallejo,solano county,bay area,2215,sonoma blvd,2
3778,szechuan chinese restaurant,chinese,vallejo,solano county,bay area,1549,severus dr,2
3779,tiens grdn mandarin cuisine,chinese,vallejo,solano county,bay area,3570,sonoma blvd,2
3781,asia chinese food,chinese,san francisco,san francisco county,bay area,24,ellis st,2
3784,cam hung chinese restaurant,chinese,san francisco,san francisco county,bay area,294,turk st,2
3787,canton restaurant,chinese,san francisco,san francisco county,bay area,655,folsom st,2
3790,cheung hing chinese restaurant,chinese,san francisco,san francisco county,bay area,2339,norlega,2.7
3792,china pepper restaurant,chinese,san francisco,san francisco county,bay area,1689,church st,2
3795,china station restaurant,chinese,san francisco,san francisco county,bay area,NULL,NULL,2
3796,china village seafood & vegeta,chinese,san francisco,san francisco county,bay area,2263,chestnut st,2.3
3799,delicious chinese food,chinese,san francisco,san francisco county,bay area,2729,mission st,2
3800,doragon chinese restaurant the,chinese,san francisco,san francisco county,bay area,928,geary st,2
3801,dragon city restaurant,chinese,san francisco,san francisco county,bay area,1033,taraval st,2
3802,dragon house restaurant,chinese,san francisco,san francisco county,bay area,5344,geary blvd,2.8
3804,dynasty restaurants,chinese,san francisco,san francisco county,bay area,101,oak st,2
3805,excelsior chinese food,chinese,san francisco,san francisco county,bay area,4845,mission st,2
3808,golden china restaurant,chinese,san francisco,san francisco county,bay area,1612,ocean ave,2
3810,heung yuen restaurant,chinese,san francisco,san francisco county,bay area,3279,st,2
3814,hunan city restaurant,chinese,san francisco,san francisco county,bay area,1790,haight st,2
3815,hunan court restaurant,chinese,san francisco,san francisco county,bay area,2227,polk st,2
3818,hunan village restaurant,chinese,san francisco,san francisco county,bay area,839,kearny st,2
3819,imperial china restaurant,chinese,san francisco,san francisco county,bay area,2401,polk st,2
3821,new kan's chinese restaurant,chinese,san francisco,san francisco county,bay area,708,grant ave,2.7
3822,king chow chinese restaurant,chinese,san francisco,san francisco county,bay area,501,clement st,2
3828,new china foods,chinese,san francisco,san francisco county,bay area,575,natoma st,2
3830,new great wall restaurant,chinese,san francisco,san francisco county,bay area,823,clay st,2
3833,chinese harvest restaurant,chinese,san francisco,san francisco county,bay area,1829,clement st,2
3834,panda restaurant,chinese,san francisco,san francisco county,bay area,655,ellis st,2
3836,paradise chinese restaurant,chinese,south san francisco,san mateo county,bay area,2284,westborough blvd,2
3839,peking restaurant,chinese,san francisco,san francisco county,bay area,943,cole st,2
3842,shandy chinese fast food,chinese,san francisco,san francisco county,bay area,211,kearny st,3
3845,taw wah chinese food,chinese,san francisco,san francisco county,bay area,4508,3rd st,2
3846,yan yan restaurant,chinese,san francisco,san francisco county,bay area,2241,judah st,2.7
3847,coriya,chinese,san francisco,san francisco county,bay area,852,clement st,1.8
3849,tong kee noodles,chinese,mountain view,santa clara county,bay area,NULL,st,2.5
3850,hong kong bakery,chinese,mountain view,santa clara county,bay area,210,castro st,2
3851,mandarin gourmet,chinese,san jose,santa clara county,bay area,NULL,ave and blossom hill rd,3.3
3852,ten fu,chinese,menlo park,san mateo county,bay area,1352,el camino,2.3
3855,meriwa,chinese,san francisco,san francisco county,bay area,728,pacific,2.3
3857,karlina cafe,chinese,san francisco,san francisco county,bay area,654,jackson,2
3858,noodle express,chinese,davis,yolo county,sacramento area,301,g st,2.3
3859,golden palace,chinese,davis,yolo county,sacramento area,223,f st,2.3
3860,sweet fragrance,chinese,san francisco,san francisco county,bay area,631,broadway,2
3861,broadway dim sum,chinese,san francisco,san francisco county,bay area,686,broadway,2
3864,you's dim sum,chinese,san francisco,san francisco county,bay area,937,stockton,2
3867,cathay house,chinese,san francisco,san francisco county,bay area,601,grant,1.7
3868,kan's chinese restaurant,chinese,san francisco,san francisco county,bay area,710,grant,2
3873,sun wah kue,chinese,san francisco,san francisco county,bay area,848,washington,2
3874,lucky creation,chinese,san francisco,san francisco county,bay area,854,washington,2
3876,mongolian b.b.q.,chinese,santa clara,santa clara county,bay area,3380,el camino real,3.1
3877,china gourmet restaurant,chinese,alameda,alameda county,bay area,2210,h south shore center,2.8
3878,yuen yung,chinese,menlo park,san mateo county,bay area,639,santa cruz ave.,2.7
3879,mabel's lantern house,chinese,los gatos,santa clara county,bay area,39,n santa cruz ave,2
3880,wings chinese restaurant,chinese,san jose,santa clara county,bay area,131,e jackson,2
3881,young's sun yuan,chinese,san jose,santa clara county,bay area,183,park ave,2
3883,shabu shabu,chinese,san jose,santa clara county,bay area,1663,lundy ave # f,2
3887,cam huong express,chinese,oakland,alameda county,bay area,818,franklin,2
3891,new chinese express,chinese,berkeley,alameda county,bay area,2024,shattuck,2.7
3894,fortune star,chinese,san mateo,san mateo county,bay area,173,w. 25th avenue,2.3
3895,abc seafood restaurant,chinese,foster city,san mateo county,bay area,973,e.hillsdale blvd. b-5,2.7
3898,gary chu's gourmet chinese cuisine,chinese,santa rosa,sonoma county,bay area,611,5th st,2.7
3903,new hunan restaurant,chinese,antioch,contra costa county,bay area,2302,buchanan rd,3
3906,gourmet carousel,chinese,mountain view,santa clara county,bay area,2595,california st.,2
3911,redwood city buffet,chinese,redwood city,san mateo county,bay area,830,middlefield rd,2
3913,fortune cookie,chinese,santa clara,santa clara county,bay area,NULL,camino & flora vista near shilpa,2.7
3915,tong palace,chinese,san francisco,san francisco county,bay area,933,clement,2
3919,green garden,chinese,walnut creek,contra costa county,bay area,NULL,ygnacio valley and civic dr.,3.2
3920,chef chan,chinese,milpitas,santa clara county,bay area,1676,north milpitas blvd,2.8
3921,pacific's,chinese,pacifica,san mateo county,bay area,1045,terra nova blvd,2.3
3922,peach garden,chinese,newark,alameda county,bay area,,,2
3924,silver restaurant,chinese,san francisco,san francisco county,bay area,737,washington st,2.3
3926,niwa restaurant,chinese,orinda,contra costa county,bay area,1,camino sobrante,3
3928,genghis khan kitehen,chinese,alameda,alameda county,bay area,NULL,NULL,2.3
3930,peony restaurant,chinese,oakland,alameda county,bay area,388,st.,3.5
3934,canton express restaurant,chinese,san leandro,alameda county,bay area,14799,washington ave.,2
3937,p & p hunan,chinese,san carlos,san mateo county,bay area,1109,laurel st,3.4
3943,bamboo pavillion,chinese,marina,monterey county,monterey,265,reservation rd,2.7
3945,china house restaurant,chinese,vacaville,solano county,bay area,513,main st,2.7
3948,new mandarin garden,chinese,south san francisco,san mateo county,bay area,744,el camino real,2.7
3950,paradise vegetarian restaurant,chinese,san rafael,marin county,bay area,1444,4th st,2.3
3951,season buffet,chinese,fremont,alameda county,bay area,NULL,NULL,2.2
3952,red crane,chinese,san francisco,san francisco county,bay area,1115,clement (at 12th),2.7
3954,cuisineer six,chinese,cupertino,santa clara county,bay area,20007,stevens creek blvd.,2.3
3955,crustaceans,chinese,san francisco,san francisco county,bay area,,,3
3956,chong's beijing restaurant,chinese,fremont,alameda county,bay area,39206,fremont blvd,3
3957,chrysanthemum,chinese,san rafael,marin county,bay area,2214,4th st,2.7
3958,jade cafe #3,chinese,san francisco,san francisco county,bay area,2401,polk st,2
3959,kirin,chinese,berkeley,alameda county,bay area,1767,solano avenue,2.7
3960,pacific restaurant,chinese,daly city,san mateo county,bay area,250,- 90th st,2.7
3961,lu lai garden,chinese,milpitas,santa clara county,bay area,210,barber court,2.2
3963,96 mandarin house,chinese,burlingame,san mateo county,bay area,NULL,NULL,2.3
3964,oriental tea house,chinese,san leandro,alameda county,bay area,604,macarthur blvd.,2.3
3967,kenny's cafe,chinese,pacifica,san mateo county,bay area,640,crespi drive,2
3968,west lake restaurant,chinese,hayward,alameda county,bay area,320,jackson st,2.7
3971,shan shui chinese restaurant,chinese,mountain view,santa clara county,bay area,210,hope st,3.2
3973,sankee,chinese,sunnyvale,santa clara county,bay area,1686,s wolfe rd (and homestead),2.7
3976,man bo duck,chinese,mountain view,santa clara county,bay area,360,castro st.,2.3
3980,golden wok,chinese,sunnyvale,santa clara county,bay area,1677,hollenbeck rd.,2.3
3982,hunan restaurant,chinese,oakland,alameda county,bay area,,,2
3983,hong kong flower lounge restaurant,chinese,millbrae,san mateo county,bay area,1671,el camino real,2.7
3986,moon bay,chinese,el granada,san mateo county,bay area,10151,n. cabrillo highway (hwy 1),2.5
3987,hot pot city,chinese,milpitas,santa clara county,bay area,500,barber lane (milpitas square),2.7
3989,mei long,chinese,mountain view,santa clara county,bay area,867,e. el camino,3.5
3990,king chwan,chinese,santa cruz,santa cruz county,bay area,415,ocean,2.3
3991,wanhon lo,chinese,vacaville,solano county,bay area,269,wykoff,3.6
3995,orchard valley coffee shop,coffee,campbell,santa clara county,bay area,349,"e. campbell avenue,",2
3996,orchard valley coffee shop,coffee,campbell,santa clara county,bay area,,,2.7
3997,gilda's,coffee,santa cruz,santa cruz county,bay area,37,municipal wharf,2.8
3998,javabob's,coffee,castro valley,alameda county,bay area,20991,redwood rd,2.7
4000,the coffee critic,coffee,san mateo,san mateo county,bay area,NULL,camino real,2.7
4002,georges coffee shop,coffee,pittsburg,contra costa county,bay area,3712,railroad,2
4003,latte da coffeehouse,coffee,san leandro,alameda county,bay area,1501,ave.,2.7
4004,san marco espresso co.,coffee,calistoga,napa county,napa valley,1336,lincoln ave.,2
4006,connie's continental calif cui,continental,martinez,contra costa county,bay area,1333,pine st # b,2.5
4008,village inn cafe,continental,orinda,contra costa county,bay area,290,village sq,2
4012,salvatore's,continental,san carlos,san mateo county,bay area,1000,el camino real,3
4013,adriatic continental and seafood cuisine,continental,san francisco,san francisco county,bay area,NULL,of polk/washington,2
4014,mama's of san francisco,continental,san francisco,san francisco county,bay area,398,geary st.,2.8
4015,the squire,continental,san francisco,san francisco county,bay area,NULL,the fairmont,2
4016,washington square bar and grill,continental,san francisco,san francisco county,bay area,1707,powell,3.1
4018,arthur's restaurant,continental,santa clara,santa clara county,bay area,2875,lakeside dr,1.4
4030,rivoli,continental,albany,alameda county,bay area,1539,solano,2.7
4033,greystone restaurant,continental,bodega bay,sonoma county,bay area,NULL,NULL,2
4035,kenwood restaurant & bar,continental,kenwood,sonoma county,bay area,9900,sonoma hwy.,3
4036,john bentley's,continental,woodside,san mateo county,bay area,2991,woodside rd,3
4037,massimo ristorante,continental,walnut creek,contra costa county,bay area,1604,locust st,3.2
4038,eight fourty north first,continental,san jose,santa clara county,bay area,840,north first st,3.3
4039,camelot restaurant,continental,morgan hill,santa clara county,bay area,275,e. dunne ave.,2.4
4041,white dove,continental,san jose,santa clara county,bay area,1151,lincoln,3.2
4043,california cafe,continental,walnut creek,contra costa county,bay area,1540,n. california st.,3
4044,julius castle,continental,san francisco,san francisco county,bay area,NULL,st,2.7
4046,a street cafe,continental,hayward,alameda county,bay area,1213,a st,3
4051,nola,creole,palo alto,santa clara county,bay area,535,ramona st,3.5
4052,creo la.,creole,san carlos,san mateo county,bay area,344,el camino real,3.9
4053,cha cha cha,cuban,san francisco,san francisco county,bay area,1805,haight st.,3.9
4055,cuban international restaurant,cuban,san jose,santa clara county,bay area,625,n 6th st,2.5
4057,babaloo,cuban,san francisco,san francisco county,bay area,2030,lombard st,3.2
4058,habana cuba restaurant,cuban,san jose,santa clara county,bay area,238,race st,3.3
4059,city delicatessen & catering,deli,alameda,alameda county,bay area,1337,park st,2
4060,digiulios italian delicatessen,deli,alameda,alameda county,bay area,3215,encinal ave,2
4063,grace street catering inc,deli,alameda,alameda county,bay area,1419,broadway,2.3
4064,p & g italian deli,deli,alameda,alameda county,bay area,1514,park st,2
4065,the waterfront deli,deli,alameda,alameda county,bay area,1070,marina village pky # 105,2.3
4066,rolls deli cafe,deli,alamo,contra costa county,bay area,331,livorna heights rd,2
4067,gold country donut deli,deli,antioch,contra costa county,bay area,3130,ponderosa way,2
4068,old tyme deli & cafe,deli,antioch,contra costa county,bay area,1635,a st,2
4069,ducky deli,deli,aromas,unknown,unknown,NULL,NULL,2
4073,pot belly deli,deli,benicia,solano county,bay area,6000,egrett ct ste 1,2
4074,washington house deli cafe,deli,benicia,solano county,bay area,333,1st st ste a,2.7
4076,evergreen deli & juice bar,deli,berkeley,alameda county,bay area,1951,shattuck ave,2
4078,new burry deli & cafe,deli,berkeley,alameda county,bay area,2929,shattuck ave,2
4081,brother's deli,deli,burlingame,san mateo county,bay area,1351,howard ave,2.7
4082,francesco's deli & cafe,deli,burlingame,san mateo county,bay area,840,stanton rd,2
4084,s & j deli,deli,burlingame,san mateo county,bay area,980,david rd,2
4085,the deli inn,deli,byron,unknown,bay area,1555,riverlake rd # e,2
4086,fellion's deli,deli,calistoga,napa county,napa valley,1359,lincoln ave,2
4088,roses deli,deli,campbell,santa clara county,bay area,2087,winchester blvd,2
4090,togo's,deli,campbell,santa clara county,bay area,1550,s bascom ave ste 250,2
4092,zellman's kosher style deli,deli,campbell,santa clara county,bay area,NULL,NULL,2
4094,c j delicatessen,deli,colma,san mateo county,bay area,7741,mission st,2
4095,andys deli,deli,concord,contra costa county,bay area,1461,reganti pl apt 2,2
4098,dean's deli,deli,cupertino,santa clara county,bay area,7422,stanford pl,2
4101,nelis deli,deli,cupertino,santa clara county,bay area,21801,stevens creek blvd,2
4104,g & m deli,deli,daly city,san mateo county,bay area,301,ottilia st,2
4105,marios deli,deli,daly city,san mateo county,bay area,238,lincoln ave,2
4116,piccadilly deli,deli,foster city,san mateo county,bay area,1072,shell blvd,2
4117,browns deli & cafe,deli,fremont,alameda county,bay area,47918,warm springs blvd,2
4120,erik's deli cafe,deli,fremont,alameda county,bay area,45153,manzanita ct,2.7
4122,georges deli,deli,fremont,alameda county,bay area,46560,fremont blvd ste 101,2
4124,monica's store & deli,deli,fremont,alameda county,bay area,4414,calypso ter,2
4125,ohlone deli,deli,fremont,alameda county,bay area,43625,mission blvd st#101,2
4126,old country deli,deli,fremont,alameda county,bay area,39965,mission blvd,2
4128,plaza deli,deli,fremont,alameda county,bay area,4385,norris rd,2
4130,aztlan bakery & deli,deli,gilroy,santa clara county,bay area,7419,monterey st,2.3
4132,eriks delicafe,deli,gilroy,santa clara county,bay area,6966,chestnut st,2
4133,strawflower delicatessen,deli,half moon bay,san mateo county,bay area,80,cabrillo hwy n ste i,2
4136,breakwater cafe deli,deli,hayward,alameda county,bay area,3499,breakwater ct,2
4137,nellie's deli,deli,hayward,alameda county,bay area,2027,florida way,2
4139,pot belly deli,deli,hayward,alameda county,bay area,30982,huntwood ave,2
4144,winton deli,deli,hayward,alameda county,bay area,2042,w winton ave,2
4145,phillips delicatessen,deli,livermore,alameda county,bay area,765,polaris way,2
4147,delizioso bakery deli cafe,deli,los gatos,santa clara county,bay area,133,n santa cruz ave,2.3
4149,giovanni's deli & catering,deli,martinez,contra costa county,bay area,601,main st,2
4150,helene's deli & catering,deli,martinez,contra costa county,bay area,6660,alhambra ave,2
4151,summit centre deli,deli,martinez,contra costa county,bay area,2530,arnold dr ste 190,2
4153,plantation deli cafe,deli,menlo park,san mateo county,bay area,865,el camino real,2
4154,pot belly deli,deli,menlo park,san mateo county,bay area,1505,adams dr,3
4157,mays deli,deli,milpitas,santa clara county,bay area,789,folsom cir,2
4158,eriks delicafe,deli,morgan hill,santa clara county,bay area,309,vineyard town ctr,2
4159,moss landing deli,deli,moss landing,monterey county,monterey,NULL,NULL,2
4160,dittmers wursthouse,deli,mountain view,santa clara county,bay area,400,san antonio rd,3.9
4166,pot belly deli,deli,napa,napa county,napa valley,902,enterprise way,2
4167,cedar's deli cafe,deli,newark,alameda county,bay area,37300,cedar blvd ste b,2
4168,kim oanh deli restaurant,deli,newark,alameda county,bay area,5774,mowry school rd,2
4169,77 deli,deli,oakland,alameda county,bay area,7700,edgewater dr ste 710,2
4170,acorn deli,deli,oakland,alameda county,bay area,900,market st,2
4171,athenian deli,deli,oakland,alameda county,bay area,2125,franklin st,2.3
4174,dolmas deli,deli,oakland,alameda county,bay area,201,broadway,2
4175,estelle's hoagie & deli shoppe,deli,oakland,alameda county,bay area,6839,foothill blvd,2
4176,gee bees  2 deli & catering,deli,oakland,alameda county,bay area,2350,broadway,2
4178,jimmys snack and deli,deli,oakland,alameda county,bay area,1938,broadway,2
4182,psyche deli,deli,oakland,alameda county,bay area,2948,california st,2
4185,s & g deli lounge,deli,oakland,alameda county,bay area,3323,telegraph ave,2
4186,smellie delli,deli,oakland,alameda county,bay area,7972,capwell dr,2
4188,swan way deli & cafe,deli,oakland,alameda county,bay area,80,swan way ste 125,2
4190,ultra lucca,deli,oakland,alameda county,bay area,NULL,dist.,2
4193,ottino's delicatessen,deli,orinda,contra costa county,bay area,64,moraga way,2
4196,gabors delicatessen,deli,palo alto,santa clara county,bay area,85,town and country vlg,2
4197,plantation deli cafe,deli,palo alto,santa clara county,bay area,321,hamilton ave,2
4199,catalanos deli,deli,pinole,contra costa county,bay area,1578,fitzgerald dr # a,2
4203,that's amore deli,deli,pittsburg,contra costa county,bay area,453,railroad,2
4204,blue garden deli,deli,pleasant hill,contra costa county,bay area,100,brixman way,2
4205,jans deli,deli,pleasant hill,contra costa county,bay area,2143,norse dr,2
4206,amelias deli bistro,deli,pleasanton,alameda county,bay area,3309,dunsmuir ct,2.3
4207,erik's delicafe of pleasanton,deli,pleasanton,alameda county,bay area,4247,rosewood dr ste 19,2.7
4208,fairland deli,deli,pleasanton,alameda county,bay area,3510,old santa rita rd ste a,2
4210,plaza deli,deli,pleasanton,alameda county,bay area,5694,stoneridge dr,2
4212,pot belly deli,deli,pleasanton,alameda county,bay area,5820,stoneridge mall rd ste 114,2.3
4213,stoneridge deli,deli,pleasanton,alameda county,bay area,7901,stoneridge dr ste 140,2
4215,caravan deli,deli,redwood city,san mateo county,bay area,686,broadway,2.3
4217,georgie deli,deli,redwood city,san mateo county,bay area,1755,e bayshore blvd # 10a,2
4219,togo's,deli,redwood city,san mateo county,bay area,851,veterans blvd,2.3
4220,hilltop deli,deli,richmond,contra costa county,bay area,2946,hilltop mall rd,2
4221,tarabinis deli,deli,richmond,contra costa county,bay area,322,harbour way,2
4224,linden deli,deli,south san francisco,san mateo county,bay area,314,linden ave,2
4225,marias deli & mexican food,deli,south san francisco,san mateo county,bay area,394,grand ave,2
4233,antipasto's gourmet meat-deli,deli,san jose,santa clara county,bay area,3454,mckee rd,2
4235,blossom hill bkry deli esprso,deli,san jose,santa clara county,bay area,461,blossom hill rd # e,2
4237,cheo leo cafe & deli,deli,san jose,santa clara county,bay area,1692,tully rd ste 1,2
4238,city cafe & deli,deli,san jose,santa clara county,bay area,55,s 1st st,2
4241,deli fever,deli,san jose,santa clara county,bay area,1150,murphy ave # a,2
4243,european deli,deli,san jose,santa clara county,bay area,947,blossom hill rd,2
4244,gourmet mexican deli,deli,san jose,santa clara county,bay area,6177,santa teresa blvd,2
4245,gunther's delicatessen restaurant,deli,san jose,santa clara county,bay area,2880,gardendale dr,2
4249,la villa deli,deli,san jose,santa clara county,bay area,1319,lincoln ave,2
4252,montana smokehouse deli,deli,san jose,santa clara county,bay area,885,delmas ave,2
4253,monterey jack's deli & caterer,deli,san jose,santa clara county,bay area,1343,s winchester blvd,2
4254,northside mexican deli,deli,san jose,santa clara county,bay area,901,n 13th st,2
4256,pot belly deli,deli,san jose,santa clara county,bay area,70,decker way,2
4257,robert's hot dog & deli,deli,san jose,santa clara county,bay area,1489,fruitdale ave apt 36,2
4258,sandy's deli,deli,san jose,santa clara county,bay area,3179,meridian ave,2
4261,the deli,deli,san jose,santa clara county,bay area,2413,zanker rd,2
4263,time deli,deli,san jose,santa clara county,bay area,349,s bascom ave,3
4265,togo's,deli,san jose,santa clara county,bay area,5353,almaden expy,3
4266,togo's,deli,san jose,santa clara county,bay area,1937,tully rd,3
4269,togo's,deli,san jose,santa clara county,bay area,1150,willow glen way,3
4271,togo's,deli,san jose,santa clara county,bay area,3076,landess ave,3
4274,villa lanza's gourmet deli,deli,san jose,santa clara county,bay area,2854,alum rock ave,2
4275,the donkey deli,deli,san juan bautista,san benito county,northern california,NULL,NULL,2
4276,deli marina,deli,san leandro,alameda county,bay area,2108,marina blvd,2
4277,happy deli,deli,san leandro,alameda county,bay area,14630,wicks blvd,2
4280,marina liquor deli,deli,san leandro,alameda county,bay area,2260,marina blvd,2
4281,pot belly deli,deli,san leandro,alameda county,bay area,611,mccormick st,2
4282,sandwitchery deli & cstm cater,deli,san leandro,alameda county,bay area,312,davis st,2
4283,the daily deli,deli,san leandro,alameda county,bay area,1750,doolittle dr,2
4285,zorbas deli cafe,deli,san lorenzo,alameda county,bay area,17780,hesperian blvd,2
4286,harrys shoreview deli,deli,san mateo,san mateo county,bay area,1446,cary ave,2
4288,new york subs,deli,san mateo,san mateo county,bay area,700,19th ave apt 207,2
4289,rasputin russian restaurant & deli,deli,san mateo,san mateo county,bay area,163,w 25th ave,2
4290,take five deli,deli,san mateo,san mateo county,bay area,1510,fashion island blvd,2
4291,the olive tree deli,deli,san mateo,san mateo county,bay area,1829,gateway dr # 110,2
4292,the olive tree deli,deli,san mateo,san mateo county,bay area,1450,fashion island blvd ste 110,2
4293,vienglatri coffee & deli resta,deli,san pablo,contra costa county,bay area,2037,23rd st,2
4295,eriks delicafe of san ramon,deli,san ramon,contra costa county,bay area,2551,san ramon valley blvd #115,2.4
4297,erik's deli cafe of santa clar,deli,santa clara,santa clara county,bay area,830,kiely blvd,2
4298,hayat's pastry donuts & deli,deli,santa clara,santa clara county,bay area,2521,newhall st,2.7
4302,pockets deli,deli,santa clara,santa clara county,bay area,2503,scott blvd,2
4303,pommard deli,deli,santa clara,santa clara county,bay area,2221,the alameda,2
4306,anchor sandwich & deli,deli,santa cruz,santa cruz county,bay area,1658,soquel dr,2
4308,indian summer deli,deli,santa cruz,santa cruz county,bay area,122,rincon st apt f,2
4309,joe's pizza and subs,deli,santa cruz,santa cruz county,bay area,736,water st,2.3
4310,togo's,deli,santa cruz,santa cruz county,bay area,425,barson st,3
4311,zabib deli,deli,santa cruz,santa cruz county,bay area,2340,mission st,2
4312,argonaut delicatessen,deli,saratoga,santa clara county,bay area,12866,saratoga sunnyvale rd,2
