id,atom_id,molecule_id,type,fpk_molecule_id
3044,i492_80_8_1i,i492_80_8i,n,136
3045,i492_80_8_1_1i,i492_80_8i,h,136
3046,i492_80_8_20i,i492_80_8i,c,136
3047,i492_80_8_20_1i,i492_80_8i,h,136
3048,i492_80_8_2i,i492_80_8i,c,136
3049,i492_80_8_3i,i492_80_8i,c,136
3050,i492_80_8_4i,i492_80_8i,c,136
3051,i492_80_8_4_1i,i492_80_8i,h,136
3052,i492_80_8_5i,i492_80_8i,c,136
3053,i492_80_8_5_1i,i492_80_8i,h,136
3054,i492_80_8_6i,i492_80_8i,c,136
3055,i492_80_8_7i,i492_80_8i,n,136
3056,i492_80_8_8i,i492_80_8i,c,136
3057,i492_80_8_8_1i,i492_80_8i,h,136
3058,i492_80_8_8_2i,i492_80_8i,h,136
3059,i492_80_8_8_3i,i492_80_8i,h,136
3060,i492_80_8_9i,i492_80_8i,c,136
3061,i492_80_8_9_1i,i492_80_8i,h,136
3062,i492_80_8_9_2i,i492_80_8i,h,136
3063,i492_80_8_9_3i,i492_80_8i,h,136
3064,i505_60_2_1i,i505_60_2i,cl,137
3065,i505_60_2_2i,i505_60_2i,c,137
3066,i505_60_2_2_1i,i505_60_2i,h,137
3067,i505_60_2_2_2i,i505_60_2i,h,137
3068,i505_60_2_3i,i505_60_2i,c,137
3069,i505_60_2_3_1i,i505_60_2i,h,137
3070,i505_60_2_3_2i,i505_60_2i,h,137
3071,i505_60_2_4i,i505_60_2i,s,137
3072,i505_60_2_5i,i505_60_2i,c,137
3073,i505_60_2_5_1i,i505_60_2i,h,137
3074,i505_60_2_5_2i,i505_60_2i,h,137
3075,i505_60_2_6i,i505_60_2i,c,137
3076,i505_60_2_6_1i,i505_60_2i,h,137
3077,i505_60_2_6_2i,i505_60_2i,h,137
3078,i505_60_2_7i,i505_60_2i,cl,137
3079,i50_00_0_1i,i50_00_0i,c,138
3080,i50_00_0_1_1i,i50_00_0i,h,138
3081,i50_00_0_1_2i,i50_00_0i,h,138
3082,i50_00_0_2i,i50_00_0i,o,138
3083,i50_06_6_10i,i50_06_6i,c,139
3084,i50_06_6_11i,i50_06_6i,o,139
3085,i50_06_6_12i,i50_06_6i,c,139
3086,i50_06_6_13i,i50_06_6i,c,139
3087,i50_06_6_13_1i,i50_06_6i,h,139
3088,i50_06_6_14i,i50_06_6i,c,139
3089,i50_06_6_14_1i,i50_06_6i,h,139
3090,i50_06_6_15i,i50_06_6i,c,139
3091,i50_06_6_15_1i,i50_06_6i,h,139
3092,i50_06_6_16i,i50_06_6i,c,139
3093,i50_06_6_16_1i,i50_06_6i,h,139
3094,i50_06_6_17i,i50_06_6i,c,139
3095,i50_06_6_17_1i,i50_06_6i,h,139
3096,i50_06_6_1i,i50_06_6i,c,139
3097,i50_06_6_1_1i,i50_06_6i,h,139
3098,i50_06_6_1_2i,i50_06_6i,h,139
3099,i50_06_6_1_3i,i50_06_6i,h,139
3100,i50_06_6_2i,i50_06_6i,c,139
3101,i50_06_6_2_1i,i50_06_6i,h,139
3102,i50_06_6_2_2i,i50_06_6i,h,139
3103,i50_06_6_3i,i50_06_6i,c,139
3104,i50_06_6_4i,i50_06_6i,c,139
3105,i50_06_6_5i,i50_06_6i,o,139
3106,i50_06_6_6i,i50_06_6i,n,139
3107,i50_06_6_6_1i,i50_06_6i,h,139
3108,i50_06_6_7i,i50_06_6i,c,139
3109,i50_06_6_8i,i50_06_6i,o,139
3110,i50_06_6_9i,i50_06_6i,n,139
3111,i50_06_6_9_1i,i50_06_6i,h,139
3112,i50_07_7_10i,i50_07_7i,c,140
3113,i50_07_7_11i,i50_07_7i,c,140
3114,i50_07_7_11_1i,i50_07_7i,h,140
3115,i50_07_7_12i,i50_07_7i,c,140
3116,i50_07_7_12_1i,i50_07_7i,h,140
3117,i50_07_7_12_2i,i50_07_7i,h,140
3118,i50_07_7_13i,i50_07_7i,o,140
3119,i50_07_7_14i,i50_07_7i,c,140
3120,i50_07_7_15i,i50_07_7i,o,140
3121,i50_07_7_16i,i50_07_7i,n,140
3122,i50_07_7_16_1i,i50_07_7i,h,140
3123,i50_07_7_16_2i,i50_07_7i,h,140
3124,i50_07_7_17i,i50_07_7i,c,140
3125,i50_07_7_18i,i50_07_7i,o,140
3126,i50_07_7_19i,i50_07_7i,c,140
3127,i50_07_7_19_1i,i50_07_7i,h,140
3128,i50_07_7_19_2i,i50_07_7i,h,140
3129,i50_07_7_19_3i,i50_07_7i,h,140
3130,i50_07_7_1i,i50_07_7i,o,140
3131,i50_07_7_20i,i50_07_7i,c,140
3132,i50_07_7_20_1i,i50_07_7i,h,140
3133,i50_07_7_21i,i50_07_7i,n,140
3134,i50_07_7_21_1i,i50_07_7i,h,140
3135,i50_07_7_22i,i50_07_7i,c,140
3136,i50_07_7_22_1i,i50_07_7i,h,140
3137,i50_07_7_23i,i50_07_7i,c,140
3138,i50_07_7_23_1i,i50_07_7i,h,140
3139,i50_07_7_23_2i,i50_07_7i,h,140
3140,i50_07_7_24i,i50_07_7i,n,140
3141,i50_07_7_2i,i50_07_7i,c,140
3142,i50_07_7_3i,i50_07_7i,c,140
3143,i50_07_7_4i,i50_07_7i,n,140
3144,i50_07_7_4_1i,i50_07_7i,h,140
3145,i50_07_7_4_2i,i50_07_7i,h,140
3146,i50_07_7_5i,i50_07_7i,c,140
3147,i50_07_7_6i,i50_07_7i,c,140
3148,i50_07_7_6_1i,i50_07_7i,h,140
3149,i50_07_7_6_2i,i50_07_7i,h,140
3150,i50_07_7_6_3i,i50_07_7i,h,140
3151,i50_07_7_7i,i50_07_7i,c,140
3152,i50_07_7_8i,i50_07_7i,o,140
3153,i50_07_7_9i,i50_07_7i,c,140
3154,i50_18_0_10i,i50_18_0i,cl,141
3155,i50_18_0_11i,i50_18_0i,c,141
3156,i50_18_0_11_1i,i50_18_0i,h,141
3157,i50_18_0_11_2i,i50_18_0i,h,141
3158,i50_18_0_12i,i50_18_0i,c,141
3159,i50_18_0_12_1i,i50_18_0i,h,141
3160,i50_18_0_12_2i,i50_18_0i,h,141
3161,i50_18_0_13i,i50_18_0i,cl,141
3162,i50_18_0_14i,i50_18_0i,o,141
3163,i50_18_0_1i,i50_18_0i,c,141
3164,i50_18_0_1_1i,i50_18_0i,h,141
3165,i50_18_0_1_2i,i50_18_0i,h,141
3166,i50_18_0_2i,i50_18_0i,c,141
3167,i50_18_0_2_1i,i50_18_0i,h,141
3168,i50_18_0_2_2i,i50_18_0i,h,141
3169,i50_18_0_3i,i50_18_0i,c,141
3170,i50_18_0_3_1i,i50_18_0i,h,141
3171,i50_18_0_3_2i,i50_18_0i,h,141
3172,i50_18_0_4i,i50_18_0i,n,141
3173,i50_18_0_4_1i,i50_18_0i,h,141
3174,i50_18_0_5i,i50_18_0i,p,141
3175,i50_18_0_6i,i50_18_0i,o,141
3176,i50_18_0_7i,i50_18_0i,n,141
3177,i50_18_0_8i,i50_18_0i,c,141
3178,i50_18_0_8_1i,i50_18_0i,h,141
3179,i50_18_0_8_2i,i50_18_0i,h,141
3180,i50_18_0_9i,i50_18_0i,c,141
3181,i50_18_0_9_1i,i50_18_0i,h,141
3182,i50_18_0_9_2i,i50_18_0i,h,141
3183,i50_29_3_10i,i50_29_3i,c,142
3184,i50_29_3_10_1i,i50_29_3i,h,142
3185,i50_29_3_11i,i50_29_3i,c,142
3186,i50_29_3_11_1i,i50_29_3i,h,142
3187,i50_29_3_12i,i50_29_3i,c,142
3188,i50_29_3_13i,i50_29_3i,c,142
3189,i50_29_3_13_1i,i50_29_3i,h,142
3190,i50_29_3_14i,i50_29_3i,cl,142
3191,i50_29_3_15i,i50_29_3i,c,142
3192,i50_29_3_15_1i,i50_29_3i,h,142
3193,i50_29_3_16i,i50_29_3i,c,142
3194,i50_29_3_17i,i50_29_3i,cl,142
3195,i50_29_3_18i,i50_29_3i,cl,142
3196,i50_29_3_19i,i50_29_3i,cl,142
3197,i50_29_3_1i,i50_29_3i,c,142
3198,i50_29_3_2i,i50_29_3i,c,142
3199,i50_29_3_2_1i,i50_29_3i,h,142
3200,i50_29_3_3i,i50_29_3i,c,142
3201,i50_29_3_3_1i,i50_29_3i,h,142
3202,i50_29_3_4i,i50_29_3i,c,142
3203,i50_29_3_5i,i50_29_3i,c,142
3204,i50_29_3_5_1i,i50_29_3i,h,142
3205,i50_29_3_6i,i50_29_3i,cl,142
3206,i50_29_3_7i,i50_29_3i,c,142
3207,i50_29_3_7_1i,i50_29_3i,h,142
3208,i50_29_3_8i,i50_29_3i,c,142
3209,i50_29_3_8_1i,i50_29_3i,h,142
3210,i50_29_3_9i,i50_29_3i,c,142
3211,i50_32_8_10i,i50_32_8i,c,143
3212,i50_32_8_10_1i,i50_32_8i,h,143
3213,i50_32_8_11i,i50_32_8i,c,143
3214,i50_32_8_11_1i,i50_32_8i,h,143
3215,i50_32_8_12i,i50_32_8i,c,143
3216,i50_32_8_13i,i50_32_8i,c,143
3217,i50_32_8_13_1i,i50_32_8i,h,143
3218,i50_32_8_14i,i50_32_8i,c,143
3219,i50_32_8_15i,i50_32_8i,c,143
3220,i50_32_8_16i,i50_32_8i,c,143
3221,i50_32_8_16_1i,i50_32_8i,h,143
3222,i50_32_8_17i,i50_32_8i,c,143
3223,i50_32_8_17_1i,i50_32_8i,h,143
3224,i50_32_8_18i,i50_32_8i,c,143
3225,i50_32_8_18_1i,i50_32_8i,h,143
3226,i50_32_8_19i,i50_32_8i,c,143
3227,i50_32_8_19_1i,i50_32_8i,h,143
3228,i50_32_8_1i,i50_32_8i,c,143
3229,i50_32_8_20i,i50_32_8i,c,143
3230,i50_32_8_2i,i50_32_8i,c,143
3231,i50_32_8_3i,i50_32_8i,c,143
3232,i50_32_8_4i,i50_32_8i,c,143
3233,i50_32_8_4_1i,i50_32_8i,h,143
3234,i50_32_8_5i,i50_32_8i,c,143
3235,i50_32_8_5_1i,i50_32_8i,h,143
3236,i50_32_8_6i,i50_32_8i,c,143
3237,i50_32_8_6_1i,i50_32_8i,h,143
3238,i50_32_8_7i,i50_32_8i,c,143
3239,i50_32_8_7_1i,i50_32_8i,h,143
3240,i50_32_8_8i,i50_32_8i,c,143
3241,i50_32_8_8_1i,i50_32_8i,h,143
3242,i50_32_8_9i,i50_32_8i,c,143
3243,i510_15_6_10i,i510_15_6i,c,144
3244,i510_15_6_10_1i,i510_15_6i,h,144
3245,i510_15_6_11i,i510_15_6i,c,144
3246,i510_15_6_12i,i510_15_6i,c,144
3247,i510_15_6_12_1i,i510_15_6i,h,144
3248,i510_15_6_13i,i510_15_6i,cl,144
3249,i510_15_6_14i,i510_15_6i,c,144
3250,i510_15_6_14_1i,i510_15_6i,h,144
3251,i510_15_6_15i,i510_15_6i,c,144
3252,i510_15_6_16i,i510_15_6i,c,144
3253,i510_15_6_16_1i,i510_15_6i,h,144
3254,i510_15_6_17i,i510_15_6i,c,144
3255,i510_15_6_17_1i,i510_15_6i,h,144
3256,i510_15_6_18i,i510_15_6i,c,144
3257,i510_15_6_19i,i510_15_6i,c,144
3258,i510_15_6_19_1i,i510_15_6i,h,144
3259,i510_15_6_1i,i510_15_6i,o,144
3260,i510_15_6_20i,i510_15_6i,cl,144
3261,i510_15_6_21i,i510_15_6i,c,144
3262,i510_15_6_21_1i,i510_15_6i,h,144
3263,i510_15_6_2i,i510_15_6i,c,144
3264,i510_15_6_3i,i510_15_6i,o,144
3265,i510_15_6_4i,i510_15_6i,c,144
3266,i510_15_6_4_1i,i510_15_6i,h,144
3267,i510_15_6_4_2i,i510_15_6i,h,144
3268,i510_15_6_5i,i510_15_6i,c,144
3269,i510_15_6_5_1i,i510_15_6i,h,144
3270,i510_15_6_5_2i,i510_15_6i,h,144
3271,i510_15_6_5_3i,i510_15_6i,h,144
3272,i510_15_6_6i,i510_15_6i,c,144
3273,i510_15_6_7i,i510_15_6i,o,144
3274,i510_15_6_7_1i,i510_15_6i,h,144
3275,i510_15_6_8i,i510_15_6i,c,144
3276,i510_15_6_9i,i510_15_6i,c,144
3277,i510_15_6_9_1i,i510_15_6i,h,144
3278,i51_28_5_10i,i51_28_5i,n,145
3279,i51_28_5_11i,i51_28_5i,o,145
3280,i51_28_5_12i,i51_28_5i,o,145
3281,i51_28_5_13i,i51_28_5i,c,145
3282,i51_28_5_13_1i,i51_28_5i,h,145
3283,i51_28_5_1i,i51_28_5i,o,145
3284,i51_28_5_2i,i51_28_5i,n,145
3285,i51_28_5_3i,i51_28_5i,o,145
3286,i51_28_5_4i,i51_28_5i,c,145
3287,i51_28_5_5i,i51_28_5i,c,145
3288,i51_28_5_5_1i,i51_28_5i,h,145
3289,i51_28_5_6i,i51_28_5i,c,145
3290,i51_28_5_6_1i,i51_28_5i,h,145
3291,i51_28_5_7i,i51_28_5i,c,145
3292,i51_28_5_8i,i51_28_5i,o,145
3293,i51_28_5_8_1i,i51_28_5i,h,145
3294,i51_28_5_9i,i51_28_5i,c,145
3295,i51_75_2_1i,i51_75_2i,c,146
3296,i51_75_2_1_1i,i51_75_2i,h,146
3297,i51_75_2_1_2i,i51_75_2i,h,146
3298,i51_75_2_1_3i,i51_75_2i,h,146
3299,i51_75_2_2i,i51_75_2i,n,146
3300,i51_75_2_3i,i51_75_2i,c,146
3301,i51_75_2_3_1i,i51_75_2i,h,146
3302,i51_75_2_3_2i,i51_75_2i,h,146
3303,i51_75_2_4i,i51_75_2i,c,146
3304,i51_75_2_4_1i,i51_75_2i,h,146
3305,i51_75_2_4_2i,i51_75_2i,h,146
3306,i51_75_2_5i,i51_75_2i,cl,146
3307,i51_75_2_6i,i51_75_2i,c,146
3308,i51_75_2_6_1i,i51_75_2i,h,146
3309,i51_75_2_6_2i,i51_75_2i,h,146
3310,i51_75_2_7i,i51_75_2i,c,146
3311,i51_75_2_7_1i,i51_75_2i,h,146
3312,i51_75_2_7_2i,i51_75_2i,h,146
3313,i51_75_2_8i,i51_75_2i,c,146
3314,i51_75_2_8_1i,i51_75_2i,h,146
3315,i51_75_2_8_2i,i51_75_2i,h,146
3316,i51_75_2_8_3i,i51_75_2i,h,146
3317,i51_79_6_1i,i51_79_6i,o,147
3318,i51_79_6_2i,i51_79_6i,c,147
3319,i51_79_6_3i,i51_79_6i,o,147
3320,i51_79_6_4i,i51_79_6i,c,147
3321,i51_79_6_4_1i,i51_79_6i,h,147
3322,i51_79_6_4_2i,i51_79_6i,h,147
3323,i51_79_6_5i,i51_79_6i,c,147
3324,i51_79_6_5_1i,i51_79_6i,h,147
3325,i51_79_6_5_2i,i51_79_6i,h,147
3326,i51_79_6_5_3i,i51_79_6i,h,147
3327,i51_79_6_6i,i51_79_6i,n,147
3328,i51_79_6_6_1i,i51_79_6i,h,147
3329,i51_79_6_6_2i,i51_79_6i,h,147
3330,i52_68_6_10i,i52_68_6i,cl,148
3331,i52_68_6_11i,i52_68_6i,cl,148
3332,i52_68_6_12i,i52_68_6i,cl,148
3333,i52_68_6_1i,i52_68_6i,c,148
3334,i52_68_6_1_1i,i52_68_6i,h,148
3335,i52_68_6_1_2i,i52_68_6i,h,148
3336,i52_68_6_1_3i,i52_68_6i,h,148
3337,i52_68_6_2i,i52_68_6i,o,148
3338,i52_68_6_3i,i52_68_6i,p,148
3339,i52_68_6_4i,i52_68_6i,o,148
3340,i52_68_6_5i,i52_68_6i,o,148
3341,i52_68_6_6i,i52_68_6i,c,148
3342,i52_68_6_6_1i,i52_68_6i,h,148
3343,i52_68_6_6_2i,i52_68_6i,h,148
3344,i52_68_6_6_3i,i52_68_6i,h,148
3345,i52_68_6_7i,i52_68_6i,c,148
3346,i52_68_6_7_1i,i52_68_6i,h,148
3347,i52_68_6_8i,i52_68_6i,o,148
3348,i52_68_6_8_1i,i52_68_6i,h,148
3349,i52_68_6_9i,i52_68_6i,c,148
3350,i532_27_4_10i,i532_27_4i,cl,149
3351,i532_27_4_1i,i532_27_4i,o,149
3352,i532_27_4_2i,i532_27_4i,c,149
3353,i532_27_4_3i,i532_27_4i,c,149
3354,i532_27_4_4i,i532_27_4i,c,149
3355,i532_27_4_4_1i,i532_27_4i,h,149
3356,i532_27_4_5i,i532_27_4i,c,149
3357,i532_27_4_5_1i,i532_27_4i,h,149
3358,i532_27_4_6i,i532_27_4i,c,149
3359,i532_27_4_6_1i,i532_27_4i,h,149
3360,i532_27_4_7i,i532_27_4i,c,149
3361,i532_27_4_7_1i,i532_27_4i,h,149
3362,i532_27_4_8i,i532_27_4i,c,149
3363,i532_27_4_8_1i,i532_27_4i,h,149
3364,i532_27_4_9i,i532_27_4i,c,149
3365,i532_27_4_9_1i,i532_27_4i,h,149
3366,i532_27_4_9_2i,i532_27_4i,h,149
3367,i534_52_1_10i,i534_52_1i,c,150
3368,i534_52_1_11i,i534_52_1i,o,150
3369,i534_52_1_11_1i,i534_52_1i,h,150
3370,i534_52_1_12i,i534_52_1i,c,150
3371,i534_52_1_13i,i534_52_1i,c,150
3372,i534_52_1_13_1i,i534_52_1i,h,150
3373,i534_52_1_13_2i,i534_52_1i,h,150
3374,i534_52_1_13_3i,i534_52_1i,h,150
3375,i534_52_1_14i,i534_52_1i,c,150
3376,i534_52_1_14_1i,i534_52_1i,h,150
3377,i534_52_1_1i,i534_52_1i,o,150
3378,i534_52_1_2i,i534_52_1i,n,150
3379,i534_52_1_3i,i534_52_1i,o,150
3380,i534_52_1_4i,i534_52_1i,c,150
3381,i534_52_1_5i,i534_52_1i,c,150
3382,i534_52_1_5_1i,i534_52_1i,h,150
3383,i534_52_1_6i,i534_52_1i,c,150
3384,i534_52_1_7i,i534_52_1i,n,150
3385,i534_52_1_8i,i534_52_1i,o,150
3386,i534_52_1_9i,i534_52_1i,o,150
3387,i53_70_3_10i,i53_70_3i,c,151
3388,i53_70_3_10_1i,i53_70_3i,h,151
3389,i53_70_3_11i,i53_70_3i,c,151
3390,i53_70_3_12i,i53_70_3i,c,151
3391,i53_70_3_13i,i53_70_3i,c,151
3392,i53_70_3_14i,i53_70_3i,c,151
3393,i53_70_3_15i,i53_70_3i,c,151
3394,i53_70_3_15_1i,i53_70_3i,h,151
3395,i53_70_3_16i,i53_70_3i,c,151
3396,i53_70_3_16_1i,i53_70_3i,h,151
3397,i53_70_3_17i,i53_70_3i,c,151
3398,i53_70_3_17_1i,i53_70_3i,h,151
3399,i53_70_3_18i,i53_70_3i,c,151
3400,i53_70_3_18_1i,i53_70_3i,h,151
3401,i53_70_3_19i,i53_70_3i,c,151
3402,i53_70_3_19_1i,i53_70_3i,h,151
3403,i53_70_3_1i,i53_70_3i,c,151
3404,i53_70_3_20i,i53_70_3i,c,151
3405,i53_70_3_20_1i,i53_70_3i,h,151
3406,i53_70_3_21i,i53_70_3i,c,151
3407,i53_70_3_21_1i,i53_70_3i,h,151
3408,i53_70_3_22i,i53_70_3i,c,151
3409,i53_70_3_22_1i,i53_70_3i,h,151
3410,i53_70_3_2i,i53_70_3i,c,151
3411,i53_70_3_3i,i53_70_3i,c,151
3412,i53_70_3_4i,i53_70_3i,c,151
3413,i53_70_3_5i,i53_70_3i,c,151
3414,i53_70_3_5_1i,i53_70_3i,h,151
3415,i53_70_3_6i,i53_70_3i,c,151
3416,i53_70_3_6_1i,i53_70_3i,h,151
3417,i53_70_3_7i,i53_70_3i,c,151
3418,i53_70_3_7_1i,i53_70_3i,h,151
3419,i53_70_3_8i,i53_70_3i,c,151
3420,i53_70_3_8_1i,i53_70_3i,h,151
3421,i53_70_3_9i,i53_70_3i,c,151
3422,i53_70_3_9_1i,i53_70_3i,h,151
3423,i53_96_3_10i,i53_96_3i,c,152
3424,i53_96_3_11i,i53_96_3i,c,152
3425,i53_96_3_11_1i,i53_96_3i,h,152
3426,i53_96_3_12i,i53_96_3i,c,152
3427,i53_96_3_12_1i,i53_96_3i,h,152
3428,i53_96_3_13i,i53_96_3i,c,152
3429,i53_96_3_13_1i,i53_96_3i,h,152
3430,i53_96_3_14i,i53_96_3i,c,152
3431,i53_96_3_14_1i,i53_96_3i,h,152
3432,i53_96_3_15i,i53_96_3i,c,152
3433,i53_96_3_16i,i53_96_3i,c,152
3434,i53_96_3_16_1i,i53_96_3i,h,152
3435,i53_96_3_17i,i53_96_3i,c,152
3436,i53_96_3_17_1i,i53_96_3i,h,152
3437,i53_96_3_17_2i,i53_96_3i,h,152
3438,i53_96_3_17_3i,i53_96_3i,h,152
3439,i53_96_3_1i,i53_96_3i,o,152
3440,i53_96_3_2i,i53_96_3i,c,152
3441,i53_96_3_3i,i53_96_3i,n,152
3442,i53_96_3_3_1i,i53_96_3i,h,152
3443,i53_96_3_4i,i53_96_3i,c,152
3444,i53_96_3_5i,i53_96_3i,c,152
3445,i53_96_3_5_1i,i53_96_3i,h,152
3446,i53_96_3_6i,i53_96_3i,c,152
3447,i53_96_3_6_1i,i53_96_3i,h,152
3448,i53_96_3_7i,i53_96_3i,c,152
3449,i53_96_3_8i,i53_96_3i,c,152
3450,i53_96_3_9i,i53_96_3i,c,152
3451,i53_96_3_9_1i,i53_96_3i,h,152
3452,i53_96_3_9_2i,i53_96_3i,h,152
3453,i540_59_0_1i,i540_59_0i,c,153
3454,i540_59_0_1_1i,i540_59_0i,h,153
3455,i540_59_0_2i,i540_59_0i,c,153
3456,i540_59_0_2_1i,i540_59_0i,h,153
3457,i540_59_0_3i,i540_59_0i,cl,153
3458,i540_59_0_4i,i540_59_0i,cl,153
3459,i540_73_8_1i,i540_73_8i,c,154
3460,i540_73_8_1_1i,i540_73_8i,h,154
3461,i540_73_8_1_2i,i540_73_8i,h,154
3462,i540_73_8_1_3i,i540_73_8i,h,154
3463,i540_73_8_2i,i540_73_8i,n,154
3464,i540_73_8_2_1i,i540_73_8i,h,154
3465,i540_73_8_3i,i540_73_8i,n,154
3466,i540_73_8_3_1i,i540_73_8i,h,154
3467,i540_73_8_4i,i540_73_8i,c,154
3468,i540_73_8_4_1i,i540_73_8i,h,154
3469,i540_73_8_4_2i,i540_73_8i,h,154
3470,i540_73_8_4_3i,i540_73_8i,h,154
3471,i541_41_3_1i,i541_41_3i,o,155
3472,i541_41_3_2i,i541_41_3i,c,155
3473,i541_41_3_3i,i541_41_3i,o,155
3474,i541_41_3_4i,i541_41_3i,c,155
3475,i541_41_3_4_1i,i541_41_3i,h,155
3476,i541_41_3_4_2i,i541_41_3i,h,155
3477,i541_41_3_5i,i541_41_3i,c,155
3478,i541_41_3_5_1i,i541_41_3i,h,155
3479,i541_41_3_5_2i,i541_41_3i,h,155
3480,i541_41_3_5_3i,i541_41_3i,h,155
3481,i541_41_3_6i,i541_41_3i,cl,155
3482,i541_73_1_1i,i541_73_1i,c,156
3483,i541_73_1_2i,i541_73_1i,c,156
3484,i541_73_1_2_1i,i541_73_1i,h,156
3485,i541_73_1_3i,i541_73_1i,c,156
3486,i541_73_1_3_1i,i541_73_1i,h,156
3487,i541_73_1_4i,i541_73_1i,c,156
3488,i541_73_1_4_1i,i541_73_1i,h,156
3489,i541_73_1_5i,i541_73_1i,c,156
3490,i541_73_1_6i,i541_73_1i,cl,156
3491,i541_73_1_7i,i541_73_1i,c,156
3492,i541_73_1_7_1i,i541_73_1i,h,156
3493,i541_73_1_8i,i541_73_1i,cl,156
3494,i542_75_6_1i,i542_75_6i,c,157
3495,i542_75_6_1_1i,i542_75_6i,h,157
3496,i542_75_6_2i,i542_75_6i,c,157
3497,i542_75_6_2_1i,i542_75_6i,h,157
3498,i542_75_6_3i,i542_75_6i,cl,157
3499,i542_75_6_4i,i542_75_6i,c,157
3500,i542_75_6_4_1i,i542_75_6i,h,157
3501,i542_75_6_4_2i,i542_75_6i,h,157
3502,i542_75_6_5i,i542_75_6i,cl,157
3503,i542_88_1_1i,i542_88_1i,o,158
3504,i542_88_1_2i,i542_88_1i,c,158
3505,i542_88_1_2_1i,i542_88_1i,h,158
3506,i542_88_1_2_2i,i542_88_1i,h,158
3507,i542_88_1_3i,i542_88_1i,cl,158
3508,i542_88_1_4i,i542_88_1i,c,158
3509,i542_88_1_4_1i,i542_88_1i,h,158
3510,i542_88_1_4_2i,i542_88_1i,h,158
3511,i542_88_1_5i,i542_88_1i,cl,158
3512,i55_18_5_1i,i55_18_5i,o,159
3513,i55_18_5_2i,i55_18_5i,n,159
3514,i55_18_5_3i,i55_18_5i,n,159
3515,i55_18_5_4i,i55_18_5i,c,159
3516,i55_18_5_4_1i,i55_18_5i,h,159
3517,i55_18_5_4_2i,i55_18_5i,h,159
3518,i55_18_5_5i,i55_18_5i,c,159
3519,i55_18_5_5_1i,i55_18_5i,h,159
3520,i55_18_5_5_2i,i55_18_5i,h,159
3521,i55_18_5_5_3i,i55_18_5i,h,159
3522,i55_18_5_6i,i55_18_5i,c,159
3523,i55_18_5_6_1i,i55_18_5i,h,159
3524,i55_18_5_6_2i,i55_18_5i,h,159
3525,i55_18_5_7i,i55_18_5i,c,159
3526,i55_18_5_7_1i,i55_18_5i,h,159
3527,i55_18_5_7_2i,i55_18_5i,h,159
3528,i55_18_5_7_3i,i55_18_5i,h,159
3529,i55_21_0_1i,i55_21_0i,o,160
3530,i55_21_0_2i,i55_21_0i,c,160
3531,i55_21_0_3i,i55_21_0i,n,160
3532,i55_21_0_3_1i,i55_21_0i,h,160
3533,i55_21_0_3_2i,i55_21_0i,h,160
3534,i55_21_0_4i,i55_21_0i,c,160
3535,i55_21_0_5i,i55_21_0i,c,160
3536,i55_21_0_5_1i,i55_21_0i,h,160
3537,i55_21_0_6i,i55_21_0i,c,160
3538,i55_21_0_6_1i,i55_21_0i,h,160
3539,i55_21_0_7i,i55_21_0i,c,160
3540,i55_21_0_7_1i,i55_21_0i,h,160
3541,i55_21_0_8i,i55_21_0i,c,160
3542,i55_21_0_8_1i,i55_21_0i,h,160
3543,i55_21_0_9i,i55_21_0i,c,160
3544,i55_21_0_9_1i,i55_21_0i,h,160
3545,i55_63_0_10i,i55_63_0i,o,161
3546,i55_63_0_11i,i55_63_0i,c,161
3547,i55_63_0_11_1i,i55_63_0i,h,161
3548,i55_63_0_11_2i,i55_63_0i,h,161
3549,i55_63_0_12i,i55_63_0i,o,161
3550,i55_63_0_13i,i55_63_0i,n,161
3551,i55_63_0_14i,i55_63_0i,o,161
3552,i55_63_0_15i,i55_63_0i,o,161
3553,i55_63_0_1i,i55_63_0i,o,161
3554,i55_63_0_2i,i55_63_0i,n,161
3555,i55_63_0_3i,i55_63_0i,o,161
3556,i55_63_0_4i,i55_63_0i,o,161
3557,i55_63_0_5i,i55_63_0i,c,161
3558,i55_63_0_5_1i,i55_63_0i,h,161
3559,i55_63_0_5_2i,i55_63_0i,h,161
3560,i55_63_0_6i,i55_63_0i,c,161
3561,i55_63_0_6_1i,i55_63_0i,h,161
3562,i55_63_0_7i,i55_63_0i,o,161
3563,i55_63_0_8i,i55_63_0i,n,161
3564,i55_63_0_9i,i55_63_0i,o,161
3565,i569_64_2_10i,i569_64_2i,c,162
3566,i569_64_2_11i,i569_64_2i,c,162
3567,i569_64_2_12i,i569_64_2i,c,162
3568,i569_64_2_12_1i,i569_64_2i,h,162
3569,i569_64_2_13i,i569_64_2i,c,162
3570,i569_64_2_13_1i,i569_64_2i,h,162
3571,i569_64_2_14i,i569_64_2i,c,162
3572,i569_64_2_15i,i569_64_2i,c,162
3573,i569_64_2_15_1i,i569_64_2i,h,162
3574,i569_64_2_16i,i569_64_2i,c,162
3575,i569_64_2_16_1i,i569_64_2i,h,162
3576,i569_64_2_17i,i569_64_2i,n,162
3577,i569_64_2_18i,i569_64_2i,cl,162
3578,i569_64_2_19i,i569_64_2i,c,162
3579,i569_64_2_19_1i,i569_64_2i,h,162
3580,i569_64_2_19_2i,i569_64_2i,h,162
3581,i569_64_2_19_3i,i569_64_2i,h,162
3582,i569_64_2_1i,i569_64_2i,c,162
