id,molecule_id,activity,mweight,atom_id,type,bond_types,rela_atom_id,group_id,group_type,logp
138,i50_06_6i,6.04025,232.238,i50_06_6_1_1i|i50_06_6_1_2i|i50_06_6_1_3i|i50_06_6_10i|i50_06_6_11i|i50_06_6_12i|i50_06_6_13_1i|i50_06_6_13i|i50_06_6_14_1i|i50_06_6_14i|i50_06_6_15_1i|i50_06_6_15i|i50_06_6_16_1i|i50_06_6_16i|i50_06_6_17_1i|i50_06_6_17i|i50_06_6_1i|i50_06_6_2_1i|i50_06_6_2_2i|i50_06_6_2i|i50_06_6_3i|i50_06_6_4i|i50_06_6_5i|i50_06_6_6_1i|i50_06_6_6i|i50_06_6_7i|i50_06_6_8i|i50_06_6_9_1i|i50_06_6_9i,c|h|n|o,1|1|2|1|7|2|7,i50_06_6_1_1i|i50_06_6_1_2i|i50_06_6_1_3i|i50_06_6_2i|i50_06_6_10i|i50_06_6_12i|i50_06_6_4i|i50_06_6_10i|i50_06_6_9_1i|i50_06_6_11i|i50_06_6_13_1i|i50_06_6_14i|i50_06_6_13i|i50_06_6_17i|i50_06_6_14_1i|i50_06_6_15i|i50_06_6_15_1i|i50_06_6_16i|i50_06_6_16_1i|i50_06_6_17i|i50_06_6_17_1i|i50_06_6_2_1i|i50_06_6_2_2i|i50_06_6_3i|i50_06_6_5i|i50_06_6_6i|i50_06_6_6_1i|i50_06_6_7i|i50_06_6_8i|i50_06_6_9i,g1134|g1471|g1312|g1472|g1312|g1472|g367|g617|g619|g1312|g1472|g368|g618|g620|g1312|g1472|g617|g1312|g1472|g618|g619|g1312|g1472|g620|g139|g367|g368|g617|g618|g619|g620,amide|amide|amine|non_ar_hetero_6_ring|six_ring|amide|non_ar_hetero_6_ring|six_ring|amine|benzene|six_ring|methyl|non_ar_hetero_6_ring|six_ring,1.33
139,i50_07_7i,6.04025,334.33,i50_07_7_10i|i50_07_7_11_1i|i50_07_7_11i|i50_07_7_12_1i|i50_07_7_12_2i|i50_07_7_12i|i50_07_7_13i|i50_07_7_14i|i50_07_7_15i|i50_07_7_16_1i|i50_07_7_16_2i|i50_07_7_16i|i50_07_7_17i|i50_07_7_18i|i50_07_7_19_1i|i50_07_7_19_2i|i50_07_7_19_3i|i50_07_7_19i|i50_07_7_1i|i50_07_7_20_1i|i50_07_7_20i|i50_07_7_21_1i|i50_07_7_21i|i50_07_7_22_1i|i50_07_7_22i|i50_07_7_23_1i|i50_07_7_23_2i|i50_07_7_23i|i50_07_7_24i|i50_07_7_2i|i50_07_7_3i|i50_07_7_4_1i|i50_07_7_4_2i|i50_07_7_4i|i50_07_7_5i|i50_07_7_6_1i|i50_07_7_6_2i|i50_07_7_6_3i|i50_07_7_6i|i50_07_7_7i|i50_07_7_8i|i50_07_7_9i,c|h|n|o,1|1|2|2,i50_07_7_10i|i50_07_7_24i|i50_07_7_10i|i50_07_7_3i|i50_07_7_11_1i|i50_07_7_12i|i50_07_7_17i|i50_07_7_11i|i50_07_7_12_1i|i50_07_7_12_2i|i50_07_7_13i|i50_07_7_14i|i50_07_7_15i|i50_07_7_16i|i50_07_7_16_1i|i50_07_7_16_2i|i50_07_7_18i|i50_07_7_20i|i50_07_7_24i|i50_07_7_19_1i|i50_07_7_19_2i|i50_07_7_19_3i|i50_07_7_19i|i50_07_7_20_1i|i50_07_7_21i|i50_07_7_22i|i50_07_7_21_1i|i50_07_7_22i|i50_07_7_22_1i|i50_07_7_23i|i50_07_7_23_1i|i50_07_7_23_2i|i50_07_7_24i|i50_07_7_2i|i50_07_7_4_1i|i50_07_7_4_2i|i50_07_7_4i|i50_07_7_5i|i50_07_7_6_1i|i50_07_7_6_2i|i50_07_7_6_3i|i50_07_7_6i|i50_07_7_7i|i50_07_7_8i|i50_07_7_9i,g1298|g1474|g1298|g1474|g1676|g1710|g1313|g1473|g1676|g1677|g1710|g1711|g1313|g1473|g1676|g1677|g1710|g1711|g372|g1313|g1473|g1677|g1711|g1313|g1473|g371|g140|g1676|g1710|g296|g296|g478|g369|g370|g370|g621|g371|g591|g591|g621,amide|amine|amide|ester|amine|amine|five_ring|non_ar_hetero_5_ring|non_ar_hetero_6_ring|six_ring|amine|non_ar_hetero_6_ring|six_ring|ester|ether|methoxy|five_ring|non_ar_6c_ring|non_ar_hetero_5_ring|six_ring|five_ring|non_ar_hetero_5_ring|five_ring|non_ar_hetero_5_ring|non_ar_hetero_6_ring|six_ring|methoxy|methyl|non_ar_6c_ring|six_ring,-1.18
140,i50_18_0i,6.04025,261.088,i50_18_0_1_1i|i50_18_0_1_2i|i50_18_0_10i|i50_18_0_11_1i|i50_18_0_11_2i|i50_18_0_11i|i50_18_0_12_1i|i50_18_0_12_2i|i50_18_0_12i|i50_18_0_13i|i50_18_0_14i|i50_18_0_1i|i50_18_0_2_1i|i50_18_0_2_2i|i50_18_0_2i|i50_18_0_3_1i|i50_18_0_3_2i|i50_18_0_3i|i50_18_0_4_1i|i50_18_0_4i|i50_18_0_5i|i50_18_0_6i|i50_18_0_7i|i50_18_0_8_1i|i50_18_0_8_2i|i50_18_0_8i|i50_18_0_9_1i|i50_18_0_9_2i|i50_18_0_9i,c|cl|h|n|o|p,1|1|2,i50_18_0_1_1i|i50_18_0_1_2i|i50_18_0_14i|i50_18_0_2i|i50_18_0_10i|i50_18_0_9_1i|i50_18_0_9_2i|i50_18_0_11_1i|i50_18_0_11_2i|i50_18_0_12i|i50_18_0_11i|i50_18_0_8i|i50_18_0_12_1i|i50_18_0_12_2i|i50_18_0_13i|i50_18_0_14i|i50_18_0_6i|i50_18_0_7i|i50_18_0_2_1i|i50_18_0_2_2i|i50_18_0_3i|i50_18_0_3_1i|i50_18_0_3_2i|i50_18_0_4i|i50_18_0_4_1i|i50_18_0_5i|i50_18_0_8_1i|i50_18_0_8_2i|i50_18_0_9i,g1314|g1475|g1314|g1475|g373|g373|g374|g731|g732,alkyl_halide|amine|amine|non_ar_hetero_6_ring|six_ring|non_ar_hetero_6_ring|six_ring,0.97
141,i50_29_3i,11.2549,354.49,i50_29_3_10_1i|i50_29_3_10i|i50_29_3_11_1i|i50_29_3_11i|i50_29_3_12i|i50_29_3_13_1i|i50_29_3_13i|i50_29_3_14i|i50_29_3_15_1i|i50_29_3_15i|i50_29_3_16i|i50_29_3_17i|i50_29_3_18i|i50_29_3_19i|i50_29_3_1i|i50_29_3_2_1i|i50_29_3_2i|i50_29_3_3_1i|i50_29_3_3i|i50_29_3_4i|i50_29_3_5_1i|i50_29_3_5i|i50_29_3_6i|i50_29_3_7_1i|i50_29_3_7i|i50_29_3_8_1i|i50_29_3_8i|i50_29_3_9i,c|cl|h,1|1|7|7,i50_29_3_10_1i|i50_29_3_11i|i50_29_3_10i|i50_29_3_15i|i50_29_3_11_1i|i50_29_3_12i|i50_29_3_13_1i|i50_29_3_15i|i50_29_3_13i|i50_29_3_14i|i50_29_3_15_1i|i50_29_3_16i|i50_29_3_8_1i|i50_29_3_9i|i50_29_3_17i|i50_29_3_18i|i50_29_3_19i|i50_29_3_2_1i|i50_29_3_3i|i50_29_3_2i|i50_29_3_7i|i50_29_3_8i|i50_29_3_3_1i|i50_29_3_4i|i50_29_3_5_1i|i50_29_3_7i|i50_29_3_5i|i50_29_3_6i|i50_29_3_7_1i,g1135|g1476|g1136|g1477|g733|g734|g735|g928|g929,alkyl_halide|ar_halide|benzene|six_ring,6.79
142,i50_32_8i,8.85993,252.315,i50_32_8_10_1i|i50_32_8_10i|i50_32_8_11_1i|i50_32_8_11i|i50_32_8_12i|i50_32_8_13_1i|i50_32_8_13i|i50_32_8_14i|i50_32_8_15i|i50_32_8_16_1i|i50_32_8_16i|i50_32_8_17_1i|i50_32_8_17i|i50_32_8_18_1i|i50_32_8_18i|i50_32_8_19_1i|i50_32_8_19i|i50_32_8_1i|i50_32_8_20i|i50_32_8_2i|i50_32_8_3i|i50_32_8_4_1i|i50_32_8_4i|i50_32_8_5_1i|i50_32_8_5i|i50_32_8_6_1i|i50_32_8_6i|i50_32_8_7_1i|i50_32_8_7i|i50_32_8_8_1i|i50_32_8_8i|i50_32_8_9i,c|h,1|1|7|7,i50_32_8_10_1i|i50_32_8_11i|i50_32_8_10i|i50_32_8_11_1i|i50_32_8_12i|i50_32_8_12i|i50_32_8_20i|i50_32_8_2i|i50_32_8_13_1i|i50_32_8_14i|i50_32_8_13i|i50_32_8_15i|i50_32_8_19i|i50_32_8_16_1i|i50_32_8_17i|i50_32_8_16i|i50_32_8_20i|i50_32_8_17_1i|i50_32_8_18i|i50_32_8_18_1i|i50_32_8_19i|i50_32_8_19_1i|i50_32_8_20i|i50_32_8_5_1i|i50_32_8_3i|i50_32_8_9i|i50_32_8_4_1i|i50_32_8_5i|i50_32_8_4i|i50_32_8_6i|i50_32_8_6_1i|i50_32_8_7i|i50_32_8_7_1i|i50_32_8_8i|i50_32_8_8_1i|i50_32_8_9i,g1137|g1138|g1139|g1478|g1479|g1480|g1137|g1138|g1140|g1478|g1479|g1481|g1137|g1139|g1478|g1480|g1137|g1140|g1478|g1481|g1137|g1478|g1138|g1139|g1479|g1480|g1138|g1140|g1479|g1481|g1138|g1479|g1139|g1141|g1480|g1482|g1139|g1480|g1140|g1481|g1141|g1482,benzene|six_ring,6.11
143,i505_60_2i,6.04025,159.079,i505_60_2_1i|i505_60_2_2_1i|i505_60_2_2_2i|i505_60_2_2i|i505_60_2_3_1i|i505_60_2_3_2i|i505_60_2_3i|i505_60_2_4i|i505_60_2_5_1i|i505_60_2_5_2i|i505_60_2_5i|i505_60_2_6_1i|i505_60_2_6_2i|i505_60_2_6i|i505_60_2_7i,c|cl|h|s,1,i505_60_2_2_1i|i505_60_2_2_2i|i505_60_2_3i|i505_60_2_2i|i505_60_2_3_1i|i505_60_2_3_2i|i505_60_2_4i|i505_60_2_5_1i|i505_60_2_5_2i|i505_60_2_6i|i505_60_2_5i|i505_60_2_6_1i|i505_60_2_6_2i|i505_60_2_7i,g494|g736|g737,alkyl_halide|sulfide,2.41
144,i51_28_5i,8.28577,184.107,i51_28_5_10i|i51_28_5_11i|i51_28_5_12i|i51_28_5_13_1i|i51_28_5_13i|i51_28_5_1i|i51_28_5_2i|i51_28_5_3i|i51_28_5_4i|i51_28_5_5_1i|i51_28_5_5i|i51_28_5_6_1i|i51_28_5_6i|i51_28_5_7i|i51_28_5_8_1i|i51_28_5_8i|i51_28_5_9i,c|h|n|o,1|1|2|1|7|2|7,i51_28_5_10i|i51_28_5_13i|i51_28_5_11i|i51_28_5_12i|i51_28_5_13_1i|i51_28_5_13i|i51_28_5_5i|i51_28_5_2i|i51_28_5_3i|i51_28_5_4i|i51_28_5_5_1i|i51_28_5_6i|i51_28_5_6_1i|i51_28_5_7i|i51_28_5_8_1i|i51_28_5_8i|i51_28_5_9i,g1142|g1483|g18|g19|g532,benzene|six_ring|nitro|phenol,1.73
145,i51_75_2i,7.82244,135.637,i51_75_2_1_1i|i51_75_2_1_2i|i51_75_2_1_3i|i51_75_2_1i|i51_75_2_2i|i51_75_2_3_1i|i51_75_2_3_2i|i51_75_2_3i|i51_75_2_4_1i|i51_75_2_4_2i|i51_75_2_4i|i51_75_2_5i|i51_75_2_6_1i|i51_75_2_6_2i|i51_75_2_6i|i51_75_2_7_1i|i51_75_2_7_2i|i51_75_2_7i|i51_75_2_8_1i|i51_75_2_8_2i|i51_75_2_8_3i|i51_75_2_8i,c|cl|h|n,1,i51_75_2_1_1i|i51_75_2_1_2i|i51_75_2_1_3i|i51_75_2_2i|i51_75_2_3_1i|i51_75_2_3_2i|i51_75_2_4i|i51_75_2_3i|i51_75_2_6i|i51_75_2_4_1i|i51_75_2_4_2i|i51_75_2_5i|i51_75_2_6_1i|i51_75_2_6_2i|i51_75_2_7i|i51_75_2_7_1i|i51_75_2_7_2i|i51_75_2_8i|i51_75_2_8_1i|i51_75_2_8_2i|i51_75_2_8_3i,g141|g142|g375|g738,alkyl_halide|amine|methyl,1.77
146,i51_79_6i,4.56435,89.0933,i51_79_6_1i|i51_79_6_2i|i51_79_6_3i|i51_79_6_4_1i|i51_79_6_4_2i|i51_79_6_4i|i51_79_6_5_1i|i51_79_6_5_2i|i51_79_6_5_3i|i51_79_6_5i|i51_79_6_6_1i|i51_79_6_6_2i|i51_79_6_6i,c|h|n|o,1|2,i51_79_6_2i|i51_79_6_3i|i51_79_6_6i|i51_79_6_4_1i|i51_79_6_4_2i|i51_79_6_5i|i51_79_6_4i|i51_79_6_5_1i|i51_79_6_5_2i|i51_79_6_5_3i|i51_79_6_6_1i|i51_79_6_6_2i,g143|g376|g376|g622|g592|g592|g622,amide|amine|amide|ester|amine|ester|methyl,-0.02
147,i510_15_6i,6.22258,325.19,i510_15_6_10_1i|i510_15_6_10i|i510_15_6_11i|i510_15_6_12_1i|i510_15_6_12i|i510_15_6_13i|i510_15_6_14_1i|i510_15_6_14i|i510_15_6_15i|i510_15_6_16_1i|i510_15_6_16i|i510_15_6_17_1i|i510_15_6_17i|i510_15_6_18i|i510_15_6_19_1i|i510_15_6_19i|i510_15_6_1i|i510_15_6_20i|i510_15_6_21_1i|i510_15_6_21i|i510_15_6_2i|i510_15_6_3i|i510_15_6_4_1i|i510_15_6_4_2i|i510_15_6_4i|i510_15_6_5_1i|i510_15_6_5_2i|i510_15_6_5_3i|i510_15_6_5i|i510_15_6_6i|i510_15_6_7_1i|i510_15_6_7i|i510_15_6_8i|i510_15_6_9_1i|i510_15_6_9i,c|cl|h|o,1|1|7|2|7,i510_15_6_10_1i|i510_15_6_11i|i510_15_6_10i|i510_15_6_9_1i|i510_15_6_12_1i|i510_15_6_14i|i510_15_6_12i|i510_15_6_13i|i510_15_6_14_1i|i510_15_6_14i|i510_15_6_9i|i510_15_6_15i|i510_15_6_7i|i510_15_6_8i|i510_15_6_16_1i|i510_15_6_17i|i510_15_6_16i|i510_15_6_21i|i510_15_6_17_1i|i510_15_6_18i|i510_15_6_19_1i|i510_15_6_21i|i510_15_6_19i|i510_15_6_20i|i510_15_6_21_1i|i510_15_6_2i|i510_15_6_3i|i510_15_6_6i|i510_15_6_4_1i|i510_15_6_4_2i|i510_15_6_5i|i510_15_6_4i|i510_15_6_5_1i|i510_15_6_5_2i|i510_15_6_5_3i|i510_15_6_7_1i,g1143|g1484|g1144|g1485|g144|g512|g593|g930|g931,alcohol|ar_halide|benzene|six_ring|ester|methyl,3.99
148,i52_68_6i,6.31355,257.436,i52_68_6_1_1i|i52_68_6_1_2i|i52_68_6_1_3i|i52_68_6_10i|i52_68_6_11i|i52_68_6_12i|i52_68_6_1i|i52_68_6_2i|i52_68_6_3i|i52_68_6_4i|i52_68_6_5i|i52_68_6_6_1i|i52_68_6_6_2i|i52_68_6_6_3i|i52_68_6_6i|i52_68_6_7_1i|i52_68_6_7i|i52_68_6_8_1i|i52_68_6_8i|i52_68_6_9i,c|cl|h|o|p,1|1|2,i52_68_6_1_1i|i52_68_6_1_2i|i52_68_6_1_3i|i52_68_6_2i|i52_68_6_10i|i52_68_6_11i|i52_68_6_12i|i52_68_6_3i|i52_68_6_4i|i52_68_6_5i|i52_68_6_7i|i52_68_6_6_1i|i52_68_6_6_2i|i52_68_6_6_3i|i52_68_6_6i|i52_68_6_7_1i|i52_68_6_8i|i52_68_6_9i|i52_68_6_8_1i,g297|g298|g513|g739|g740|g741,alcohol|alkyl_halide|methoxy,-0.28
149,i53_70_3i,9.6558,278.353,i53_70_3_10_1i|i53_70_3_10i|i53_70_3_11i|i53_70_3_12i|i53_70_3_13i|i53_70_3_14i|i53_70_3_15_1i|i53_70_3_15i|i53_70_3_16_1i|i53_70_3_16i|i53_70_3_17_1i|i53_70_3_17i|i53_70_3_18_1i|i53_70_3_18i|i53_70_3_19_1i|i53_70_3_19i|i53_70_3_1i|i53_70_3_20_1i|i53_70_3_20i|i53_70_3_21_1i|i53_70_3_21i|i53_70_3_22_1i|i53_70_3_22i|i53_70_3_2i|i53_70_3_3i|i53_70_3_4i|i53_70_3_5_1i|i53_70_3_5i|i53_70_3_6_1i|i53_70_3_6i|i53_70_3_7_1i|i53_70_3_7i|i53_70_3_8_1i|i53_70_3_8i|i53_70_3_9_1i|i53_70_3_9i,c|h,1|1|7|7,i53_70_3_10_1i|i53_70_3_11i|i53_70_3_10i|i53_70_3_3i|i53_70_3_12i|i53_70_3_20i|i53_70_3_13i|i53_70_3_22i|i53_70_3_14i|i53_70_3_19i|i53_70_3_15_1i|i53_70_3_20i|i53_70_3_15i|i53_70_3_16i|i53_70_3_16_1i|i53_70_3_17i|i53_70_3_17_1i|i53_70_3_18i|i53_70_3_18_1i|i53_70_3_19i|i53_70_3_19_1i|i53_70_3_20_1i|i53_70_3_21_1i|i53_70_3_21i|i53_70_3_22i|i53_70_3_2i|i53_70_3_21i|i53_70_3_5_1i|i53_70_3_22_1i|i53_70_3_4i|i53_70_3_9i|i53_70_3_5i|i53_70_3_6i|i53_70_3_6_1i|i53_70_3_7i|i53_70_3_7_1i|i53_70_3_8i|i53_70_3_8_1i|i53_70_3_9i|i53_70_3_9_1i,g1145|g1146|g1486|g1487|g1145|g1147|g1486|g1488|g1145|g1486|g1146|g1148|g1487|g1489|g1146|g1487|g1147|g1488|g1148|g1149|g1489|g1490|g1148|g1489|g1149|g1490,benzene|six_ring,6.7
150,i53_96_3i,7.82244,223.274,i53_96_3_10i|i53_96_3_11_1i|i53_96_3_11i|i53_96_3_12_1i|i53_96_3_12i|i53_96_3_13_1i|i53_96_3_13i|i53_96_3_14_1i|i53_96_3_14i|i53_96_3_15i|i53_96_3_16_1i|i53_96_3_16i|i53_96_3_17_1i|i53_96_3_17_2i|i53_96_3_17_3i|i53_96_3_17i|i53_96_3_1i|i53_96_3_2i|i53_96_3_3_1i|i53_96_3_3i|i53_96_3_4i|i53_96_3_5_1i|i53_96_3_5i|i53_96_3_6_1i|i53_96_3_6i|i53_96_3_7i|i53_96_3_8i|i53_96_3_9_1i|i53_96_3_9_2i|i53_96_3_9i,c|h|n|o,1|1|7|2|7,i53_96_3_10i|i53_96_3_9_1i|i53_96_3_9_2i|i53_96_3_11_1i|i53_96_3_12i|i53_96_3_11i|i53_96_3_15i|i53_96_3_12_1i|i53_96_3_13i|i53_96_3_13_1i|i53_96_3_14i|i53_96_3_14_1i|i53_96_3_15i|i53_96_3_15i|i53_96_3_8i|i53_96_3_16_1i|i53_96_3_16i|i53_96_3_5i|i53_96_3_16i|i53_96_3_9i|i53_96_3_17_1i|i53_96_3_17_2i|i53_96_3_17_3i|i53_96_3_17i|i53_96_3_3i|i53_96_3_2i|i53_96_3_3_1i|i53_96_3_4i|i53_96_3_5_1i|i53_96_3_6i|i53_96_3_6_1i|i53_96_3_7i,g1150|g1491|g1150|g1491|g1712|g1151|g1492|g1151|g1492|g1712|g145|g1712|g377|g377|g623|g623,amide|amide|amine|amine|benzene|five_ring|six_ring|benzene|six_ring|five_ring|methyl,3.12
151,i532_27_4i,6.04025,154.595,i532_27_4_10i|i532_27_4_1i|i532_27_4_2i|i532_27_4_3i|i532_27_4_4_1i|i532_27_4_4i|i532_27_4_5_1i|i532_27_4_5i|i532_27_4_6_1i|i532_27_4_6i|i532_27_4_7_1i|i532_27_4_7i|i532_27_4_8_1i|i532_27_4_8i|i532_27_4_9_1i|i532_27_4_9_2i|i532_27_4_9i,c|cl|h|o,1|1|7|2|7,i532_27_4_10i|i532_27_4_9_1i|i532_27_4_9_2i|i532_27_4_2i|i532_27_4_3i|i532_27_4_9i|i532_27_4_4_1i|i532_27_4_5i|i532_27_4_4i|i532_27_4_8i|i532_27_4_5_1i|i532_27_4_6i|i532_27_4_6_1i|i532_27_4_7i|i532_27_4_7_1i|i532_27_4_8i|i532_27_4_8_1i,g1152|g1493|g455|g742,alkyl_halide|benzene|six_ring|ketone,1.93
152,i534_52_1i,5.81711,198.133,i534_52_1_10i|i534_52_1_11_1i|i534_52_1_11i|i534_52_1_12i|i534_52_1_13_1i|i534_52_1_13_2i|i534_52_1_13_3i|i534_52_1_13i|i534_52_1_14_1i|i534_52_1_14i|i534_52_1_1i|i534_52_1_2i|i534_52_1_3i|i534_52_1_4i|i534_52_1_5_1i|i534_52_1_5i|i534_52_1_6i|i534_52_1_7i|i534_52_1_8i|i534_52_1_9i,c|h|n|o,1|1|2|1|7|2|7,i534_52_1_10i|i534_52_1_7i|i534_52_1_11_1i|i534_52_1_11i|i534_52_1_12i|i534_52_1_13_1i|i534_52_1_13_2i|i534_52_1_13_3i|i534_52_1_13i|i534_52_1_14i|i534_52_1_14_1i|i534_52_1_14i|i534_52_1_5i|i534_52_1_2i|i534_52_1_3i|i534_52_1_4i|i534_52_1_5_1i|i534_52_1_6i|i534_52_1_8i|i534_52_1_9i,g1153|g1494|g146|g20|g21|g533,benzene|six_ring|methyl|nitro|phenol,2.27
153,i540_59_0i,7.82244,96.9438,i540_59_0_1_1i|i540_59_0_1i|i540_59_0_2_1i|i540_59_0_2i|i540_59_0_3i|i540_59_0_4i,c|cl|h,1|1|2,i540_59_0_1_1i|i540_59_0_2i|i540_59_0_4i|i540_59_0_2_1i|i540_59_0_3i,g743|g744,alkyl_halide,1.98
154,i540_73_8i,6.04025,60.0992,i540_73_8_1_1i|i540_73_8_1_2i|i540_73_8_1_3i|i540_73_8_1i|i540_73_8_2_1i|i540_73_8_2i|i540_73_8_3_1i|i540_73_8_3i|i540_73_8_4_1i|i540_73_8_4_2i|i540_73_8_4_3i|i540_73_8_4i,c|h|n,1,i540_73_8_1_1i|i540_73_8_1_2i|i540_73_8_1_3i|i540_73_8_2i|i540_73_8_2_1i|i540_73_8_3i|i540_73_8_3_1i|i540_73_8_4i|i540_73_8_4_1i|i540_73_8_4_2i|i540_73_8_4_3i,g147|g148|g378|g379,amine|methyl,-0.54
155,i541_41_3i,6.04025,108.523,i541_41_3_1i|i541_41_3_2i|i541_41_3_3i|i541_41_3_4_1i|i541_41_3_4_2i|i541_41_3_4i|i541_41_3_5_1i|i541_41_3_5_2i|i541_41_3_5_3i|i541_41_3_5i|i541_41_3_6i,c|cl|h|o,1|2,i541_41_3_2i|i541_41_3_3i|i541_41_3_6i|i541_41_3_4_1i|i541_41_3_4_2i|i541_41_3_5i|i541_41_3_4i|i541_41_3_5_1i|i541_41_3_5_2i|i541_41_3_5_3i,g149|g594|g745,alkyl_halide|ester|methyl,0.63
156,i541_73_1i,7.82244,147.004,i541_73_1_1i|i541_73_1_2_1i|i541_73_1_2i|i541_73_1_3_1i|i541_73_1_3i|i541_73_1_4_1i|i541_73_1_4i|i541_73_1_5i|i541_73_1_6i|i541_73_1_7_1i|i541_73_1_7i|i541_73_1_8i,c|cl|h,1|1|7,i541_73_1_2_1i|i541_73_1_3i|i541_73_1_2i|i541_73_1_7i|i541_73_1_8i|i541_73_1_3_1i|i541_73_1_4i|i541_73_1_4_1i|i541_73_1_5i|i541_73_1_6i|i541_73_1_7i|i541_73_1_7_1i,g1154|g1495|g932|g933,ar_halide|benzene|six_ring,3.28
157,i542_75_6i,6.04025,110.971,i542_75_6_1_1i|i542_75_6_1i|i542_75_6_2_1i|i542_75_6_2i|i542_75_6_3i|i542_75_6_4_1i|i542_75_6_4_2i|i542_75_6_4i|i542_75_6_5i,c|cl|h,1|1|2,i542_75_6_1_1i|i542_75_6_2i|i542_75_6_4i|i542_75_6_2_1i|i542_75_6_3i|i542_75_6_4_1i|i542_75_6_4_2i|i542_75_6_5i,g746|g747,alkyl_halide,2.29
158,i542_88_1i,6.04025,114.959,i542_88_1_1i|i542_88_1_2_1i|i542_88_1_2_2i|i542_88_1_2i|i542_88_1_3i|i542_88_1_4_1i|i542_88_1_4_2i|i542_88_1_4i|i542_88_1_5i,c|cl|h|o,1,i542_88_1_2_1i|i542_88_1_2_2i|i542_88_1_3i|i542_88_1_2i|i542_88_1_4i|i542_88_1_4_1i|i542_88_1_4_2i|i542_88_1_5i,g479|g748|g749,alkyl_halide|ether,0.57
159,i55_18_5i,7.78322,102.136,i55_18_5_1i|i55_18_5_2i|i55_18_5_3i|i55_18_5_4_1i|i55_18_5_4_2i|i55_18_5_4i|i55_18_5_5_1i|i55_18_5_5_2i|i55_18_5_5_3i|i55_18_5_5i|i55_18_5_6_1i|i55_18_5_6_2i|i55_18_5_6i|i55_18_5_7_1i|i55_18_5_7_2i|i55_18_5_7_3i|i55_18_5_7i,c|h|n|o,1|2,i55_18_5_2i|i55_18_5_3i|i55_18_5_4_1i|i55_18_5_4_2i|i55_18_5_5i|i55_18_5_4i|i55_18_5_6i|i55_18_5_5_1i|i55_18_5_5_2i|i55_18_5_5_3i|i55_18_5_6_1i|i55_18_5_6_2i|i55_18_5_7i|i55_18_5_7_1i|i55_18_5_7_2i|i55_18_5_7_3i,g150|g151|g380,amine|methyl,0.34
160,i55_21_0i,5.31812,121.138,i55_21_0_1i|i55_21_0_2i|i55_21_0_3_1i|i55_21_0_3_2i|i55_21_0_3i|i55_21_0_4i|i55_21_0_5_1i|i55_21_0_5i|i55_21_0_6_1i|i55_21_0_6i|i55_21_0_7_1i|i55_21_0_7i|i55_21_0_8_1i|i55_21_0_8i|i55_21_0_9_1i|i55_21_0_9i,c|h|n|o,1|1|7|2|7,i55_21_0_2i|i55_21_0_3_1i|i55_21_0_3_2i|i55_21_0_3i|i55_21_0_4i|i55_21_0_5_1i|i55_21_0_6i|i55_21_0_5i|i55_21_0_9i|i55_21_0_6_1i|i55_21_0_7i|i55_21_0_7_1i|i55_21_0_8i|i55_21_0_8_1i|i55_21_0_9i|i55_21_0_9_1i,g1155|g1496|g381|g381|g624|g624,amide|amide|amine|amine|benzene|six_ring,0.74
161,i55_63_0i,4.68213,227.084,i55_63_0_10i|i55_63_0_11_1i|i55_63_0_11_2i|i55_63_0_11i|i55_63_0_12i|i55_63_0_13i|i55_63_0_14i|i55_63_0_15i|i55_63_0_1i|i55_63_0_2i|i55_63_0_3i|i55_63_0_4i|i55_63_0_5_1i|i55_63_0_5_2i|i55_63_0_5i|i55_63_0_6_1i|i55_63_0_6i|i55_63_0_7i|i55_63_0_8i|i55_63_0_9i,c|h|n|o,1|1|2|2,i55_63_0_10i|i55_63_0_9i|i55_63_0_11_1i|i55_63_0_11_2i|i55_63_0_12i|i55_63_0_11i|i55_63_0_6_1i|i55_63_0_7i|i55_63_0_13i|i55_63_0_14i|i55_63_0_15i|i55_63_0_2i|i55_63_0_3i|i55_63_0_4i|i55_63_0_5_1i|i55_63_0_5_2i|i55_63_0_6i|i55_63_0_5i|i55_63_0_8i,g22|g23|g24,nitro,1.51
162,i56_04_2i,6.04025,142.181,i56_04_2_1i|i56_04_2_2i|i56_04_2_3_1i|i56_04_2_3i|i56_04_2_4_1i|i56_04_2_4i|i56_04_2_5i|i56_04_2_6i|i56_04_2_7_1i|i56_04_2_7_2i|i56_04_2_7_3i|i56_04_2_7i|i56_04_2_8i|i56_04_2_9_1i|i56_04_2_9i,c|h|n|o|s,1|1|7|7,i56_04_2_2i|i56_04_2_8i|i56_04_2_3_1i|i56_04_2_3i|i56_04_2_4i|i56_04_2_4_1i|i56_04_2_5i|i56_04_2_6i|i56_04_2_7i|i56_04_2_7_1i|i56_04_2_7_2i|i56_04_2_7_3i|i56_04_2_8i|i56_04_2_9_1i|i56_04_2_9i,g1282|g1497|g152|g534,hetero_ar_6_ring|six_ring|methyl|phenol,1.45
163,i56_23_5i,8.77648,153.823,i56_23_5_1i|i56_23_5_2i|i56_23_5_3i|i56_23_5_4i|i56_23_5_5i,c|cl,1,i56_23_5_2i|i56_23_5_3i|i56_23_5_4i|i56_23_5_5i,g750|g751|g752|g753,alkyl_halide,2.44
