id,atom_id,group_id,fpk_group_id,fpk_atom_id
3492,i53_96_3_4i,g1151,172,3443
3493,i53_96_3_4i,g1492,550,3443
3494,i53_96_3_5i,g1151,172,3444
3495,i53_96_3_5i,g1492,550,3444
3496,i53_96_3_6i,g1151,172,3446
3497,i53_96_3_6i,g1492,550,3446
3498,i53_96_3_7i,g1151,172,3448
3499,i53_96_3_7i,g1492,550,3448
3500,i53_96_3_7i,g1712,795,3448
3501,i53_96_3_8i,g1151,172,3449
3502,i53_96_3_8i,g1492,550,3449
3503,i53_96_3_8i,g1712,795,3449
3504,i53_96_3_9i,g1712,795,3450
3505,i540_59_0_3i,g743,1453,3457
3506,i540_59_0_4i,g744,1454,3458
3507,i540_73_8_1i,g147,525,3459
3508,i540_73_8_1_1i,g147,525,3460
3509,i540_73_8_1_2i,g147,525,3461
3510,i540_73_8_1_3i,g147,525,3462
3511,i540_73_8_2i,g378,1047,3463
3512,i540_73_8_2_1i,g378,1047,3464
3513,i540_73_8_3i,g379,1048,3465
3514,i540_73_8_3_1i,g379,1048,3466
3515,i540_73_8_4i,g148,536,3467
3516,i540_73_8_4_1i,g148,536,3468
3517,i540_73_8_4_2i,g148,536,3469
3518,i540_73_8_4_3i,g148,536,3470
3519,i541_41_3_1i,g594,1287,3471
3520,i541_41_3_2i,g594,1287,3472
3521,i541_41_3_3i,g594,1287,3473
3522,i541_41_3_5i,g149,547,3477
3523,i541_41_3_5_1i,g149,547,3478
3524,i541_41_3_5_2i,g149,547,3479
3525,i541_41_3_5_3i,g149,547,3480
3526,i541_41_3_6i,g745,1455,3481
3527,i541_73_1_1i,g1154,175,3482
3528,i541_73_1_1i,g1495,553,3482
3529,i541_73_1_2i,g1154,175,3483
3530,i541_73_1_2i,g1495,553,3483
3531,i541_73_1_3i,g1154,175,3485
3532,i541_73_1_3i,g1495,553,3485
3533,i541_73_1_4i,g1154,175,3487
3534,i541_73_1_4i,g1495,553,3487
3535,i541_73_1_5i,g1154,175,3489
3536,i541_73_1_5i,g1495,553,3489
3537,i541_73_1_6i,g932,1663,3490
3538,i541_73_1_7i,g1154,175,3491
3539,i541_73_1_7i,g1495,553,3491
3540,i541_73_1_8i,g933,1664,3493
3541,i542_75_6_3i,g746,1456,3498
3542,i542_75_6_5i,g747,1457,3502
3543,i542_88_1_1i,g479,1159,3503
3544,i542_88_1_3i,g748,1458,3507
3545,i542_88_1_5i,g749,1459,3511
3546,i55_18_5_3i,g380,1050,3514
3547,i55_18_5_5i,g150,559,3518
3548,i55_18_5_5_1i,g150,559,3519
3549,i55_18_5_5_2i,g150,559,3520
3550,i55_18_5_5_3i,g150,559,3521
3551,i55_18_5_7i,g151,570,3525
3552,i55_18_5_7_1i,g151,570,3526
3553,i55_18_5_7_2i,g151,570,3527
3554,i55_18_5_7_3i,g151,570,3528
3555,i55_21_0_1i,g624,1321,3529
3556,i55_21_0_2i,g624,1321,3530
3557,i55_21_0_3i,g381,1051,3531
3558,i55_21_0_3i,g624,1321,3531
3559,i55_21_0_3_1i,g381,1051,3532
3560,i55_21_0_3_2i,g381,1051,3533
3561,i55_21_0_4i,g1155,176,3534
3562,i55_21_0_4i,g1496,554,3534
3563,i55_21_0_5i,g1155,176,3535
3564,i55_21_0_5i,g1496,554,3535
3565,i55_21_0_6i,g1155,176,3537
3566,i55_21_0_6i,g1496,554,3537
3567,i55_21_0_7i,g1155,176,3539
3568,i55_21_0_7i,g1496,554,3539
3569,i55_21_0_8i,g1155,176,3541
3570,i55_21_0_8i,g1496,554,3541
3571,i55_21_0_9i,g1155,176,3543
3572,i55_21_0_9i,g1496,554,3543
3573,i55_63_0_10i,g23,883,3545
3574,i55_63_0_13i,g24,894,3550
3575,i55_63_0_14i,g24,894,3551
3576,i55_63_0_15i,g24,894,3552
3577,i55_63_0_1i,g22,872,3553
3578,i55_63_0_2i,g22,872,3554
3579,i55_63_0_3i,g22,872,3555
3580,i55_63_0_8i,g23,883,3563
3581,i55_63_0_9i,g23,883,3564
3582,i569_64_2_11i,g1299,335,3566
3583,i569_64_2_11i,g1509,569,3566
3584,i569_64_2_12i,g1299,335,3567
3585,i569_64_2_12i,g1509,569,3567
3586,i569_64_2_13i,g1299,335,3569
3587,i569_64_2_13i,g1509,569,3569
3588,i569_64_2_14i,g1004,9,3571
3589,i569_64_2_14i,g1299,335,3571
3590,i569_64_2_14i,g1509,569,3571
3591,i569_64_2_14i,g642,1341,3571
3592,i569_64_2_14i,g643,1342,3571
3593,i569_64_2_14i,g644,1343,3571
3594,i569_64_2_15i,g1299,335,3572
3595,i569_64_2_15i,g1509,569,3572
3596,i569_64_2_16i,g1299,335,3574
3597,i569_64_2_16i,g1509,569,3574
3598,i569_64_2_17i,g1004,9,3576
3599,i569_64_2_17i,g383,1053,3576
3600,i569_64_2_17i,g642,1341,3576
3601,i569_64_2_17i,g643,1342,3576
3602,i569_64_2_17i,g644,1343,3576
3603,i569_64_2_19i,g158,647,3578
3604,i569_64_2_19_1i,g158,647,3579
3605,i569_64_2_19_2i,g158,647,3580
3606,i569_64_2_19_3i,g158,647,3581
3607,i569_64_2_1i,g156,625,3582
3608,i569_64_2_1_1i,g156,625,3583
3609,i569_64_2_1_2i,g156,625,3584
3610,i569_64_2_1_3i,g156,625,3585
3611,i569_64_2_20i,g159,658,3586
3612,i569_64_2_20_1i,g159,658,3587
3613,i569_64_2_20_2i,g159,658,3588
3614,i569_64_2_20_3i,g159,658,3589
3615,i569_64_2_21i,g1167,189,3590
3616,i569_64_2_21i,g1510,571,3590
3617,i569_64_2_22i,g1167,189,3591
3618,i569_64_2_22i,g1510,571,3591
3619,i569_64_2_23i,g1167,189,3593
3620,i569_64_2_23i,g1510,571,3593
3621,i569_64_2_24i,g1167,189,3595
3622,i569_64_2_24i,g1510,571,3595
3623,i569_64_2_25i,g1167,189,3597
3624,i569_64_2_25i,g1510,571,3597
3625,i569_64_2_26i,g1167,189,3599
3626,i569_64_2_26i,g1510,571,3599
3627,i569_64_2_2i,g382,1052,3601
3628,i569_64_2_3i,g157,636,3602
3629,i569_64_2_3_1i,g157,636,3603
3630,i569_64_2_3_2i,g157,636,3604
3631,i569_64_2_3_3i,g157,636,3605
3632,i569_64_2_4i,g1166,188,3606
3633,i569_64_2_4i,g1508,568,3606
3634,i569_64_2_5i,g1166,188,3607
3635,i569_64_2_5i,g1508,568,3607
3636,i569_64_2_6i,g1166,188,3609
3637,i569_64_2_6i,g1508,568,3609
3638,i569_64_2_7i,g1166,188,3611
3639,i569_64_2_7i,g1508,568,3611
3640,i569_64_2_8i,g1166,188,3612
3641,i569_64_2_8i,g1508,568,3612
3642,i569_64_2_9i,g1166,188,3614
3643,i569_64_2_9i,g1508,568,3614
3644,i56_04_2_1i,g1282,317,3616
3645,i56_04_2_1i,g1497,555,3616
3646,i56_04_2_2i,g1282,317,3617
3647,i56_04_2_2i,g1497,555,3617
3648,i56_04_2_3i,g534,1221,3618
3649,i56_04_2_3_1i,g534,1221,3619
3650,i56_04_2_4i,g1282,317,3620
3651,i56_04_2_4i,g1497,555,3620
3652,i56_04_2_5i,g1282,317,3622
3653,i56_04_2_5i,g1497,555,3622
3654,i56_04_2_6i,g1282,317,3623
3655,i56_04_2_6i,g1497,555,3623
3656,i56_04_2_7i,g152,581,3624
3657,i56_04_2_7_1i,g152,581,3625
3658,i56_04_2_7_2i,g152,581,3626
3659,i56_04_2_7_3i,g152,581,3627
3660,i56_04_2_8i,g1282,317,3628
3661,i56_04_2_8i,g1497,555,3628
3662,i56_23_5_2i,g750,1461,3632
3663,i56_23_5_3i,g751,1462,3633
3664,i56_23_5_4i,g752,1463,3634
3665,i56_23_5_5i,g753,1464,3635
3666,i56_49_5_10i,g1158,179,3636
3667,i56_49_5_10i,g1500,560,3636
3668,i56_49_5_11i,g1158,179,3638
3669,i56_49_5_11i,g1500,560,3638
3670,i56_49_5_12i,g1158,179,3640
3671,i56_49_5_12i,g1159,180,3640
3672,i56_49_5_12i,g1500,560,3640
3673,i56_49_5_12i,g1501,561,3640
3674,i56_49_5_13i,g1159,180,3641
3675,i56_49_5_13i,g1501,561,3641
3676,i56_49_5_14i,g1159,180,3643
3677,i56_49_5_14i,g1501,561,3643
3678,i56_49_5_15i,g1159,180,3645
3679,i56_49_5_15i,g1501,561,3645
3680,i56_49_5_16i,g1159,180,3647
3681,i56_49_5_16i,g1501,561,3647
3682,i56_49_5_17i,g1158,179,3649
3683,i56_49_5_17i,g1159,180,3649
3684,i56_49_5_17i,g1500,560,3649
3685,i56_49_5_17i,g1501,561,3649
3686,i56_49_5_18i,g1157,178,3650
3687,i56_49_5_18i,g1499,557,3650
3688,i56_49_5_18i,g1713,796,3650
3689,i56_49_5_19i,g1713,796,3651
3690,i56_49_5_1i,g1156,177,3654
3691,i56_49_5_1i,g1157,178,3654
3692,i56_49_5_1i,g1498,556,3654
3693,i56_49_5_1i,g1499,557,3654
3694,i56_49_5_1i,g1713,796,3654
3695,i56_49_5_20i,g1713,796,3655
3696,i56_49_5_21i,g1156,177,3658
3697,i56_49_5_21i,g1498,556,3658
3698,i56_49_5_21i,g1713,796,3658
3699,i56_49_5_2i,g1156,177,3659
3700,i56_49_5_2i,g1157,178,3659
3701,i56_49_5_2i,g1498,556,3659
3702,i56_49_5_2i,g1499,557,3659
3703,i56_49_5_3i,g1157,178,3660
3704,i56_49_5_3i,g1499,557,3660
3705,i56_49_5_4i,g1157,178,3662
3706,i56_49_5_4i,g1499,557,3662
3707,i56_49_5_5i,g1157,178,3664
3708,i56_49_5_5i,g1499,557,3664
3709,i56_49_5_6i,g153,592,3665
3710,i56_49_5_6_1i,g153,592,3666
3711,i56_49_5_6_2i,g153,592,3667
3712,i56_49_5_6_3i,g153,592,3668
3713,i56_49_5_7i,g1156,177,3669
3714,i56_49_5_7i,g1498,556,3669
3715,i56_49_5_8i,g1156,177,3671
3716,i56_49_5_8i,g1158,179,3671
3717,i56_49_5_8i,g1498,556,3671
3718,i56_49_5_8i,g1500,560,3671
3719,i56_49_5_9i,g1156,177,3672
3720,i56_49_5_9i,g1158,179,3672
3721,i56_49_5_9i,g1498,556,3672
3722,i56_49_5_9i,g1500,560,3672
3723,i56_53_1_10i,g1160,182,3673
3724,i56_53_1_10i,g1502,562,3673
3725,i56_53_1_11i,g1160,182,3675
3726,i56_53_1_11i,g1502,562,3675
3727,i56_53_1_12i,g536,1223,3676
3728,i56_53_1_12_1i,g536,1223,3677
3729,i56_53_1_13i,g1160,182,3678
3730,i56_53_1_13i,g1502,562,3678
3731,i56_53_1_14i,g1160,182,3680
3732,i56_53_1_14i,g1502,562,3680
3733,i56_53_1_16i,g154,603,3685
3734,i56_53_1_16_1i,g154,603,3686
3735,i56_53_1_16_2i,g154,603,3687
3736,i56_53_1_16_3i,g154,603,3688
3737,i56_53_1_18i,g155,614,3692
3738,i56_53_1_18_1i,g155,614,3693
3739,i56_53_1_18_2i,g155,614,3694
3740,i56_53_1_18_3i,g155,614,3695
3741,i56_53_1_19i,g1161,183,3696
3742,i56_53_1_19i,g1503,563,3696
3743,i56_53_1_1i,g535,1222,3698
3744,i56_53_1_1_1i,g535,1222,3699
3745,i56_53_1_20i,g1161,183,3700
3746,i56_53_1_20i,g1503,563,3700
3747,i56_53_1_2i,g1161,183,3702
3748,i56_53_1_2i,g1503,563,3702
3749,i56_53_1_3i,g1161,183,3703
3750,i56_53_1_3i,g1503,563,3703
3751,i56_53_1_4i,g1161,183,3705
3752,i56_53_1_4i,g1503,563,3705
3753,i56_53_1_5i,g1161,183,3707
3754,i56_53_1_5i,g1503,563,3707
3755,i56_53_1_8i,g1160,182,3710
3756,i56_53_1_8i,g1502,562,3710
3757,i56_53_1_9i,g1160,182,3711
3758,i56_53_1_9i,g1502,562,3711
3759,i56_55_3_10i,g1163,185,3713
3760,i56_55_3_10i,g1505,565,3713
3761,i56_55_3_11i,g1163,185,3715
3762,i56_55_3_11i,g1165,187,3715
3763,i56_55_3_11i,g1505,565,3715
3764,i56_55_3_11i,g1507,567,3715
3765,i56_55_3_12i,g1163,185,3716
3766,i56_55_3_12i,g1165,187,3716
3767,i56_55_3_12i,g1505,565,3716
3768,i56_55_3_12i,g1507,567,3716
3769,i56_55_3_13i,g1165,187,3717
3770,i56_55_3_13i,g1507,567,3717
3771,i56_55_3_14i,g1165,187,3719
3772,i56_55_3_14i,g1507,567,3719
3773,i56_55_3_15i,g1165,187,3721
3774,i56_55_3_15i,g1507,567,3721
3775,i56_55_3_16i,g1165,187,3723
3776,i56_55_3_16i,g1507,567,3723
3777,i56_55_3_17i,g1162,184,3725
3778,i56_55_3_17i,g1504,564,3725
3779,i56_55_3_18i,g1163,185,3727
3780,i56_55_3_18i,g1505,565,3727
3781,i56_55_3_1i,g1162,184,3729
3782,i56_55_3_1i,g1163,185,3729
3783,i56_55_3_1i,g1504,564,3729
3784,i56_55_3_1i,g1505,565,3729
3785,i56_55_3_2i,g1162,184,3730
3786,i56_55_3_2i,g1163,185,3730
3787,i56_55_3_2i,g1504,564,3730
3788,i56_55_3_2i,g1505,565,3730
3789,i56_55_3_3i,g1162,184,3731
3790,i56_55_3_3i,g1164,186,3731
3791,i56_55_3_3i,g1504,564,3731
3792,i56_55_3_3i,g1506,566,3731
3793,i56_55_3_4i,g1162,184,3732
3794,i56_55_3_4i,g1164,186,3732
3795,i56_55_3_4i,g1504,564,3732
3796,i56_55_3_4i,g1506,566,3732
3797,i56_55_3_5i,g1162,184,3733
3798,i56_55_3_5i,g1504,564,3733
3799,i56_55_3_6i,g1164,186,3735
3800,i56_55_3_6i,g1506,566,3735
3801,i56_55_3_7i,g1164,186,3737
3802,i56_55_3_7i,g1506,566,3737
3803,i56_55_3_8i,g1164,186,3739
3804,i56_55_3_8i,g1506,566,3739
3805,i56_55_3_9i,g1164,186,3741
3806,i56_55_3_9i,g1506,566,3741
3807,i57_14_7_1i,g385,1055,3743
3808,i57_14_7_2i,g384,1054,3744
3809,i57_14_7_2_1i,g384,1054,3745
3810,i57_14_7_2_2i,g384,1054,3746
3811,i57_14_7_3i,g160,670,3747
3812,i57_14_7_3_1i,g160,670,3748
3813,i57_14_7_3_2i,g160,670,3749
3814,i57_14_7_3_3i,g160,670,3750
3815,i57_14_7_4i,g161,681,3751
3816,i57_14_7_4_1i,g161,681,3752
3817,i57_14_7_4_2i,g161,681,3753
3818,i57_14_7_4_3i,g161,681,3754
3819,i57_24_9_10i,g1316,355,3755
3820,i57_24_9_10i,g1511,572,3755
3821,i57_24_9_11i,g1316,355,3758
3822,i57_24_9_11i,g1511,572,3758
3823,i57_24_9_12i,g1300,338,3759
3824,i57_24_9_12i,g1316,355,3759
3825,i57_24_9_12i,g1511,572,3759
3826,i57_24_9_12i,g1512,573,3759
3827,i57_24_9_13i,g1300,338,3761
3828,i57_24_9_13i,g1315,354,3761
3829,i57_24_9_13i,g1512,573,3761
3830,i57_24_9_13i,g1513,574,3761
3831,i57_24_9_14i,g1315,354,3763
3832,i57_24_9_14i,g1513,574,3763
3833,i57_24_9_18i,g1300,338,3771
3834,i57_24_9_18i,g1316,355,3771
3835,i57_24_9_18i,g1511,572,3771
3836,i57_24_9_18i,g1512,573,3771
3837,i57_24_9_19i,g1678,756,3774
3838,i57_24_9_19i,g1715,798,3774
3839,i57_24_9_1i,g625,1322,3777
3840,i57_24_9_20i,g1168,190,3778
3841,i57_24_9_20i,g1514,575,3778
3842,i57_24_9_21i,g1168,190,3780
3843,i57_24_9_21i,g1514,575,3780
3844,i57_24_9_22i,g1168,190,3782
3845,i57_24_9_22i,g1514,575,3782
3846,i57_24_9_23i,g1168,190,3784
3847,i57_24_9_23i,g1514,575,3784
3848,i57_24_9_24i,g1300,338,3786
3849,i57_24_9_24i,g1315,354,3786
3850,i57_24_9_24i,g1512,573,3786
3851,i57_24_9_24i,g1513,574,3786
3852,i57_24_9_24i,g1714,797,3786
3853,i57_24_9_25i,g1315,354,3788
3854,i57_24_9_25i,g1513,574,3788
3855,i57_24_9_2i,g1315,354,3791
3856,i57_24_9_2i,g1513,574,3791
3857,i57_24_9_2i,g625,1322,3791
3858,i57_24_9_3i,g1315,354,3792
3859,i57_24_9_3i,g1513,574,3792
3860,i57_24_9_3i,g1714,797,3792
3861,i57_24_9_3i,g386,1056,3792
3862,i57_24_9_3i,g625,1322,3792
3863,i57_24_9_4i,g1168,190,3793
3864,i57_24_9_4i,g1514,575,3793
3865,i57_24_9_4i,g1714,797,3793
3866,i57_24_9_5i,g1168,190,3794
3867,i57_24_9_5i,g1514,575,3794
3868,i57_24_9_5i,g1714,797,3794
3869,i57_24_9_6i,g1300,338,3795
3870,i57_24_9_6i,g1512,573,3795
3871,i57_24_9_6i,g1678,756,3795
3872,i57_24_9_6i,g1714,797,3795
3873,i57_24_9_6i,g1715,798,3795
3874,i57_24_9_7i,g1300,338,3796
3875,i57_24_9_7i,g1316,355,3796
3876,i57_24_9_7i,g1511,572,3796
3877,i57_24_9_7i,g1512,573,3796
3878,i57_24_9_7i,g1678,756,3796
3879,i57_24_9_7i,g1715,798,3796
3880,i57_24_9_8i,g1316,355,3798
3881,i57_24_9_8i,g1511,572,3798
3882,i57_24_9_8i,g1678,756,3798
3883,i57_24_9_8i,g1715,798,3798
3884,i57_24_9_8i,g387,1057,3798
3885,i57_24_9_9i,g1678,756,3799
3886,i57_24_9_9i,g1715,798,3799
3887,i57_74_9_10i,g1301,339,3811
3888,i57_74_9_10i,g1515,576,3811
3889,i57_74_9_10i,g1660,737,3811
3890,i57_74_9_10i,g1717,800,3811
3891,i57_74_9_11i,g1301,339,3812
3892,i57_74_9_11i,g1515,576,3812
3893,i57_74_9_11i,g1660,737,3812
3894,i57_74_9_11i,g1717,800,3812
3895,i57_74_9_12i,g757,1468,3813
3896,i57_74_9_13i,g1301,339,3814
3897,i57_74_9_13i,g1515,576,3814
3898,i57_74_9_13i,g1660,737,3814
3899,i57_74_9_13i,g1661,738,3814
3900,i57_74_9_13i,g1717,800,3814
3901,i57_74_9_13i,g1718,801,3814
3902,i57_74_9_14i,g758,1469,3815
3903,i57_74_9_15i,g1660,737,3816
3904,i57_74_9_15i,g1661,738,3816
3905,i57_74_9_15i,g1717,800,3816
3906,i57_74_9_15i,g1718,801,3816
3907,i57_74_9_16i,g759,1470,3817
3908,i57_74_9_17i,g760,1472,3818
3909,i57_74_9_18i,g761,1473,3819
3910,i57_74_9_1i,g754,1465,3820
3911,i57_74_9_2i,g1659,735,3821
3912,i57_74_9_2i,g1716,799,3821
3913,i57_74_9_3i,g1659,735,3823
3914,i57_74_9_3i,g1716,799,3823
3915,i57_74_9_4i,g1301,339,3826
3916,i57_74_9_4i,g1515,576,3826
3917,i57_74_9_4i,g1659,735,3826
3918,i57_74_9_4i,g1661,738,3826
3919,i57_74_9_4i,g1716,799,3826
3920,i57_74_9_4i,g1718,801,3826
3921,i57_74_9_5i,g1301,339,3828
3922,i57_74_9_5i,g1515,576,3828
3923,i57_74_9_5i,g1659,735,3828
3924,i57_74_9_5i,g1661,738,3828
3925,i57_74_9_5i,g1716,799,3828
3926,i57_74_9_5i,g1718,801,3828
3927,i57_74_9_6i,g1659,735,3830
3928,i57_74_9_6i,g1716,799,3830
3929,i57_74_9_7i,g755,1466,3832
3930,i57_74_9_8i,g1301,339,3833
3931,i57_74_9_8i,g1515,576,3833
3932,i57_74_9_8i,g1660,737,3833
3933,i57_74_9_8i,g1661,738,3833
3934,i57_74_9_8i,g1717,800,3833
3935,i57_74_9_8i,g1718,801,3833
3936,i57_74_9_9i,g756,1467,3834
3937,i57_97_6_10i,g1170,193,3835
3938,i57_97_6_10i,g1517,578,3835
3939,i57_97_6_11i,g1170,193,3836
3940,i57_97_6_11i,g1172,195,3836
3941,i57_97_6_11i,g1517,578,3836
3942,i57_97_6_11i,g1519,580,3836
3943,i57_97_6_12i,g1170,193,3837
3944,i57_97_6_12i,g1172,195,3837
3945,i57_97_6_12i,g1517,578,3837
3946,i57_97_6_12i,g1519,580,3837
3947,i57_97_6_13i,g1172,195,3838
3948,i57_97_6_13i,g1519,580,3838
3949,i57_97_6_14i,g1172,195,3840
3950,i57_97_6_14i,g1519,580,3840
3951,i57_97_6_15i,g1172,195,3842
3952,i57_97_6_15i,g1519,580,3842
3953,i57_97_6_16i,g1172,195,3844
3954,i57_97_6_16i,g1519,580,3844
3955,i57_97_6_17i,g162,692,3846
3956,i57_97_6_17_1i,g162,692,3847
3957,i57_97_6_17_2i,g162,692,3848
3958,i57_97_6_17_3i,g162,692,3849
3959,i57_97_6_18i,g1170,193,3850
3960,i57_97_6_18i,g1517,578,3850
3961,i57_97_6_19i,g163,703,3851
3962,i57_97_6_19_1i,g163,703,3852
3963,i57_97_6_19_2i,g163,703,3853
3964,i57_97_6_19_3i,g163,703,3854
3965,i57_97_6_1i,g1169,191,3855
3966,i57_97_6_1i,g1170,193,3855
3967,i57_97_6_1i,g1516,577,3855
3968,i57_97_6_1i,g1517,578,3855
3969,i57_97_6_20i,g1169,191,3856
3970,i57_97_6_20i,g1516,577,3856
3971,i57_97_6_2i,g1169,191,3858
3972,i57_97_6_2i,g1170,193,3858
3973,i57_97_6_2i,g1516,577,3858
3974,i57_97_6_2i,g1517,578,3858
3975,i57_97_6_3i,g1169,191,3859
3976,i57_97_6_3i,g1171,194,3859
3977,i57_97_6_3i,g1516,577,3859
3978,i57_97_6_3i,g1518,579,3859
3979,i57_97_6_4i,g1169,191,3860
3980,i57_97_6_4i,g1171,194,3860
3981,i57_97_6_4i,g1516,577,3860
3982,i57_97_6_4i,g1518,579,3860
3983,i57_97_6_5i,g1169,191,3861
3984,i57_97_6_5i,g1516,577,3861
3985,i57_97_6_6i,g1171,194,3863
3986,i57_97_6_6i,g1518,579,3863
3987,i57_97_6_7i,g1171,194,3865
3988,i57_97_6_7i,g1518,579,3865
3989,i57_97_6_8i,g1171,194,3867
3990,i57_97_6_8i,g1518,579,3867
3991,i57_97_6_9i,g1171,194,3869
3992,i57_97_6_9i,g1518,579,3869
3993,i58_89_9_10i,g1302,340,3871
3994,i58_89_9_10i,g1520,582,3871
3995,i58_89_9_11i,g766,1478,3873
3996,i58_89_9_12i,g767,1479,3874
3997,i58_89_9_1i,g1302,340,3875
3998,i58_89_9_1i,g1520,582,3875
3999,i58_89_9_2i,g1302,340,3877
4000,i58_89_9_2i,g1520,582,3877
4001,i58_89_9_3i,g1302,340,3879
4002,i58_89_9_3i,g1520,582,3879
4003,i58_89_9_4i,g1302,340,3881
4004,i58_89_9_4i,g1520,582,3881
4005,i58_89_9_5i,g1302,340,3883
4006,i58_89_9_5i,g1520,582,3883
4007,i58_89_9_6i,g762,1474,3885
4008,i58_89_9_7i,g763,1475,3886
4009,i58_89_9_8i,g764,1476,3887
4010,i58_89_9_9i,g765,1477,3888
4011,i58_90_2_10i,g1173,196,3889
4012,i58_90_2_10i,g1521,583,3889
4013,i58_90_2_11i,g937,1668,3890
4014,i58_90_2_1i,g537,1224,3891
4015,i58_90_2_1_1i,g537,1224,3892
4016,i58_90_2_2i,g1173,196,3893
4017,i58_90_2_2i,g1521,583,3893
4018,i58_90_2_3i,g1173,196,3894
4019,i58_90_2_3i,g1521,583,3894
4020,i58_90_2_4i,g1173,196,3895
4021,i58_90_2_4i,g1521,583,3895
4022,i58_90_2_5i,g1173,196,3897
4023,i58_90_2_5i,g1521,583,3897
4024,i58_90_2_6i,g1173,196,3898
4025,i58_90_2_6i,g1521,583,3898
4026,i58_90_2_7i,g934,1665,3899
4027,i58_90_2_8i,g935,1666,3900
4028,i58_90_2_9i,g936,1667,3901
4029,i593_60_2_1i,g768,1480,3902
4030,i59756_60_4_10i,g1174,197,3914
4031,i59756_60_4_10i,g1525,587,3914
4032,i59756_60_4_11i,g1318,357,3916
4033,i59756_60_4_11i,g1523,585,3916
4034,i59756_60_4_13i,g1318,357,3918
4035,i59756_60_4_13i,g1523,585,3918
4036,i59756_60_4_14i,g1175,198,3919
4037,i59756_60_4_14i,g1524,586,3919
4038,i59756_60_4_15i,g1175,198,3920
4039,i59756_60_4_15i,g1524,586,3920
4040,i59756_60_4_16i,g1175,198,3922
4041,i59756_60_4_16i,g1524,586,3922
4042,i59756_60_4_18i,g769,1481,3924
4043,i59756_60_4_19i,g770,1483,3925
4044,i59756_60_4_1i,g164,714,3926
4045,i59756_60_4_1_1i,g164,714,3927
4046,i59756_60_4_1_2i,g164,714,3928
4047,i59756_60_4_1_3i,g164,714,3929
4048,i59756_60_4_20i,g771,1484,3930
4049,i59756_60_4_21i,g1175,198,3931
4050,i59756_60_4_21i,g1524,586,3931
4051,i59756_60_4_22i,g1175,198,3933
4052,i59756_60_4_22i,g1524,586,3933
4053,i59756_60_4_23i,g1175,198,3935
4054,i59756_60_4_23i,g1524,586,3935
4055,i59756_60_4_24i,g1318,357,3937
4056,i59756_60_4_24i,g1523,585,3937
4057,i59756_60_4_2i,g1318,357,3939
4058,i59756_60_4_2i,g1523,585,3939
4059,i59756_60_4_2i,g389,1059,3939
4060,i59756_60_4_3i,g1318,357,3940
4061,i59756_60_4_3i,g1523,585,3940
4062,i59756_60_4_4i,g1318,357,3942
4063,i59756_60_4_4i,g1523,585,3942
4064,i59756_60_4_5i,g1174,197,3943
4065,i59756_60_4_5i,g1525,587,3943
4066,i59756_60_4_6i,g1174,197,3944
4067,i59756_60_4_6i,g1525,587,3944
4068,i59756_60_4_7i,g1174,197,3946
4069,i59756_60_4_7i,g1525,587,3946
4070,i59756_60_4_8i,g1174,197,3948
4071,i59756_60_4_8i,g1525,587,3948
4072,i59756_60_4_9i,g1174,197,3950
4073,i59756_60_4_9i,g1525,587,3950
4074,i59_89_2_3i,g1317,356,3954
4075,i59_89_2_3i,g1522,584,3954
4076,i59_89_2_3i,g388,1058,3954
4077,i59_89_2_4i,g1317,356,3955
4078,i59_89_2_4i,g1522,584,3955
4079,i59_89_2_5i,g1317,356,3958
4080,i59_89_2_5i,g1522,584,3958
4081,i59_89_2_6i,g1317,356,3961
4082,i59_89_2_6i,g1522,584,3961
4083,i59_89_2_7i,g1317,356,3962
4084,i59_89_2_7i,g1522,584,3962
4085,i59_89_2_8i,g1317,356,3965
4086,i59_89_2_8i,g1522,584,3965
4087,i602_01_7_10i,g1180,204,3968
4088,i602_01_7_10i,g1533,596,3968
4089,i602_01_7_11i,g1180,204,3970
4090,i602_01_7_11i,g1533,596,3970
4091,i602_01_7_12i,g170,781,3972
4092,i602_01_7_12_1i,g170,781,3973
4093,i602_01_7_12_2i,g170,781,3974
4094,i602_01_7_12_3i,g170,781,3975
4095,i602_01_7_13i,g1180,204,3976
4096,i602_01_7_13i,g1533,596,3976
4097,i602_01_7_1i,g25,905,3978
4098,i602_01_7_2i,g25,905,3979
4099,i602_01_7_3i,g25,905,3980
4100,i602_01_7_4i,g1180,204,3981
4101,i602_01_7_4i,g1533,596,3981
4102,i602_01_7_5i,g1180,204,3982
4103,i602_01_7_5i,g1533,596,3982
4104,i602_01_7_6i,g26,916,3983
4105,i602_01_7_7i,g26,916,3984
4106,i602_01_7_8i,g26,916,3985
4107,i602_01_7_9i,g1180,204,3986
4108,i602_01_7_9i,g1533,596,3986
4109,i606_20_2_10i,g1181,205,3987
4110,i606_20_2_10i,g1534,597,3987
4111,i606_20_2_11i,g1181,205,3989
4112,i606_20_2_11i,g1534,597,3989
4113,i606_20_2_12i,g171,792,3991
4114,i606_20_2_12_1i,g171,792,3992
4115,i606_20_2_12_2i,g171,792,3993
4116,i606_20_2_12_3i,g171,792,3994
4117,i606_20_2_13i,g1181,205,3995
4118,i606_20_2_13i,g1534,597,3995
4119,i606_20_2_1i,g27,927,3997
4120,i606_20_2_2i,g27,927,3998
4121,i606_20_2_3i,g27,927,3999
4122,i606_20_2_4i,g1181,205,4000
