projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
f8b91cbf44fac2e4987e15ee55cff82a,02598bb193c693351d0e58a712ba23cd,415a56238560a897e73bf40d76a248ad,181281002030.0,39.775572,-86.315847,Indianapolis,IN,46234.0,urban,Msd Of Wayne Twp,Marion,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Environmental Science,Math & Science,Supplies,highest poverty,Grades PreK-2,35.0,288.34,339.22,50.0,t,f,2011-07-23
99139f651606601e78538ea64ca4c196,8ecaa3c089eb45f0ceaa2e57de049501,7bfdcb318d017946ce0dc50ed3829481,,40.710465,-73.850949,Forest Hills,NY,11375.0,urban,New York City Dept Of Ed,Queens,f,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,,,Other,highest poverty,Grades 6-8,35.0,364.77,429.14,230.0,f,f,2011-07-23
9ec6e8fce73fd925627f4aa0fa74164a,f378cf221c09936e70ffe05a29ecc48e,b6c693c6ab629d91f242652e96adbc72,120105001120.0,28.810713,-81.72047,Tavares,FL,32778.0,suburban,Lake Co School District,Lake,f,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,35.0,456.3,536.82,70.0,t,f,2011-07-22
9e4259920c479c2320698c80c1101008,7500c48398db5dd2ca356b9a2058b3a4,52f9456390a512de6212900aafdf4ffd,210096000186.0,36.847235,-88.968651,Bardwell,KY,42023.0,rural,Carlisle Co School District,Carlisle,f,f,f,f,f,f,Mr.,f,f,Health & Life Science,Math & Science,Extracurricular,Applied Learning,Supplies,high poverty,Grades 9-12,35.0,822.98,968.21,30.0,f,f,2011-07-17
f9937c57b8f77bacd42b2cae1d910a16,e437150d967ef9b0224dc7f85908b6dc,9fd31a703d2b0cc24a560366bbe4b40e,470033000104.0,35.103712,-84.844578,Cleveland,TN,37323.0,,Bradley Co School District,Bradley,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,35.0,248.45,292.29,360.0,t,f,2011-07-17
6249116b78eb325952787f32c2ff5446,38a2e1836653b2100f7f557884080a53,ce83455fa75fad24d1b403a3509c9d1a,62271010892.0,34.279949,-118.382179,Lake View Ter,CA,91342.0,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 9-12,35.0,422.79,497.4,400.0,t,f,2011-07-17
0b6949df830c5dd8080c29c33fb94162,5e3c56d4b2aee270296b014b2b36c7c6,676b6652e3d7b6f9bc40103100a82723,362475003401.0,43.147209,-77.638794,Rochester,NY,14611.0,urban,Rochester City School District,Monroe,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Other,highest poverty,Grades PreK-2,35.0,511.04,601.22,60.0,t,f,2011-07-17
516d6c6e01be9204a05a2a9faf86d67d,7a37e4f48b8a16f15ca45c99beaca869,e9c123e7417b3355197c089f3137babf,63441007725.0,37.783124,-122.437538,San Francisco,CA,94115.0,urban,San Francisco Unified Sch Dist,San Francisco,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,high poverty,Grades 9-12,35.0,160.53,188.86,70.0,f,f,2011-07-16
72a0854d4b99c5708804fce7fa4ba3ba,e0bdbe5b9ba2e5d2a6bdcd3a4e34afaa,93f6d2a2bb9a6966aad10562c39439e7,180363002197.0,41.059494,-85.144825,Fort Wayne,IN,46807.0,urban,Ft Wayne Cmty School Dist,Allen,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,35.0,164.21,193.19,35.0,t,f,2011-07-15
cd54a6f59e2dcda23695e7292d8af695,0e817ccabe636062c95f9e54e1b17bc9,ed46b781e9b35bc9371a28daf5348bdf,220117000903.0,29.934798,-90.009251,New Orleans,LA,70131.0,urban,New Orleans Public Sch Dist,Orleans,t,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,35.0,275.35,323.94,85.0,t,f,2011-07-15
ed0a14c16ca6d624b209c38c26a42041,c1696e4fa4f1f71a79844f49d8c5c50f,4e805180a18cdfa1110ed499fd981f1e,470294001069.0,35.232886,-89.99547,Memphis,TN,38127.0,urban,Memphis City School District,Shelby,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,History & Geography,History & Civics,Books,highest poverty,Grades 6-8,35.0,434.76,511.48,120.0,t,f,2011-07-12
39d4904986f64f93948d345a14e0d1e6,e74e360dde4b724d157c33a5c47d8855,8e85ef19a6cc9d1a83efdf6a0d16b50a,280423001346.0,34.690396,-89.984389,Coldwater,MS,38618.0,,Tate Co School District,Tate,f,f,f,f,f,f,Ms.,t,f,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades 9-12,35.0,515.65,606.65,70.0,f,f,2011-07-11
ff014dfc1be532743c98558a1b806077,075688e562a99c08abccf18e70c561ef,8edacdd24fc92bcb5db7a4cbbf4f86d7,470429001735.0,36.344643,-83.776871,Sharps Chapel,TN,37866.0,rural,Union Co School District,Union,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,35.0,425.87,501.02,80.0,f,f,2011-07-11
defb84c14b530d3a5608717718cae127,fef7ecda087c7efabf5929f26018fc37,ccf5df6468602e2708143a0382518a2b,490036000264.0,40.679528,-111.851198,Taylorsville,UT,84129.0,,Granite School District,Salt Lake,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,high poverty,Grades PreK-2,35.0,353.4,415.76,30.0,f,f,2011-07-11
3c9dac75d8980e7cc3fba46269efb12f,4648fb1f24b28b32006ed17c8be6ca1e,9c5d2d9d6bbaf62183d37e83801897f2,,32.835529,-96.868904,Dallas,TX,75235.0,urban,Texas Dept of Education,Dallas,t,f,f,f,f,f,Mrs.,t,f,Literacy,Literacy & Language,College & Career Prep,Applied Learning,Books,highest poverty,Grades PreK-2,35.0,316.95,372.88,25.0,t,f,2011-07-10
25caea4e2e20ed2f159d3878c0289e4b,7859cb13bf811cc689900f952a0483ca,a511b64b2c6297527fdd22c9e89cea12,63459010411.0,37.303544,-121.886741,San Jose,CA,95125.0,urban,San Jose Unified School Dist,Santa Clara,f,f,f,f,f,f,Ms.,t,f,Other,Applied Learning,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,35.0,355.2,417.88,30.0,t,f,2011-07-10
97af53ec05d55a0ec5f875d6cc3e5d33,e93d80c78fbb7f331500c70c14e9c247,11d9490fe542b02d791f8a328d8edc4e,210286000614.0,37.25205,-87.521791,Earlington,KY,42410.0,rural,Hopkins Co School District,Hopkins,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,35.0,216.68,254.92,20.0,f,f,2011-07-09
309675e0cdbd54d2ea5670fc98cc63e9,3168904cda2cc46a2ec29c3685f67b65,d8967bb36d083b320064210523869c17,530747001117.0,46.794949,-123.041779,Rochester,WA,98579.0,rural,Rochester School District 401,Thurston,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,35.0,552.08,649.51,26.0,t,f,2011-07-09
15bee09dd9397f38f6532e87c02b0a09,7055d8e32c24f93d9c765db7b74546d1,4b09b8ef961e17d02a836c3bb85388c5,210299000780.0,38.222169,-85.743845,Louisville,KY,40217.0,urban,Jefferson Co School District,Jefferson,f,t,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades 3-5,35.0,509.61,599.54,10.0,t,f,2011-07-09
3fa6094931df8a291e64e7cfdd334d36,425f5624684a08bdb51edfdc1779f8fd,f9a8a0593102b55dd2eedddb73f3e512,291635000778.0,37.084759,-94.513474,Joplin,MO,65804.0,urban,Joplin Schools,Jasper,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,35.0,934.99,1099.99,30.0,f,f,2011-07-08
027fad888437303a45a2685aa441b57e,7b4a88ad8ae0e4dc836d65f710f8b2e5,2b9aa58889063009707f4627dc1537da,510267001123.0,36.894836,-76.239751,Norfolk,VA,23513.0,urban,Norfolk School District,Norfolk City,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades 6-8,35.0,376.41,442.84,45.0,t,f,2011-07-07
0084411f2395a60d95f6d644e4783e8d,298a148315c785d3612d2f00b4e6de84,6866e15566a8a0d1552337d0c6a6f92c,61518001910.0,37.00642,-121.561859,Gilroy,CA,95020.0,suburban,Gilroy Unified School Dist,Santa Clara,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,35.0,462.75,544.41,60.0,f,f,2011-07-07
660996fe1f40d69c467fb9711f244075,4a42ad1966fc1aeb55e60fdbc5964756,187ddfd921d3d0cfe30514252e7efe1e,220004300860.0,29.978497,-90.106031,New Orleans,LA,70119.0,urban,New Orleans Recovery School District,Orleans,t,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,35.0,286.92,337.55,30.0,f,f,2011-07-02
66bbabd90f0918ccce7fdb3863984046,d834609ede49d23db6af3d21b6421eda,39a4fb04fc800686bd13e43e85f4d770,402277001112.0,35.427326,-97.57714,Oklahoma City,OK,73119.0,urban,Oklahoma City School Dist,Oklahoma,f,f,f,f,f,f,Mr.,f,f,Performing Arts,Music & The Arts,Music,Music & The Arts,Supplies,highest poverty,Grades 3-5,35.0,254.28,299.15,2.0,f,f,2011-07-02
3cd2b01530312c8d036533a55c7707ea,21b48c1bf1b8b3185fa33f847e71f477,64f7bd1b54a35a82ab2d8e661872e1ad,170993001101.0,41.884653,-87.750502,Chicago,IL,60644.0,urban,Austin-n Lawndale Elem Network,Cook,f,t,f,f,f,f,Mr.,f,f,Social Sciences,History & Civics,,,Books,highest poverty,Grades 3-5,35.0,183.6,216.0,30.0,f,f,2011-06-29
ae9b15706fdc8332d319f8839dd79384,deff1bcb365cd5179d63718ed478685c,5e9187ac189947a164a07f93f5cdd293,341812003692.0,40.535763,-74.31719,Fords,NJ,8863.0,suburban,Woodbridge Twp School District,Middlesex,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,35.0,484.99,570.58,25.0,f,f,2011-06-29
1b34de7509813d73e92e8371a23ffbfd,e24c4670cb10f6dbda58025b14fb9682,996be42ed9fbae86d24222a08ce4a4d0,63441005633.0,37.773929,-122.428912,San Francisco,CA,94117.0,urban,San Francisco Unified Sch Dist,San Francisco,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,35.0,1137.92,1338.73,20.0,f,f,2011-06-29
206e55a0c43d1dc5adcb64ef65757fbd,c7725a3a9102b40b9d200a328730a39a,49abcdb6a83cad5268ba53a2947ffe16,360010202544.0,40.757556,-73.908698,Woodside,NY,11377.0,urban,New York City Dept Of Ed,Queens,f,t,f,f,f,f,Ms.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades 3-5,35.0,461.26,542.66,30.0,f,f,2011-06-29
518a8682ab87764e72a80214de5a4271,27a881e3b528f5a758994072b14d9116,aa08eadc0bfb2177e197e7320748b9f3,,43.1751,-101.731998,Kyle,SD,57752.0,rural,[Bureau of Indian Affairs],Shannon,f,f,f,f,f,f,Mrs.,t,f,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 3-5,35.0,767.74,903.22,45.0,f,f,2011-06-26
1e24c89c5e431b2fbb06734bd80a6b1b,7c0cd5cd15e7f9f82886a1d2f31267e7,a3c4ed9e55daed439b7ae8e00771ae07,120048007894.0,30.343021,-81.705777,Jacksonville,FL,32254.0,urban,Duval Co Public School Dist,Duval,t,f,f,f,t,f,Mr.,t,f,Literacy,Literacy & Language,Environmental Science,Math & Science,Books,highest poverty,Grades 6-8,35.0,426.56,501.84,100.0,t,f,2011-06-26
eb33539fa6ff05373df5060fa5bb80be,e7920d740fc9ea555183b60a6520e8d7,471583a7492283e3fed370e99ab11f63,171293004615.0,41.584927,-88.92556,Earlville,IL,60518.0,rural,Earlville Cmty Unit Sch Dist 9,La Salle,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 9-12,35.0,319.61,376.01,40.0,f,f,2011-06-24
bb3e4a1edc32e807a11d63729ff101b7,68dd92434e6e9a2c57780b5f0454c4a1,74e5f21d0b4941a0618bd436148d733a,120153006440.0,28.192366,-82.324551,Wesley Chapel,FL,33543.0,suburban,Pasco Co School District,Pasco,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Technology,high poverty,Grades 9-12,35.0,183.87,216.32,150.0,f,f,2011-06-23
487289bf67a4b19227e9a2abd8a973a5,760e7f27571d30f18c699c0b8352ce1a,f019c17f22f04e8805d186b2b81ed103,62271003246.0,33.940186,-118.272507,Los Angeles,CA,90003.0,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,35.0,829.3,975.65,25.0,f,f,2011-06-21
2753d30c948cd65fad11839e4668f450,7dae44b21d8d95d7dfa3b37799af9f29,9943fdb43ab5f2b53f27e961caf9e90a,360015302853.0,40.631962,-73.923897,Brooklyn,NY,11234.0,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Mrs.,t,f,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades 3-5,35.0,417.8,491.53,25.0,t,f,2011-06-18
0d76fd12e0f92dc74bb9e5aaf1138ad6,7fa74a5772717a072b00f3e302bf0b7e,e4760fbfc6e35caa9bb85354c9162962,484095004659.0,29.348823,-98.610796,San Antonio,TX,78242.0,urban,Southwest Ind School District,Bexar,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,35.0,588.59,692.46,22.0,f,f,2011-06-17
c0662c65c0acd98e1a9edac2488fd46f,f3384cd7d26780e510cff35bad4fcbc7,f290ea06f3a19cac60eeed40362b76e4,120144001409.0,28.62034,-81.421455,Orlando,FL,32810.0,suburban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Ms.,f,f,Civics & Government,History & Civics,College & Career Prep,Applied Learning,Supplies,highest poverty,Grades 6-8,35.0,346.8,408.0,180.0,t,f,2011-06-17
30639cd370739a4a3f40bd4212436592,4f4c5a58228eb8b05f4ccdfab376a7de,dfa62d48be1a6864fd9f775614e1dda4,170993005102.0,41.825718,-87.667641,Chicago,IL,60609.0,urban,Chicago Psd-Area 52/53,Cook,t,f,f,f,f,f,Ms.,f,f,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,35.0,166.73,196.15,100.0,f,f,2011-06-16
89f0dceec9d2a74dd236a70293d8aec1,060af2d4c0359e4949c726850bc38268,2a249d72c9f20db88bc568e8377ad559,550732000829.0,42.550907,-87.835143,Kenosha,WI,53143.0,suburban,Kenosha Unified School Dist 1,Kenosha,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,35.0,384.02,451.79,28.0,f,f,2011-06-16
3dd7530c964f78ab1596a7286a3ec612,11dcf37c55b4ca104aeb4cbed683639b,18bf3546e10115bc5a4305053cca0f4c,292706001668.0,39.813389,-94.828766,Saint Joseph,MO,64505.0,urban,St Joseph School District,Buchanan,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,35.0,189.13,222.51,30.0,f,f,2011-06-13
32506220955080fde2839f0fdf94d72d,fb1fe159aa6246acd4358f5e635c2aa4,527cd9abc0eb04754d6589121958a058,120171003125.0,28.715554,-81.316631,Winter Spgs,FL,32708.0,suburban,Seminole Co Public School Dist,Seminole,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Environmental Science,Math & Science,Other,high poverty,Grades PreK-2,35.0,262.72,309.08,25.0,t,f,2011-06-13
1e1b9597f684500d64c29c97bc591577,a60b4c5872a826f7beb126007645d06b,18ace9554d420dc631ee792119d10b5f,270579000238.0,44.844189,-93.271541,Bloomington,MN,55420.0,urban,Bloomington Pub Sch Dist 271,Hennepin,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,35.0,359.6,423.06,25.0,t,f,2011-06-12
c5b9012983571f8f93e0fd33866463fd,399bf0a368f10c233a0a7a104401ccfb,60684cc0c4dda063d26081d7b6c5263e,60002811170.0,33.588598,-117.096544,Winchester,CA,92596.0,rural,Temecula Valley Unif Sch Dist,Riverside,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,moderate poverty,Grades PreK-2,35.0,206.81,243.31,25.0,f,f,2011-06-11
4566351cdcf18ededec3c6aa8ff8f190,bf00b5da0d87e2d9adec82957be4c11a,29555b4439d66e5014fecf58acef52b2,180327000439.0,41.724461,-85.946365,Elkhart,IN,46514.0,urban,Elkhart Cmty School District,Elkhart,f,f,f,f,f,f,Mr.,f,f,Environmental Science,Math & Science,,,Books,highest poverty,Grades 3-5,35.0,197.69,232.58,25.0,f,f,2011-06-09
8f35e3d8ac2f43719ac8f289eb670546,97a0d7a24a522f388b658aa84d502966,523962f3c4983d7dc6a9545ec7d29f42,292928002829.0,38.569645,-90.269066,Saint Louis,MO,63116.0,urban,St Louis City Public Sch Dist,St Louis City,f,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,35.0,890.6,1047.76,350.0,f,f,2011-06-07
73fbbce85f3431f82e4eac8368eaab58,f7ac5574220d5c76f48b627c7b5394c9,9b8c2c23baa6126f645e9248b09dd5a6,40593000492.0,33.58243,-112.023683,Phoenix,AZ,85028.0,urban,Paradise Valley Unif SD 69,Maricopa,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,moderate poverty,Grades 6-8,35.0,293.02,344.73,100.0,t,f,2011-06-06
fd789e37925bf68a43970f185f2d9fbc,046d9a9a0bef13e61589258540f4c5e6,ed7d2c552594783fe0bb4c786cc9266d,200618000147.0,37.829442,-94.710961,Fort Scott,KS,66701.0,,Ft Scott Unified Sch Dist 234,Bourbon,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Books,highest poverty,Grades PreK-2,35.0,912.34,1073.34,160.0,f,f,2011-06-04
93d27a3b81a9fdc7c87648d520b6c5e1,8036cb6cca68ccbb27b40196a7b7b722,6dd018e6d8d720f7a884ea8a0322233a,90495001037.0,41.29035,-72.972314,West Haven,CT,6516.0,suburban,West Haven Public Schools,New Haven,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,high poverty,Grades 3-5,35.0,635.66,747.84,30.0,f,f,2011-06-03
29fd89a4421a0682b23ab9d6efcefad1,512d1d6f9b68668ab0bf1442383266ac,579cb46581f924b7d8e2f99e00dddc11,280414000785.0,33.474709,-88.810499,Starkville,MS,39759.0,,Starkville School District,Oktibbeha,f,f,f,f,f,f,Ms.,f,f,Extracurricular,Applied Learning,Early Development,Applied Learning,Other,highest poverty,Grades PreK-2,35.0,281.92,331.67,22.0,f,f,2011-06-02
2fbe53a0619f96c3ac7ac5e95fa049c6,299df5862077a77f30796237559f9e2d,c22d98a00fdacac10e78dd9fa371ec86,530240002089.0,47.839371,-122.246464,Lynnwood,WA,98037.0,suburban,Edmonds School District 15,Snohomish,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Books,moderate poverty,Grades 6-8,35.0,289.48,340.56,35.0,f,f,2011-05-26
9a181dc52ec7eb91633967573a484728,a2a38cf1edffc1b089b0755786d3287c,3d8fc7d90139b38c74cc453657ad4911,450231000488.0,34.856928,-82.439238,Greenville,SC,29611.0,suburban,Greenville Co School District,Greenville,f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,35.0,874.01,1028.25,50.0,f,f,2011-05-25
d7ad1d866ffb00198cd867265c76b852,9e919b1ab368284a44b6c07d8c3558ef,d45a0b76162e306ba85ffd557595cb23,280405000764.0,34.32302,-89.941391,Batesville,MS,38606.0,rural,South Panola School District,Panola,f,f,f,f,f,f,Mrs.,f,f,Other,Applied Learning,Special Needs,Special Needs,Other,highest poverty,Grades 6-8,35.0,181.31,213.31,50.0,f,f,2011-05-22
4c739b2d5a2c779e13f35461649a74b6,74a8b6dd43b1f4123a58957e900843d7,b56b5cee514fd1f2c407cccdb15df9d3,62271002840.0,34.195274,-118.477646,Van Nuys,CA,91406.0,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 3-5,35.0,491.58,578.33,325.0,f,f,2011-05-22
3c2246f4b17d9e5e1ab3ad4c2f8c6882,956328a483953d8e9533b6c5074006a6,f9ca5b89908991cdf4230f7b28a1df69,360013501927.0,40.58918,-73.981269,Brooklyn,NY,11223.0,urban,District 75,New York (Manhattan),f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,high poverty,Grades 9-12,35.0,480.73,565.56,24.0,t,f,2011-05-21
38022015f1c4b1c3bfe4f0bd6c716bc8,abb4c04ec2aad77ede05c66cec6b7605,2947cf831c80ffe273df39b76ea64c96,270345002230.0,43.64857,-92.992937,Austin,MN,55912.0,,Austin Ind School District 492,Mower,f,f,f,f,f,f,Ms.,f,f,Gym & Fitness,Health & Sports,,,Other,high poverty,Grades 3-5,35.0,167.41,196.95,550.0,f,f,2011-05-21
4ccc394a878d1b1d3b0087fe3fbf8f58,768ad7ee899d8729d3a0015e33777db0,52d34d6602420519e4c905176808b5df,402691002406.0,35.975939,-96.13668,Sapulpa,OK,74066.0,suburban,Sapulpa School District I-33,Creek,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,35.0,165.13,194.27,20.0,f,f,2011-05-19
961c0ec517a5fe3bca6ba4e468629f75,958f29684651e030cea9dc48439b3aeb,10881ce35dda73ad2e5d2e6172088c0d,,44.975581,-93.061385,Saint Paul,MN,55106.0,urban,St Paul Independent SD 625,Ramsey,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,35.0,337.21,396.72,105.0,t,f,2011-05-17
c8a3b6891d15a7d0440bceeb27e65dac,48bb95fde53f41903815efab77c9f73f,857566ca017f9de6e4cbec855cd6bac2,261160001739.0,42.349522,-83.17971,Dearborn,MI,48126.0,urban,Dearborn Public School Dist,Wayne,f,f,f,f,f,f,Mr.,f,f,Special Needs,Special Needs,,,Technology,highest poverty,Grades 6-8,35.0,249.99,294.11,15.0,f,f,2011-05-16
d37def746dfa8effe68a238a3a9da688,876d15f2ebef28b1127bddf4f627f3fd,d503a2e405f9f84c144687c02714cc9c,530771001129.0,47.577489,-122.407861,Seattle,WA,98116.0,urban,Seattle School District 1,King,f,f,f,f,f,f,Mrs.,t,f,Mathematics,Math & Science,,,Other,moderate poverty,Grades PreK-2,35.0,507.98,597.62,23.0,f,f,2011-05-15
59dc0a5b224cf51128573f063655819c,f18ec595bf0bf50a6eb77683d3d46abd,26e006364791a388a9048ac3ac3c1cb7,360016505889.0,40.815417,-73.885571,Bronx,NY,10474.0,urban,New York City Dept Of Ed,Bronx,t,f,f,t,f,f,Mr.,f,f,Mathematics,Math & Science,,,Other,highest poverty,Grades 6-8,35.0,392.55,461.82,100.0,t,f,2011-05-13
00a463b025f0223868eac11d8e929a30,3358d573cdef4b67658d8a15b7f3001e,3ec4ab06b42c966941d0f462d4369689,63864007348.0,32.631304,-117.006076,Chula Vista,CA,91910.0,suburban,Sweetwater Union High Sch Dist,San Diego,f,f,t,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,moderate poverty,Grades 6-8,35.0,252.09,296.58,170.0,f,f,2011-05-12
9b67d1b57bcbc05c074ece0781e56b47,719cd0954f9ce14926b41d4fc14ac325,4378e21282e16cb4798357cd07e77c8e,63255005050.0,37.943016,-122.364521,Richmond,CA,94801.0,suburban,West Contra Costa Usd,Contra Costa,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,35.0,221.15,260.18,24.0,t,f,2011-05-11
376d0011b47cf8bcb0ea32a81292048b,5a54550b8e9419f48cef500862e54de3,67a066543259ee695e0d6c3e9b8a6dc5,360009602283.0,40.63546,-73.91091,Brooklyn,NY,11236.0,urban,Integrated Curriculum and Instruction Learning Support Organization,Kings (Brooklyn),f,f,f,f,f,f,Ms.,f,t,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades 6-8,35.0,436.94,514.05,45.0,t,t,2011-05-10
6a19de99c9f98cdaa39c479763294b84,cef00d0c664b46a1d8d9151fc79f9ea4,404764cfc4e4e9272893b633dc1da491,490072001280.0,41.256074,-111.980201,Ogden,UT,84404.0,urban,Ogden City School District,Weber,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,35.0,551.13,648.39,75.0,t,f,2011-05-05
da8dbf51256906da13fb25363fa63b8b,960a10a36f2a439f394487f17e50d9c3,1bdc5f6f4a25799841e021188909eea1,551386001815.0,42.552348,-88.167801,Silver Lake,WI,53170.0,suburban,Silver Lake-salem Joint SD 1,Kenosha,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,35.0,185.03,217.68,15.0,f,f,2011-04-30
b43a8421672e136ac3327a30fedf7862,760e7f27571d30f18c699c0b8352ce1a,f019c17f22f04e8805d186b2b81ed103,62271003246.0,33.940186,-118.272507,Los Angeles,CA,90003.0,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Books,high poverty,Grades PreK-2,35.0,409.22,481.44,25.0,t,f,2011-04-28
8cab83340ec463bcd08336e6b4f3cdba,038aba36d8b89a7989beb2fc5f3c7a8f,c170a33930cf304bd3382e82f72a93d6,470159000751.0,35.151773,-85.221203,Hixson,TN,37343.0,,Hamilton Co School District,Hamilton,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Environmental Science,Math & Science,Supplies,high poverty,Grades 6-8,35.0,673.54,792.4,18.0,f,f,2011-04-25
