projectid,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
25caea4e2e20ed2f159d3878c0289e4b,t,t,t,t,t,f,t,f,100.0,1.0,1.0
989a54d197461c4f158af12479a9f49f,f,f,f,t,t,t,t,f,75.0,0.0,3.0
a8f1307df37093d5ae3c959ad85b13d0,t,t,t,t,t,f,t,f,100.0,2.0,1.0
750eeb2896059d2b9c18de320484892e,f,t,t,t,f,t,f,f,50.0,5.0,4.0
1e716c67634a79fc9626f48dfe498c34,t,t,t,t,t,t,t,f,85.0,9.0,13.0
aa1cf990af986632a63e0402761bf327,t,t,t,t,t,t,t,f,71.0,2.0,6.0
b8f019f32cac186b5ec33651c1807469,t,t,t,t,t,f,t,f,75.0,3.0,1.0
5128ae75e751cbf056fbe21c8611ec24,t,t,t,t,t,t,t,f,90.0,1.0,11.0
a4f40d3545815963d71bd473fe589b68,f,t,t,t,f,f,f,f,28.0,2.0,1.0
75ab74975436ce7aac509d74a66999b8,t,t,t,t,t,f,t,f,100.0,1.0,2.0
792345c61483e1d4ff14fc72dccf586d,f,f,f,f,f,f,f,f,,0.0,1.0
a9ff2f134955f1b95653c60cf84569d5,t,t,t,t,t,t,t,f,80.0,2.0,8.0
23ed1a7460a577e112a3236bb4278127,t,t,t,t,t,t,f,f,74.0,14.0,17.0
4996a23b41f37bc1d8fdb78509d38ea2,t,t,t,t,t,t,t,f,80.0,1.0,7.0
3dd7530c964f78ab1596a7286a3ec612,t,t,t,t,t,t,f,f,80.0,2.0,3.0
582044c3473109778aecef6bbaa26505,t,t,t,t,t,t,t,f,73.0,16.0,5.0
568ce54975e3d54ee1de0e98c45fc4a5,t,t,t,t,t,t,t,f,71.0,3.0,3.0
27e1bdbfeee9abf36e2cac0da73d39da,f,f,t,t,t,t,t,f,66.0,0.0,3.0
9731db41ff15359afa54adbf87a431c5,f,f,t,f,f,f,t,f,0.0,0.0,1.0
e2f475d60fde0c40d7b69ab78c0fc341,f,,f,,f,,,,,,
bdf6fd6158517767adfaa6193ec94ceb,t,t,t,t,t,t,f,f,71.0,2.0,5.0
9a6f418ed49c9e332dd94d596f8f285a,t,t,t,t,t,t,f,f,100.0,4.0,12.0
b5e27fb9e2cd5408e62ca7fba0df0cde,f,f,t,t,t,t,f,f,66.0,0.0,5.0
ee798997764e8663490fd9a1ac7bdc68,f,f,t,t,f,t,t,f,,0.0,5.0
9399f39961a78b1c9c0e815da2460924,t,t,t,t,t,t,f,f,68.0,1.0,14.0
e571c26ddbed891cda8167c93021d76a,f,t,t,t,f,f,f,f,57.0,5.0,2.0
19f462d3d26fa99631990330eb71ce03,t,t,t,t,t,t,t,f,66.0,2.0,6.0
e9370425a3e032126996e408c84789fb,t,t,t,t,t,f,t,f,100.0,1.0,1.0
4c3456706e996c8392d9e45d0308fda3,t,t,t,t,t,t,t,f,85.0,2.0,4.0
b43a8421672e136ac3327a30fedf7862,f,t,f,t,t,f,f,f,100.0,1.0,0.0
b65c35e72926dedbaf565a0254bd2bce,t,t,t,t,t,t,f,f,100.0,1.0,5.0
fd06184f242656f486cda155c7caf1f7,t,t,t,t,t,t,f,f,100.0,1.0,11.0
e5595579673da8316498f965ffbd1e13,f,f,t,t,f,t,t,f,14.0,0.0,7.0
c69e71f76d081fb3710dcef1e72f5ce7,f,f,f,f,f,f,f,f,,0.0,1.0
e7e488e0702631dfaa9df5e4bd00b77e,f,f,t,t,f,t,t,f,33.0,0.0,3.0
68d3b8c2936534ad85dbab1e61f37ce5,f,f,t,t,f,t,t,f,,0.0,11.0
911ea2f83ab85ad374e1f75c6be92e31,f,f,t,t,t,t,t,f,75.0,0.0,4.0
f30de6f12072f7cb6df929f030af53e7,t,t,t,t,t,t,f,f,66.0,3.0,3.0
0aa3046f645499aaf605e91dd51cd7a9,t,t,t,t,t,t,f,f,71.0,1.0,14.0
08701122ca4964b586a398a38120b7fa,t,t,t,t,t,t,t,f,83.0,2.0,5.0
5bd06a0c5c76a55e27be4067ab4c6154,t,t,t,t,t,f,t,f,100.0,1.0,2.0
01299aedd62876b39d1b6d06d3818f7d,t,t,t,t,t,t,f,f,75.0,2.0,7.0
f6992d74c43a9e49a6514992694c489d,f,,f,,f,,,,,,
e50263f53d32e86f6886c76412ea9d0e,t,t,t,t,t,t,t,f,70.0,3.0,5.0
1dd0d80969371c8dbf9fbc53dabc911a,t,t,t,t,t,t,f,f,71.0,1.0,9.0
43a4317a678b8cf1014619c7efc7f9c1,f,f,t,t,f,f,f,f,0.0,0.0,2.0
52ea34f5941a96999a90ee9aaf14b10b,f,f,t,t,f,t,t,f,50.0,0.0,5.0
6dc45ff2e46ac890a8c8c0f0bb470efd,t,t,t,t,t,f,t,f,100.0,1.0,2.0
5f67c2c43c6a3fafd0abab42ea1e60a1,t,t,t,t,t,t,f,f,62.0,3.0,9.0
acf52768f12b39328e15fc412a3a03d0,t,t,t,t,t,t,f,f,64.0,2.0,17.0
51a9784d20ddaf4c11de972ae1c84067,t,t,t,t,t,t,t,f,85.0,4.0,3.0
a89790c57c3ffacffd53c1c2493df04c,t,t,t,t,t,t,f,f,80.0,3.0,9.0
64f087e2a7d97bb18558197f41710b51,f,f,t,t,f,t,t,f,40.0,0.0,8.0
0303dd9b109bca4c67d01b1a2e005be8,f,,f,,f,,,,,,
94894f86ed44238f72e54ec60da9491a,t,t,t,t,t,t,t,f,87.0,1.0,8.0
9946d0a5ebd5608906c98c18e58549b8,t,t,t,t,t,t,f,f,66.0,12.0,4.0
8b2702ce8d93e52c4099a8cc0d229ec9,f,f,t,t,t,t,t,f,85.0,0.0,8.0
ce3b738c665aa1649c52aa7cce3b2581,f,,f,,f,,,,,,
d6dc5e1617cceea3933e25b60aea315d,t,t,t,t,t,t,t,f,88.0,4.0,7.0
ae123d6d20ed3adedb8f397727cbc2fd,t,t,t,t,t,t,t,f,83.0,1.0,8.0
a903f589a82e09d4f699f7f46139cee8,t,t,t,t,t,f,t,f,75.0,2.0,2.0
1b34de7509813d73e92e8371a23ffbfd,t,t,t,t,t,t,t,f,100.0,2.0,7.0
0301ba8ea437a228ad5453016b43ff6d,f,t,t,t,f,t,t,f,58.0,11.0,10.0
c558017763b3196cf0ee5c4bc527f7e7,t,t,t,t,t,t,t,f,71.0,1.0,7.0
f3849cfee045f4e8422e5b4461774eb2,f,f,t,t,f,t,t,f,0.0,0.0,3.0
ea39475f738e37259d417e8de39edef6,t,t,t,t,t,f,t,f,66.0,2.0,2.0
d75523489dff5fd646b06767d3539edf,f,,f,,f,,,,,,
db391e8c929c01e869b9944cb90d2398,t,t,t,t,t,t,t,f,100.0,1.0,3.0
53452c59c9265fc7b2697cd8061f8827,f,f,t,f,f,f,t,f,0.0,0.0,1.0
e5d45ad3284f32cc0b239035856ce887,f,f,t,f,f,f,t,f,,0.0,1.0
894b029b468923c643a5db8a8916212a,t,t,t,t,t,t,f,f,91.0,5.0,13.0
44ead9f3ebf637bda05be73399b5ae10,t,t,t,t,t,t,t,f,87.0,2.0,7.0
e6c54011689786ef7c33d378ab7c15db,f,f,t,t,t,t,t,f,71.0,0.0,10.0
0126805de9ec3ef65f6e29781091a6a2,t,t,t,t,t,t,t,f,76.0,1.0,13.0
a1212eed581d51cf13064caff0d80d26,t,t,t,t,t,t,t,f,75.0,5.0,39.0
e0116a822b3a14749692ad5cf2afc173,f,f,t,f,f,t,t,f,50.0,0.0,3.0
a2320572347b1ef61066da9ca6a29c2b,f,f,t,t,f,t,t,f,60.0,0.0,5.0
1b9d1943aa245c55e71111944112b3f7,t,t,t,t,t,t,t,f,96.0,2.0,30.0
59cc06c9cc8d03fd4e4b2971f07c5e3a,t,t,t,t,t,t,t,f,77.0,4.0,5.0
f914e0e07a12e3a665765b70c72f7d0d,t,t,t,t,t,f,t,f,100.0,1.0,1.0
1d28fc920ac6e4323241ae3bf18c5c40,f,f,f,t,f,f,f,f,,0.0,1.0
9b318bfc61cf4e1a3f7a5fff6d96a0e9,f,f,f,t,f,f,f,f,,0.0,1.0
df929e96299a2f09302f94368363998d,t,t,t,t,t,t,t,f,100.0,3.0,5.0
411b47bd6b5a776c3e8a7307b810681d,t,t,t,t,t,t,t,f,100.0,2.0,7.0
cf410527b4367f910081c3686d53c00d,t,t,t,t,t,t,t,f,81.0,3.0,8.0
72a0854d4b99c5708804fce7fa4ba3ba,t,t,t,t,t,t,f,f,83.0,1.0,5.0
c0cc9acfef849f0dc171662f78ca5335,t,t,t,t,t,t,f,f,64.0,4.0,16.0
fffc602212a37bd35f49c51d2cd6a514,t,t,t,t,t,t,t,f,100.0,3.0,4.0
65184e3ebac02bb9219271b46a88f773,t,t,t,t,t,f,t,f,100.0,1.0,1.0
c4e22044f5e150f2b05eaa5520515dcd,f,f,t,t,f,f,t,f,50.0,0.0,2.0
7376cfb48f31647c40ed70013ed396e2,t,t,t,t,t,t,t,f,66.0,2.0,7.0
4da39722c223bc106b3f0400358b79f1,t,t,t,t,t,t,t,f,75.0,1.0,16.0
fd789e37925bf68a43970f185f2d9fbc,f,f,t,t,f,t,t,f,50.0,0.0,6.0
9b6b7a796f0f1ca7408a5e934c3f56e7,f,f,f,t,t,f,f,f,100.0,0.0,1.0
c0cc45a46b6577c06c476cc94cdc54c2,f,f,t,t,f,t,t,f,37.0,0.0,8.0
ca81fe1c876be0f6acca28165f98b674,f,f,f,f,f,f,f,f,,0.0,1.0
a7277b124b0f7792dd3b1866bce9dfa0,t,t,t,t,t,t,t,f,100.0,1.0,5.0
e9d9dd386c19b188e117df017f8e321d,f,f,t,f,f,t,f,f,29.0,0.0,15.0
ba7b2f72e8275ddf03a507830b57e60c,t,t,t,t,t,t,t,f,70.0,6.0,5.0
193b58bc9084292313c4cc98e28ab474,t,t,t,t,t,t,t,f,66.0,1.0,5.0
7b2bd0fd5cbad7990b5f30d427b6cbb9,f,f,f,f,t,f,f,f,100.0,0.0,1.0
09028d9c85cdab6ede18414473d5acbc,t,t,t,t,t,t,t,f,62.0,7.0,5.0
53e4305cf2f6f37fb35a13724b03072f,f,f,t,t,t,t,t,f,66.0,0.0,6.0
92fc26be1576a6900d1018d3825dbc42,f,f,t,f,f,f,t,f,0.0,0.0,1.0
5a190b779ee6ef24a6fd25ef51cee8bb,f,t,t,f,f,t,t,f,25.0,1.0,5.0
dba1014cd115c6b94d4dc883f71df7c3,t,t,t,t,t,t,t,f,80.0,2.0,3.0
93a7d454f3fbe9c2c6cc1a1eded673c8,f,f,t,f,f,f,t,f,,0.0,1.0
d7903b269e8a85c5f21ddeabf2cdac3d,f,f,t,t,f,f,t,f,,0.0,2.0
b3619021371b175d4e44199f1361e8a2,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b18fbdc78b1ba3ab9014a95be32195f2,f,f,f,f,f,t,t,f,25.0,0.0,4.0
5e098da6e7fd9fdb9264d91956edf3d7,t,t,t,t,t,t,f,f,62.0,5.0,16.0
fdc1cd988b2fa36201055060b1ef11fc,f,t,t,f,f,t,f,f,50.0,1.0,5.0
c850760e8ae3d2f36f3013fbced91a55,f,,f,,f,,,,,,
df8e4c03bd0110ada5973d7db75175dc,t,t,t,t,t,t,f,f,63.0,1.0,14.0
7c9b1c0a719f1502c99983b353ae30a4,t,t,t,t,t,t,t,f,83.0,1.0,6.0
d255594232a0cb029e820b824cbdc222,t,t,t,t,t,t,f,f,92.0,2.0,17.0
cb9d2196be9f0eb8e9bcc2d6635ac6c0,f,f,t,t,f,f,f,f,50.0,0.0,2.0
9d62b5a65d060ac3be71385aebb0a797,t,t,t,t,t,t,t,f,100.0,1.0,7.0
f3eaeb94a05f2cce1eb17c13ce896811,t,t,t,t,t,t,t,f,66.0,5.0,7.0
a37d8abac336e30f6a3f7f6c3d99f338,t,t,t,t,t,t,t,f,62.0,1.0,7.0
4e287708e4b13f6637519fd8427ba709,t,t,t,t,t,t,t,f,75.0,3.0,4.0
ae64843aeb6204c4c8423a604dfad8d3,t,t,t,t,t,t,t,f,85.0,1.0,6.0
f7403e211ef4c92eaba927c0e0994794,t,t,t,t,t,f,t,f,66.0,1.0,2.0
9a181dc52ec7eb91633967573a484728,t,t,t,t,t,t,t,f,71.0,27.0,59.0
7285854ccc11702057a73c138b882870,f,f,t,f,f,f,t,f,0.0,0.0,1.0
a499c10f5865a5a59ccb4ed1e4f53241,f,f,t,t,f,f,t,f,50.0,0.0,2.0
e246b8dc1c4eae6322226d4729b5e75f,f,,f,,f,,,,,,
b299423b0a7e424e0fde7aa8ffffff56,t,t,t,t,t,f,t,f,66.0,1.0,2.0
451ae6e49a7dce93cdeb34f6ef57b3c7,t,t,t,t,t,t,f,f,100.0,2.0,4.0
5c7be2ca5bc68f13b06786b779eca768,t,t,t,t,t,t,f,f,90.0,2.0,15.0
4894affce5a42380a326b76d70ce83c3,f,f,t,t,f,t,t,f,60.0,0.0,33.0
1f5bb899b3f9c17e3b82905a6f8ddce8,t,t,t,t,t,t,t,f,100.0,1.0,10.0
7845252b3cf7b8731f658763d4465b5a,f,f,t,f,f,t,t,f,0.0,0.0,3.0
bc54d5856eed36ca435750dae52ccb60,f,f,t,t,t,f,t,f,100.0,0.0,1.0
1497f26cd00f21b25c8d53b8b1d6b3b6,t,t,t,t,t,t,t,t,90.0,2.0,13.0
13ef9438ae2392b5a88e66e7b7d131f7,t,t,t,t,t,t,t,f,66.0,1.0,21.0
aed7e9f9a3f1c29fa6f9bb233a7876bc,f,,f,,f,,,,,,
e66f379cd8f7418e2c961d6565f8485a,t,t,t,t,t,t,t,f,69.0,5.0,6.0
3c426bd8b5cb3d55061cfa1e81c01817,f,f,t,t,f,t,t,f,50.0,0.0,3.0
f17821afe4407aae62cc52c2d4b1953e,t,t,t,t,t,t,t,f,75.0,13.0,4.0
1fe6fcf4f44bd3353afa3510e9019e85,f,f,t,f,f,t,t,f,33.0,0.0,3.0
6830c86e8f4aa48b0e8040a7e49434a0,f,t,t,t,f,t,t,f,0.0,2.0,5.0
e33e4f34140f9b7ca0a6317258e92ae3,f,f,f,t,t,f,f,f,100.0,0.0,1.0
5764a0933df78b9a4b1ab5b2d0b25386,f,f,t,t,f,t,t,f,50.0,0.0,4.0
b782739999f3fe7d81527b0e18332811,f,f,t,f,f,f,t,f,0.0,0.0,1.0
4bcb6d385f0c096b34bdaa03842afa27,t,t,t,t,t,f,t,f,66.0,1.0,2.0
05da92fc502d33d57063e50f7791298e,f,f,t,f,f,t,t,f,25.0,0.0,18.0
5b7de8ca798648fd12f6125b64f5392b,f,t,t,t,f,f,t,f,0.0,1.0,1.0
06c008bbdc50afd85df7102457c47451,f,f,t,f,f,f,t,f,0.0,0.0,1.0
c20235a6118aa717aea0614a8fbf959d,f,f,t,f,f,f,t,f,,0.0,2.0
abb6c0350d8525412190a6893b425ef9,t,t,t,t,t,t,t,f,92.0,3.0,11.0
9fba19ec28b4a8b3caa39f26f7de7f19,f,t,f,t,t,f,f,f,100.0,1.0,1.0
11ece1cec30d6526d105020cfad7c132,f,f,t,t,f,t,t,f,50.0,0.0,5.0
4dfec57d5d7560646ca6cdbc5f9a75ec,t,t,t,t,t,t,t,f,100.0,1.0,3.0
8a1a6c58d32dd06ccbadd26c6ab21664,f,,f,,f,,,,,,
6f438317f9030ff507a9bb0fa4b7be15,t,t,t,t,t,t,t,f,75.0,2.0,5.0
308d1ca15ee58469f88012e7f836a7d0,f,t,t,t,f,t,t,f,42.0,3.0,4.0
3a29d06842ecb8842da254c7ce00227f,t,t,t,t,t,f,t,f,100.0,1.0,2.0
d43645cb5b6dc182ae403f054800879c,t,t,t,t,t,f,t,f,90.0,9.0,2.0
52c3a87414b8e2f8672913bebcd0beb2,f,f,t,t,f,t,t,f,33.0,0.0,4.0
bf24e80019b5c744b33842107bd2f73a,f,,f,,f,,,,,,
8bfd3d90e9174fd92b6f6be4472ed457,f,f,t,t,f,f,t,f,0.0,0.0,2.0
d8be57cfbdd74285802437c4a07ed21c,f,,f,,f,,,,,,
51cb5d01c3517ef6b02b0ee1621e7377,f,f,t,f,f,t,t,f,50.0,0.0,4.0
d39b5ebf004c1c5f9d3db7926838777b,f,,f,,f,,,,,,
91f65e52da7d343bedc84ab18db02122,f,f,t,t,f,f,t,f,,0.0,2.0
1065b080e60e3831fe432fee00c57039,f,t,t,t,f,t,t,f,33.0,3.0,15.0
668bd67fb538b9e37ea5bdb45703a18f,f,f,f,f,f,t,f,f,42.0,0.0,8.0
e33d40993b2abb6fc98984e14af63180,t,t,t,t,t,t,f,f,73.0,4.0,16.0
64a64e5cce02821888a330a85f3ba899,f,t,t,t,f,t,t,f,60.0,2.0,45.0
1752f3e9c582dcadaa216c5976facaab,t,t,t,t,t,f,t,f,85.0,5.0,2.0
9e1a5066f2bafbf41ba56651c72d4a66,t,t,t,t,t,f,t,f,100.0,1.0,2.0
9835b6f3001ba7bcf61afd04e02ae2c8,f,f,t,f,f,f,t,f,,0.0,1.0
ffde533979dd178721a9b69ee1b264be,f,t,t,t,t,f,f,f,72.0,5.0,1.0
7dab4ccf85ad86299860af95f71c97d9,f,t,t,t,f,f,t,f,42.0,4.0,1.0
2ddb74e4fae177e94c075453c89fbcdb,t,t,t,t,t,t,f,f,75.0,1.0,12.0
97d87ca5665e614c4b39566cce2ef9e0,f,f,t,f,f,t,t,f,33.0,0.0,3.0
023da1ba5cb982b7086ea5c7e78be891,f,f,t,t,f,f,t,f,,0.0,1.0
678294821e1e061fa8c3ae3683e3fd03,f,,f,,f,,,,,,
9f2cc6a0e63083e3c191f134d4dde6d1,f,t,t,t,t,f,f,f,100.0,1.0,1.0
080734bb3932ea6e6cd2aa7fa0a32fd3,f,,f,,f,,,,,,
ba55664133478f2061d728c7b668806c,f,f,t,t,t,t,t,f,66.0,0.0,6.0
536afc596c7166b591bea9f3230fb4da,t,t,t,t,t,t,t,f,80.0,1.0,4.0
42527119be9573265b0e72d7b02c5b1b,t,t,t,t,t,f,t,f,66.0,1.0,2.0
068fc849c5ba0311bf11295a68de9120,t,t,t,t,t,t,t,f,85.0,4.0,9.0
b6f0f7b35c9181e4ee80b8aa53b6d679,t,t,t,t,t,f,t,f,75.0,2.0,2.0
ead1847f432d3c6d68aca4c7550aa9fc,t,t,t,t,t,t,t,f,62.0,1.0,9.0
c4dcffb1cc32c270a181019518bcb11b,f,f,t,t,f,t,t,f,57.0,0.0,7.0
90f38f0ee89a3dc300275463f28b25fe,t,t,t,t,t,f,t,f,100.0,1.0,2.0
7c7ef092e14aace156d1a9ab54ef1c28,f,t,t,t,f,t,t,f,22.0,4.0,3.0
ad7d1729eca52235b787450db5e2e043,t,t,t,t,t,f,f,t,100.0,1.0,0.0
d2361be2014a9b4dc65d5fba28b12db9,t,t,t,t,t,t,f,f,100.0,1.0,5.0
fe802bba56d5462d3add1797b47d855d,f,f,t,t,t,t,t,f,75.0,0.0,5.0
6ed49b0e3bf7f624cbcba1fb291bbbb5,t,t,t,t,t,t,t,f,75.0,2.0,10.0
f58b71f3a49662cec9599d5499e16174,t,t,t,t,t,t,t,f,85.0,1.0,4.0
7652a119427f42cc5a16d4dab6bc3f83,f,f,f,f,f,f,f,f,,0.0,1.0
73214cb0a019bb98b2226a1bc8be994b,f,f,t,t,t,f,t,f,100.0,0.0,1.0
a78fdc47a01f4ffce2c614d23624fc5c,t,t,t,t,t,t,t,f,66.0,1.0,3.0
42351603d3664f4a8062557a180200e7,t,t,t,t,t,f,t,f,75.0,2.0,2.0
5346deda109e555094a973f4436d6070,t,t,t,t,t,t,t,f,66.0,11.0,27.0
a3a64b6eb30a575490da43618d0c1202,t,t,t,t,t,t,f,f,66.0,4.0,7.0
a95292c5eda8e3ee8668cade6510c48a,t,t,t,t,t,t,f,f,77.0,4.0,5.0
d3b3ac244e6e303e6aaa57bb0b067853,f,f,t,t,t,f,t,f,100.0,0.0,1.0
4ae2f32bf14610d8beb5422663a76b2c,t,t,t,t,t,t,f,f,75.0,2.0,10.0
72f092c72b15e4ddfefc7802f7014642,f,f,t,t,f,f,f,f,0.0,0.0,2.0
915e171196233622686527e2b09d26cf,t,t,t,t,t,t,t,f,66.0,1.0,6.0
223b4eeeba495f461ac48e76c863c754,t,t,t,t,t,t,t,f,66.0,1.0,4.0
20160b9d4cb6f78fe353986aef7ea6b2,t,t,t,t,t,t,t,f,100.0,1.0,3.0
061578d0a4b88e41bc5788375d54ad0e,f,f,t,t,t,f,t,f,100.0,0.0,2.0
1ff0027ca0749f35d8755ef6c221cf2c,f,f,t,t,t,t,t,f,75.0,0.0,6.0
43bbafa06f81bf6610ed04653d310b51,t,t,t,t,t,t,t,f,77.0,1.0,17.0
e20e69fbb545c3d305cf834d4167d14c,t,t,t,t,t,t,f,f,80.0,1.0,10.0
c7eb83d9015b5cff6860bb8a255a213f,f,f,t,t,t,f,t,f,100.0,0.0,1.0
dc40150776e9feb46288b761fabb65cb,f,f,t,f,f,f,t,f,0.0,0.0,2.0
07757d3d58114c04745787bd269f6c5d,f,f,t,t,t,f,t,f,100.0,0.0,1.0
6b1baf583b9828656d4e2e03d298fce9,f,t,t,t,f,t,t,f,44.0,14.0,3.0
2e44f172805738b06fe51bef93019715,f,f,t,t,f,t,t,f,42.0,0.0,3.0
05b14ebd112575d18786e5543037debf,f,t,f,t,t,t,f,f,100.0,1.0,3.0
0ac3d34fd54c4b0219ff1561702d014b,f,f,t,t,f,t,t,f,20.0,0.0,6.0
2af37d96fef674fad1053ca860ece094,t,t,t,t,t,t,t,f,70.0,1.0,8.0
f2b75da66e90f9729b349f1566c654a1,f,f,t,t,f,t,t,f,40.0,0.0,9.0
d6f069a982725f16494bc385d11ea9f8,f,f,t,t,f,t,t,f,,0.0,14.0
28079612f4e4ee69a5baf62e9d8e1d9e,t,t,t,t,t,t,f,f,66.0,7.0,4.0
cb7f4ff1f7b361b57f394601e98731da,f,f,t,t,f,t,t,f,33.0,0.0,3.0
b94819e2d5ed8f78fd25f951f1fcf9f0,t,t,t,t,t,t,t,f,100.0,1.0,3.0
4dce31bfa771a80383e7c290c0a44496,t,t,t,t,t,f,t,f,100.0,2.0,2.0
2519e5265e47cb41122d3ce0c686ce9d,f,f,t,f,f,t,t,f,50.0,0.0,4.0
41a4f05a39a83b197d9c9004450df728,t,t,t,t,t,t,t,f,90.0,5.0,6.0
d3bbb7b4eb0c68cb91334242a2363418,f,f,t,t,f,t,t,f,0.0,0.0,4.0
a66a86d8eab58f6e7e3d013c37ae2929,f,,f,,f,,,,,,
6eaf795ed24bb57a90bd66847ae42641,f,f,t,f,f,f,t,f,0.0,0.0,1.0
61f8d1e5b7cca01b2a6dbafb04de6d5e,t,t,t,t,t,t,f,t,71.0,3.0,4.0
6aa24aeeca1caa329d1f6313d003f499,t,t,t,t,t,t,t,f,70.0,1.0,18.0
1e44dea09440f6806ed95950fe724596,f,f,t,t,t,t,t,f,66.0,0.0,3.0
38688278e61618610881e502acb16ab7,f,f,t,t,f,t,t,f,20.0,0.0,4.0
318262109407b3a963e73046330d176c,t,t,t,t,t,t,t,f,75.0,4.0,5.0
78472d2b4733494e2b334f3ac7a0d1c8,f,f,t,t,f,t,f,f,14.0,0.0,8.0
0a8aad90f65793823ba5b30e1abdba65,f,,f,,f,,,,,,
b267beb79ce5afe3e62496e5bf8f114c,t,t,t,t,t,t,t,f,70.0,4.0,16.0
989bfb68a34c4bb04628466e3c838d1b,f,f,t,f,f,f,t,f,,0.0,1.0
cea73d5c3818e4bd01a04844e6be761b,f,f,t,f,f,f,t,f,,0.0,1.0
cfdaa91f6784ba270ff3658efe76ee2d,t,t,t,t,t,t,t,f,75.0,2.0,36.0
5366aa44e110ce8050074faba21c5416,f,f,t,f,f,f,t,f,,0.0,1.0
92094de9c9ba7ece18e026f336854c3b,f,f,t,t,t,f,t,f,100.0,0.0,2.0
c7cc17c5d77b20554ae5f20c70651d53,t,t,t,t,t,t,t,f,80.0,1.0,6.0
9851d291dd3f2166408a2608fb2e792c,f,f,t,f,f,f,t,f,0.0,0.0,1.0
f29d76cd4d2946cc12ff5f6e668e1aa4,t,t,t,t,t,t,f,f,92.0,11.0,8.0
c0662c65c0acd98e1a9edac2488fd46f,f,f,t,f,f,f,t,f,50.0,0.0,2.0
db3a5e50cfde0bc03db62c1595c4b5a2,t,t,t,t,t,t,t,f,69.0,3.0,10.0
d0332a3776238c2a83ef9bfb8174af1f,t,t,t,t,t,t,t,f,75.0,2.0,4.0
0d76fd12e0f92dc74bb9e5aaf1138ad6,t,t,t,t,t,t,f,f,68.0,8.0,52.0
5762a1100df8ef0d0a573ef1521f4f3f,t,t,t,t,t,t,t,f,68.0,11.0,12.0
cf2fad0d6bcf2fa797cec533f2dd2d7b,t,t,t,t,t,t,f,f,75.0,2.0,3.0
80250f5fc3aad90c50d761b202a587f4,t,t,t,t,t,t,t,f,91.0,3.0,10.0
35dcf1f989af739374f3098758569204,t,t,t,t,t,t,f,f,64.0,6.0,9.0
6d9279c33631d4b940cac05178de46ce,f,f,t,t,f,t,t,f,27.0,0.0,3.0
c416c9403ce9e431009f4d9fbbcfc07b,t,t,t,t,t,t,t,f,66.0,1.0,3.0
73aec1aa3aec4f66a7f27325a47722a1,f,f,t,f,f,f,t,f,0.0,0.0,1.0
3206caeee768033f8abf79afc38a265b,f,t,f,f,f,f,f,f,50.0,2.0,0.0
7b817b05d2685b5fb337333d2a690939,f,f,t,t,f,t,t,f,60.0,0.0,11.0
e61012ba7955deb0737d6efd195940c7,t,t,t,t,t,t,t,f,100.0,2.0,3.0
cb9dc42e3505b1b9d4a339cfa556f511,t,t,t,t,t,t,t,f,100.0,3.0,4.0
f97af38484341eecb2d2d4794681c662,f,f,t,f,f,f,t,f,0.0,0.0,1.0
f3b21daf1e4c5596347677d6bffbfaae,f,f,t,f,f,t,t,f,0.0,0.0,4.0
de0b509ce62660a0a754e2b6f40c8e69,t,t,t,t,t,t,t,f,83.0,2.0,5.0
3566439195bcb0e25827ffe80d72a761,f,f,t,t,t,t,t,f,75.0,0.0,6.0
190bcbe0d79c39195abcfe0be80149db,f,,f,,f,,,,,,
d460163ec43152b341a7bb385fa6ca7e,f,f,t,t,f,f,t,f,50.0,0.0,2.0
fd811e44d161bfcc4ff99ff2d91746dd,f,f,t,t,t,f,t,f,100.0,0.0,1.0
636a41796fa504fa4101c12d2265446a,f,f,t,t,f,t,f,f,33.0,0.0,14.0
b53e557cb71698fd0131344363771626,f,,f,,f,,,,,,
eb33539fa6ff05373df5060fa5bb80be,t,t,t,t,t,t,f,f,100.0,4.0,4.0
6aaf52063232a04b00f69fd3eb7ccefd,f,f,t,t,f,t,t,f,46.0,0.0,8.0
ccb6d9b9508b270e2839efff0bea3e2b,t,t,t,t,t,t,f,f,100.0,1.0,4.0
06b685d623379ac696c37f220801bf39,f,f,t,t,f,t,t,f,50.0,0.0,5.0
0c2058182dfb6c3e45f56db426da4e35,f,f,t,f,f,t,t,f,40.0,0.0,4.0
160d8912e20e7c1d17957a421136f15e,t,t,t,t,t,t,t,f,100.0,2.0,4.0
69a6405aa76415be1926b19cad82fb59,f,f,t,f,f,f,t,f,0.0,0.0,2.0
db4edb352299341f6b27af10a0fee44e,f,f,t,f,f,f,t,f,0.0,0.0,2.0
00a463b025f0223868eac11d8e929a30,f,t,f,t,t,f,f,f,100.0,1.0,0.0
8429a35d32c55a3b5a49696778517509,f,f,t,t,f,f,t,f,,0.0,2.0
ee0cf293126536332db3486a0c3e6400,t,t,t,t,t,t,f,f,88.0,4.0,14.0
d949aeb0aa347df58221bb9a6881d432,t,t,t,t,t,f,t,f,70.0,7.0,2.0
