id,authorized_flag,card_id,city_id,category_1,installments,category_3,merchant_category_id,merchant_id,month_lag,purchase_amount,purchase_date,category_2,state_id,subsector_id
2441,Y,C_ID_55d3e101da,158,N,0,A,80,M_ID_831484ad29,1,-0.70483356,421908,1.0,15,37
2442,Y,C_ID_55d3e101da,25,N,0,A,80,M_ID_413c7e57bc,1,-0.71700504,422125,3.0,7,37
2443,Y,C_ID_55d3e101da,251,N,0,A,840,M_ID_7eaa4b2950,1,-0.72436803,422028,3.0,8,20
2444,Y,C_ID_55d3e101da,251,N,0,A,19,M_ID_69e14df422,1,-0.69587776,421551,3.0,8,36
2445,Y,C_ID_55d3e101da,288,N,0,A,63,M_ID_b530be72d8,1,-0.52151012,421835,5.0,20,27
2446,Y,C_ID_55d3e101da,158,N,0,A,278,M_ID_deb43ff012,1,-0.69161023,421739,1.0,15,37
2447,Y,C_ID_55d3e101da,158,N,0,A,884,M_ID_826577981e,1,-0.23675772,421744,1.0,15,27
2448,Y,C_ID_55d3e101da,251,N,0,A,813,M_ID_d95cb5b301,1,-0.70911612,421554,3.0,8,29
2449,Y,C_ID_55d3e101da,251,N,0,A,307,M_ID_446a96bd8e,1,-0.71685477,422174,3.0,8,19
2450,Y,C_ID_55d3e101da,251,N,0,A,705,M_ID_65adcefc28,2,-0.69751565,422439,3.0,8,33
2451,Y,C_ID_55d3e101da,251,N,0,A,278,M_ID_b78e671aa3,1,-0.69913851,421645,3.0,8,37
2452,Y,C_ID_55d3e101da,69,N,0,A,385,M_ID_fb5868f7f1,1,-0.20445072,421767,1.0,9,17
2453,Y,C_ID_55d3e101da,25,N,0,A,690,M_ID_0b4b9bf51d,1,-0.22706562,422128,3.0,7,1
2454,Y,C_ID_55d3e101da,251,N,0,A,560,M_ID_aa2b2c68f5,1,-0.72005542,421593,3.0,8,34
2455,Y,C_ID_55d3e101da,251,N,0,A,307,M_ID_90831f5fc5,2,-0.70182826,422530,3.0,8,19
2456,Y,C_ID_41ba39529e,245,N,1,B,307,M_ID_25c18cdbe7,2,-0.59664268,423494,4.0,14,19
2457,Y,C_ID_41ba39529e,245,N,1,B,422,M_ID_eecaff787b,2,-0.53655166,423421,4.0,14,27
2458,Y,C_ID_41ba39529e,245,N,1,B,557,M_ID_a050900e44,1,-0.65224077,422822,4.0,14,29
2459,Y,C_ID_41ba39529e,199,N,1,B,367,M_ID_f8eddb2c52,1,-0.67928849,422505,1.0,9,16
2460,Y,C_ID_41ba39529e,245,N,1,B,705,M_ID_4685232d4c,2,-0.65982916,423500,4.0,14,33
2461,Y,C_ID_41ba39529e,199,N,1,B,307,M_ID_dbaf733616,2,-0.67177524,423373,4.0,14,19
2462,Y,C_ID_41ba39529e,245,N,1,B,307,M_ID_f8b8378d78,1,-0.70052095,422603,4.0,14,19
2463,Y,C_ID_41ba39529e,245,N,3,C,497,M_ID_b2d4d3b15c,1,-0.37154553,422587,4.0,14,27
2464,Y,C_ID_41ba39529e,140,N,1,B,80,M_ID_a216ec6d06,2,-0.67124931,423379,1.0,9,37
2465,Y,C_ID_41ba39529e,245,N,2,C,884,M_ID_ddaef7438b,1,-0.55156314,422563,4.0,14,27
2466,Y,C_ID_9606031413,69,N,1,B,879,M_ID_00a6ca8a8a,2,-0.64172221,423560,1.0,9,29
2467,Y,C_ID_9606031413,-1,Y,1,B,409,M_ID_f19d6a46ab,1,-0.74089719,422851,,-1,29
2468,Y,C_ID_9606031413,-1,N,1,B,278,M_ID_5f03439b10,2,-0.688079,423545,,-1,37
2469,Y,C_ID_6d9ab7ed8d,69,N,1,B,528,M_ID_86826ed1e5,1,-0.68379645,422900,1.0,9,25
2470,Y,C_ID_6d9ab7ed8d,69,N,1,B,885,M_ID_c2920ec4b9,1,-0.69281235,422890,1.0,9,12
2471,Y,C_ID_6d9ab7ed8d,25,N,1,B,683,M_ID_242f9fe5f5,2,-0.71685477,423085,3.0,7,34
2472,Y,C_ID_6d9ab7ed8d,25,N,1,B,705,M_ID_a7bfa41904,2,-0.68680175,423108,3.0,7,33
2473,Y,C_ID_6d9ab7ed8d,25,N,1,B,309,M_ID_366c36bd03,2,-0.69885301,423472,3.0,7,21
2474,Y,C_ID_6d9ab7ed8d,-1,Y,1,B,302,M_ID_b9f9332438,1,-0.5966577,422710,,-1,22
2475,Y,C_ID_6d9ab7ed8d,53,N,1,B,367,M_ID_721bc55bd2,2,-0.72405247,423583,5.0,20,16
2476,Y,C_ID_6d9ab7ed8d,69,N,1,B,818,M_ID_8c2cbe164a,1,-0.64923547,422823,1.0,9,12
2477,Y,C_ID_6d9ab7ed8d,53,N,1,B,705,M_ID_e926ea9cc0,2,-0.73134033,423644,5.0,20,33
2478,Y,C_ID_6d9ab7ed8d,25,N,1,B,842,,2,-0.72286538,423043,3.0,7,37
2479,Y,C_ID_6d9ab7ed8d,69,N,1,B,80,M_ID_d9aafc838b,1,-0.69281235,422825,1.0,9,37
2480,Y,C_ID_6d9ab7ed8d,53,N,1,B,884,M_ID_e41c8337e6,2,-0.61181945,423639,5.0,20,27
2481,Y,C_ID_6d9ab7ed8d,25,N,1,B,884,M_ID_0181428293,2,-0.59679294,423476,3.0,7,27
2482,Y,C_ID_6d9ab7ed8d,25,N,1,B,278,M_ID_529f49dfb2,1,-0.66726728,422805,3.0,7,37
2483,Y,C_ID_6d9ab7ed8d,-1,Y,1,B,317,M_ID_42846e7bc8,2,-0.69341341,423640,,-1,25
2484,Y,C_ID_35cfc8ad18,19,N,1,B,2,M_ID_166881ab3f,2,-0.61181945,423009,1.0,9,20
2485,Y,C_ID_35cfc8ad18,19,N,1,B,560,M_ID_d8e0d42e4b,2,-0.72167828,423090,1.0,9,34
2486,Y,C_ID_35cfc8ad18,285,N,1,B,560,M_ID_1eacd08584,2,-0.70182826,423255,1.0,9,34
2487,Y,C_ID_35cfc8ad18,285,N,1,B,206,M_ID_9955310fd1,1,-0.5916088,422223,1.0,9,1
2488,Y,C_ID_35cfc8ad18,19,N,1,B,206,M_ID_79c3083986,2,-0.58912942,423471,1.0,9,1
2489,Y,C_ID_35cfc8ad18,285,N,1,B,560,M_ID_3c089297eb,2,-0.66669628,423426,1.0,9,34
2490,Y,C_ID_35cfc8ad18,285,N,1,B,703,,2,-0.73729083,423565,1.0,9,29
2491,Y,C_ID_35cfc8ad18,285,N,1,B,309,M_ID_0057d39ec0,1,-0.7206114,422726,1.0,9,21
2492,Y,C_ID_35cfc8ad18,19,N,1,B,307,M_ID_05b47c6aa6,2,-0.62218775,423042,1.0,9,19
2493,Y,C_ID_4d4b5541fe,69,N,1,B,561,M_ID_50f575c681,1,-0.73668977,422391,1.0,9,7
2494,Y,C_ID_4d4b5541fe,19,N,1,B,414,M_ID_7c5e93af2f,2,-0.73819242,423586,1.0,9,29
2495,Y,C_ID_4d4b5541fe,70,N,1,B,278,M_ID_dda2293f90,1,-0.56670987,422416,1.0,9,37
2496,Y,C_ID_4d4b5541fe,19,N,1,B,705,M_ID_fa6ecb8a27,2,-0.7350669,423628,1.0,9,33
2497,Y,C_ID_4a19d1aea0,69,N,0,A,606,M_ID_cd2c0b07e9,1,-0.70182826,422469,1.0,9,17
2498,Y,C_ID_4a19d1aea0,19,N,0,A,734,M_ID_672e09f3bf,1,-0.53653663,422292,1.0,9,25
2499,Y,C_ID_9bbb4cea5c,69,N,1,B,705,M_ID_9947b13bf0,1,-0.69254188,422395,1.0,9,33
2500,Y,C_ID_9bbb4cea5c,291,N,2,C,511,M_ID_9139332ccc,1,-0.371245,422224,1.0,9,7
2501,Y,C_ID_9bbb4cea5c,69,N,1,B,373,M_ID_d8018797c3,2,-0.64623017,423133,1.0,9,18
2502,Y,C_ID_e41d01e0f8,88,N,0,A,842,M_ID_ea364ff0a0,1,-0.67928849,415484,1.0,16,37
2503,Y,C_ID_e41d01e0f8,88,N,0,A,454,M_ID_176a43b2fd,2,-0.73188128,415738,1.0,16,39
2504,Y,C_ID_e41d01e0f8,88,N,0,A,842,M_ID_0a4a0864c8,2,-0.68229379,416157,1.0,16,37
2505,Y,C_ID_e41d01e0f8,88,N,0,A,560,M_ID_6a4e84d062,2,-0.69957428,416133,1.0,16,34
2506,Y,C_ID_e41d01e0f8,88,N,0,A,45,M_ID_d64728dad2,2,-0.68229379,416097,1.0,16,18
2507,Y,C_ID_e41d01e0f8,88,N,0,A,57,M_ID_c4f53d9420,2,-0.66290959,416144,1.0,16,7
2508,Y,C_ID_e41d01e0f8,88,N,0,A,367,M_ID_86ec983688,2,-0.67320275,416157,1.0,16,16
2509,Y,C_ID_e41d01e0f8,88,N,0,A,278,M_ID_d4f1289071,1,-0.29318227,415126,1.0,16,37
2510,Y,C_ID_e41d01e0f8,88,N,0,A,307,M_ID_7a99f6e564,1,-0.59664268,415502,1.0,16,19
2511,Y,C_ID_e41d01e0f8,88,N,0,A,412,M_ID_e551f3794e,1,-0.26605942,415621,1.0,16,18
2512,Y,C_ID_e41d01e0f8,60,N,0,A,705,M_ID_24c249a726,2,-0.39746626,415863,1.0,16,33
2513,Y,C_ID_7a1f8a2e34,19,N,1,B,80,,2,-0.72632147,423448,1.0,9,37
2514,Y,C_ID_7a1f8a2e34,19,N,1,B,367,M_ID_33228621ad,2,-0.71416503,423442,1.0,9,16
2515,Y,C_ID_7a1f8a2e34,19,N,1,B,307,M_ID_1236bc2b8b,1,-0.70182826,422780,1.0,9,19
2516,Y,C_ID_7a1f8a2e34,19,N,1,B,57,M_ID_9f24b5d217,2,-0.71880822,423395,1.0,9,7
2517,Y,C_ID_7a1f8a2e34,140,N,1,B,278,M_ID_6739f62974,1,-0.71895848,422773,1.0,9,37
2518,Y,C_ID_7a1f8a2e34,140,N,1,B,278,M_ID_5634b69f8a,1,-0.70333091,422770,1.0,9,37
2519,Y,C_ID_7a1f8a2e34,-1,Y,12,C,690,M_ID_8c6b897b35,2,-0.04081201,423330,,-1,1
2520,Y,C_ID_7a1f8a2e34,19,N,1,B,307,M_ID_b4f53855d9,2,-0.72436803,423417,1.0,9,19
2521,Y,C_ID_7a1f8a2e34,140,N,1,B,307,M_ID_a85f2b6a54,1,-0.74092724,422771,1.0,9,19
2522,Y,C_ID_7a1f8a2e34,19,N,1,B,705,M_ID_7da625b1d4,2,-0.70229408,423398,1.0,9,33
2523,Y,C_ID_d8e7344eac,-1,Y,1,B,839,M_ID_e5374dabc0,1,-0.74089719,418054,,-1,29
2524,Y,C_ID_d8e7344eac,333,N,1,B,783,M_ID_c8fa93c180,2,-0.64172221,418910,1.0,9,19
2525,Y,C_ID_ea82f40f8a,69,N,1,B,606,M_ID_cd2c0b07e9,1,-0.72546496,422729,1.0,9,17
2526,Y,C_ID_ea82f40f8a,69,N,1,B,367,M_ID_011afc70cf,2,-0.71237687,423416,1.0,9,16
2527,Y,C_ID_c703a5ee37,137,N,1,B,683,M_ID_f5e673ff07,1,-0.60738663,422870,3.0,19,34
2528,Y,C_ID_c703a5ee37,137,N,1,B,195,M_ID_d475362374,1,-0.72737333,422914,3.0,19,34
2529,Y,C_ID_c703a5ee37,137,N,1,B,560,M_ID_d30f430e2b,2,-0.51576999,423449,3.0,19,34
2530,Y,C_ID_c703a5ee37,137,N,-1,,274,M_ID_234e026097,1,-0.67252656,422914,3.0,19,36
2531,Y,C_ID_c703a5ee37,137,N,-1,,356,M_ID_d121f93597,2,3.76104574,423559,3.0,19,21
2532,Y,C_ID_c703a5ee37,137,N,3,C,690,M_ID_f6ed54256a,1,-0.58326908,422747,3.0,19,1
2533,Y,C_ID_c703a5ee37,-1,Y,10,C,561,M_ID_4d3d928d6f,2,-0.13355564,423466,,-1,7
2534,Y,C_ID_c703a5ee37,137,N,1,B,307,M_ID_8507f67913,2,-0.59664268,423297,3.0,19,19
2535,Y,C_ID_c703a5ee37,147,N,1,B,544,M_ID_613be47a92,1,-0.72887598,422916,3.0,19,29
2536,Y,C_ID_c703a5ee37,-1,Y,12,C,879,M_ID_9139332ccc,2,-0.52511648,423357,,-1,29
2537,Y,C_ID_c703a5ee37,-1,Y,6,C,491,M_ID_9bafcf53bc,1,0.86444517,422806,,-1,3
2538,Y,C_ID_c703a5ee37,137,N,-1,,705,M_ID_5aae24fc30,1,-0.28654055,422701,3.0,19,33
2539,Y,C_ID_c703a5ee37,147,N,1,B,683,M_ID_087527d267,2,-0.7176061,423012,3.0,19,34
2540,Y,C_ID_c703a5ee37,-1,Y,2,C,879,M_ID_9139332ccc,2,-0.58655989,423357,,-1,29
2541,Y,C_ID_c703a5ee37,137,N,1,B,307,M_ID_d795efcce7,2,-0.59664268,423547,3.0,19,19
2542,Y,C_ID_427c330723,69,N,0,A,108,M_ID_3c80920dd2,2,-0.73403007,423475,1.0,9,34
2543,Y,C_ID_427c330723,69,N,0,A,307,M_ID_2616148d02,1,-0.70934152,422842,1.0,9,19
2544,Y,C_ID_427c330723,48,N,0,A,307,,1,-0.67177524,422482,1.0,9,19
2545,Y,C_ID_427c330723,69,N,0,A,126,M_ID_7bb7e83ada,2,-0.56658965,423516,1.0,9,27
2546,Y,C_ID_e3ab4a603c,173,N,0,A,690,M_ID_fc799b4d88,1,-0.46425911,422488,1.0,9,1
2547,Y,C_ID_e3ab4a603c,19,N,0,A,278,M_ID_d855771cd9,2,-0.7014526,423253,1.0,9,37
2548,Y,C_ID_e3ab4a603c,19,N,0,A,307,M_ID_54cd6c54b5,2,-0.50648361,423390,1.0,9,19
2549,Y,C_ID_e3ab4a603c,173,N,0,A,683,M_ID_44f854803a,1,-0.66576463,422921,1.0,9,34
2550,Y,C_ID_e3ab4a603c,173,N,0,A,373,M_ID_22af7a9556,1,-0.70783886,422657,1.0,9,18
2551,Y,C_ID_3848df3dfd,333,N,0,A,884,M_ID_d13262f4b0,2,-0.66275933,418365,5.0,21,27
2552,Y,C_ID_3848df3dfd,69,N,0,A,560,M_ID_6f35d755de,1,-0.72436803,417550,1.0,9,34
2553,Y,C_ID_3848df3dfd,69,N,0,A,703,M_ID_9131c83be2,1,-0.7168698,417521,1.0,9,29
2554,Y,C_ID_3848df3dfd,69,N,0,A,614,M_ID_0e8f9fa52a,1,-0.63420896,417536,1.0,9,29
2555,Y,C_ID_3848df3dfd,69,N,0,A,489,M_ID_480107ee6e,2,-0.72035595,418368,1.0,9,16
2556,Y,C_ID_3848df3dfd,116,N,0,A,80,M_ID_16207a8354,1,-0.74390249,417767,1.0,9,37
2557,Y,C_ID_3848df3dfd,69,N,0,A,683,M_ID_5518af06f8,1,-0.7176061,417521,1.0,9,34
2558,Y,C_ID_3848df3dfd,69,N,0,A,705,M_ID_af9c1c792b,1,-0.73777168,417331,1.0,9,33
2559,Y,C_ID_3848df3dfd,69,N,0,A,690,M_ID_1e1f6cc067,1,-0.74241487,417714,1.0,9,1
2560,Y,C_ID_3848df3dfd,69,N,0,A,614,M_ID_eced0f8a81,2,-0.53353133,418310,1.0,9,29
2561,Y,C_ID_3848df3dfd,69,N,0,A,80,M_ID_a93a894084,2,-0.73188128,418201,1.0,9,37
2562,Y,C_ID_3848df3dfd,69,N,0,A,195,M_ID_64fd6c971b,2,-0.73188128,418310,1.0,9,34
2563,Y,C_ID_3848df3dfd,69,N,0,A,419,M_ID_69f80607d1,1,-0.71685477,417305,1.0,9,1
2564,Y,C_ID_3848df3dfd,69,N,0,A,80,M_ID_5252df9505,1,-0.73524722,417643,1.0,9,37
2565,Y,C_ID_b1a43b9458,171,N,0,A,117,M_ID_efd348b6cf,1,-0.70032561,422344,5.0,21,2
2566,Y,C_ID_b1a43b9458,171,N,0,A,769,M_ID_5487a3bdf0,1,-0.7168698,422344,5.0,21,32
2567,Y,C_ID_b1a43b9458,333,N,0,A,690,M_ID_684826d3eb,2,-0.43811298,423006,5.0,21,1
2568,Y,C_ID_11150a0b04,17,N,0,A,80,M_ID_bb7ce45046,2,-0.71309814,421466,4.0,22,37
2569,Y,C_ID_11150a0b04,158,N,0,A,367,M_ID_4b7400c100,1,-0.73946967,420495,1.0,15,16
2570,Y,C_ID_11150a0b04,158,N,0,A,80,M_ID_a9430074ad,1,-0.70949178,420476,1.0,15,37
2571,Y,C_ID_11150a0b04,17,N,0,A,278,M_ID_5f27c60e26,2,-0.69252685,421196,4.0,22,37
2572,Y,C_ID_11150a0b04,158,N,0,A,771,M_ID_123e1d9746,1,-0.44397332,420539,1.0,15,31
2573,Y,C_ID_11150a0b04,212,N,0,A,80,M_ID_0e71329889,2,-0.694315,421027,4.0,4,37
2574,Y,C_ID_11150a0b04,17,N,0,A,108,M_ID_b321f70203,1,-0.6226686,420759,4.0,22,34
2575,Y,C_ID_11150a0b04,158,N,0,A,884,M_ID_9d1390d65a,1,0.07938506,420500,1.0,15,27
2576,Y,C_ID_11150a0b04,158,N,0,A,278,M_ID_deb43ff012,1,-0.5461536,420357,1.0,15,37
2577,Y,C_ID_11150a0b04,17,N,0,A,560,M_ID_76f740d959,2,-0.72887598,421473,4.0,22,34
2578,Y,C_ID_11150a0b04,69,N,0,A,642,M_ID_725a60d404,2,-0.70678701,420805,1.0,9,33
2579,Y,C_ID_11150a0b04,17,N,0,A,80,M_ID_40e0130f8d,2,-0.71084417,420987,4.0,22,37
2580,Y,C_ID_11150a0b04,69,N,0,A,606,M_ID_cd2c0b07e9,2,-0.55156314,421106,1.0,9,17
2581,Y,C_ID_11150a0b04,212,N,0,A,307,M_ID_1bad7111bd,2,-0.48084838,421405,4.0,4,19
2582,Y,C_ID_11150a0b04,17,N,0,A,818,M_ID_6c3929a942,2,-0.40595624,420982,4.0,22,12
2583,Y,C_ID_11150a0b04,212,N,0,A,560,M_ID_2d027f6b5d,2,-0.70979231,421406,4.0,4,34
2584,Y,C_ID_11150a0b04,17,N,0,A,80,M_ID_03b05c31f0,2,-0.69236156,420781,4.0,22,37
2585,Y,C_ID_11150a0b04,158,N,0,A,157,M_ID_37a4aeb687,1,-0.4840941,420661,1.0,15,29
2586,Y,C_ID_11150a0b04,17,N,0,A,222,M_ID_de725d4919,2,-0.6719255,421096,4.0,22,21
2587,Y,C_ID_11150a0b04,158,N,0,A,422,M_ID_41f0bf8270,1,-0.40159855,420638,1.0,15,27
2588,Y,C_ID_11150a0b04,126,N,0,A,307,M_ID_3f0a10f22b,2,-0.55156314,421208,4.0,4,19
2589,Y,C_ID_11150a0b04,17,N,0,A,360,M_ID_c4aa0b7713,2,-0.74390249,421319,4.0,22,34
2590,Y,C_ID_11150a0b04,80,N,0,A,80,M_ID_6bed2c8ede,2,-0.55291553,420788,4.0,4,37
2591,Y,C_ID_11150a0b04,107,N,0,A,307,M_ID_c897810b78,2,-0.59006107,421107,4.0,4,19
2592,Y,C_ID_11150a0b04,69,N,0,A,879,M_ID_00a6ca8a8a,2,-0.69581766,420803,1.0,9,29
2593,Y,C_ID_11150a0b04,-1,N,0,A,278,M_ID_d14521a0ff,2,-0.71324841,421044,,-1,37
2594,Y,C_ID_11150a0b04,212,N,0,A,818,M_ID_78d2b7ca04,2,-0.64923547,421404,4.0,4,12
2595,Y,C_ID_11150a0b04,107,N,0,A,80,M_ID_59ed262f95,2,-0.67853717,421118,4.0,4,37
2596,Y,C_ID_11150a0b04,107,N,0,A,307,M_ID_24646f6ad0,2,-0.53649155,421059,4.0,4,19
2597,Y,C_ID_11150a0b04,158,N,0,A,360,M_ID_65509ec5e2,1,-0.70618595,420306,1.0,15,34
2598,Y,C_ID_11150a0b04,-1,N,0,A,705,M_ID_bead42b0c4,2,-0.70502891,421410,,-1,33
2599,Y,C_ID_11150a0b04,17,N,0,A,307,M_ID_73d5f0494a,2,-0.48637813,420956,4.0,22,19
2600,Y,C_ID_11150a0b04,126,N,0,A,307,M_ID_1fb847b010,2,-0.48247124,421025,4.0,4,19
2601,Y,C_ID_11150a0b04,107,N,0,A,818,M_ID_bb2be136eb,1,-0.64698149,420134,4.0,4,12
2602,Y,C_ID_11150a0b04,17,N,0,A,278,M_ID_5fa6a10270,1,-0.6692057,420757,4.0,22,37
2603,Y,C_ID_11150a0b04,158,N,0,A,705,M_ID_973fb6e1ea,1,-0.56673992,420349,1.0,15,33
2604,Y,C_ID_11150a0b04,158,N,0,A,774,M_ID_772f900806,1,-0.61166919,420587,1.0,15,29
2605,Y,C_ID_11150a0b04,158,N,0,A,367,M_ID_7cb64bc77b,1,-0.48915804,420328,1.0,15,16
2606,Y,C_ID_11150a0b04,17,N,0,A,307,M_ID_b54d454927,2,-0.50648361,421365,4.0,22,19
2607,Y,C_ID_11150a0b04,17,N,0,A,373,M_ID_e2c942c65c,2,-0.71835742,421313,4.0,22,18
2608,Y,C_ID_11150a0b04,17,N,0,A,842,M_ID_93bdd4b285,2,-0.67553186,421251,4.0,22,37
2609,Y,C_ID_11150a0b04,212,N,0,A,80,M_ID_4309f6449b,2,-0.69882296,421374,4.0,4,37
2610,Y,C_ID_f35b64a374,4,N,1,B,356,M_ID_e513dd7b93,2,-0.55997799,423210,2.0,10,21
2611,Y,C_ID_f35b64a374,278,N,1,B,771,M_ID_cc5ac93999,2,-0.70182826,423357,5.0,5,31
2612,Y,C_ID_f35b64a374,143,N,1,B,506,M_ID_a9d91682ad,2,-0.66441225,423597,5.0,5,30
2613,Y,C_ID_f35b64a374,4,N,1,B,690,M_ID_0f555090a2,2,-0.6868318,423598,2.0,10,1
2614,Y,C_ID_f35b64a374,4,N,1,B,307,M_ID_cd0c1ad8b0,2,-0.71685477,423357,2.0,10,19
2615,Y,C_ID_f35b64a374,4,N,1,B,690,M_ID_dc29578342,1,-0.64465238,422919,2.0,10,1
2616,Y,C_ID_9759c92bfd,149,N,0,A,87,M_ID_10b8e6f2de,1,-0.61918245,421624,5.0,20,27
2617,Y,C_ID_9759c92bfd,149,N,0,A,560,M_ID_ac22131557,1,-0.73714056,421617,5.0,20,34
2618,Y,C_ID_4aa921d7ab,107,N,1,B,705,M_ID_5a2eb95984,1,-0.72211405,422509,4.0,4,33
2619,Y,C_ID_4aa921d7ab,212,N,1,B,367,M_ID_b7c1a09a10,2,-0.73667474,423320,4.0,4,16
2620,Y,C_ID_4aa921d7ab,212,N,1,B,705,M_ID_a16b37f080,2,-0.71553244,423044,4.0,4,33
2621,Y,C_ID_4aa921d7ab,212,N,1,B,356,M_ID_2f6167027e,1,-0.5590764,422509,4.0,4,21
2622,Y,C_ID_4aa921d7ab,212,N,1,B,705,M_ID_54c7266f86,2,-0.72949207,423248,4.0,4,33
2623,Y,C_ID_4aa921d7ab,212,N,1,B,667,M_ID_947cebbae0,1,-0.68154247,422381,4.0,4,21
2624,Y,C_ID_4aa921d7ab,212,N,1,B,705,M_ID_838649b585,1,-0.65778555,422415,4.0,4,33
2625,Y,C_ID_4aa921d7ab,212,N,1,B,793,M_ID_405ac12013,2,-0.64472752,423130,4.0,4,38
2626,Y,C_ID_4aa921d7ab,212,N,1,B,307,M_ID_730e3a5917,2,-0.67177524,423396,4.0,4,19
2627,Y,C_ID_4aa921d7ab,107,N,1,B,884,M_ID_f2d2677fc8,2,-0.59814533,423063,4.0,4,27
2628,Y,C_ID_4aa921d7ab,212,N,1,B,419,M_ID_f2a7d3772b,2,-0.74390249,423250,4.0,4,1
2629,Y,C_ID_4aa921d7ab,107,N,1,B,813,M_ID_be24a85984,1,-0.70934152,422510,4.0,4,29
2630,Y,C_ID_4aa921d7ab,52,N,1,B,307,M_ID_3732de5ca1,2,-0.59664268,423057,4.0,4,19
2631,Y,C_ID_4aa921d7ab,107,N,1,B,80,M_ID_e0ef3ab003,2,-0.73864321,423059,4.0,4,37
2632,Y,C_ID_4aa921d7ab,212,N,1,B,307,M_ID_56312cd065,2,-0.67177524,423300,4.0,4,19
2633,Y,C_ID_4aa921d7ab,212,N,1,B,783,M_ID_181a2d5869,2,-0.52149509,423131,4.0,4,19
2634,Y,C_ID_ddaccbc994,69,N,1,B,561,M_ID_50f575c681,2,-0.66235361,422247,1.0,9,7
2635,Y,C_ID_ddaccbc994,17,N,1,B,307,M_ID_f416f2710c,2,-0.67177524,422218,4.0,22,19
2636,Y,C_ID_ddaccbc994,17,N,1,B,792,M_ID_3932f11ca9,2,-0.55156314,422747,4.0,22,9
2637,Y,C_ID_ddaccbc994,17,N,1,B,367,M_ID_aebc816995,2,-0.56767156,422816,4.0,22,16
2638,Y,C_ID_ddaccbc994,17,N,1,B,769,M_ID_d6de1af076,1,-0.56749124,421722,4.0,22,32
2639,Y,C_ID_ddaccbc994,17,N,1,B,427,M_ID_5bca5024f5,1,-0.62671073,422011,4.0,22,27
2640,Y,C_ID_ddaccbc994,69,N,1,B,879,M_ID_00a6ca8a8a,1,-0.71835742,421908,1.0,9,29
2641,Y,C_ID_ddaccbc994,17,N,1,B,437,M_ID_103932b9f1,2,-0.47659587,422347,4.0,22,15
2642,Y,C_ID_ddaccbc994,17,N,1,B,437,,1,-0.41392029,422030,4.0,22,15
2643,Y,C_ID_ddaccbc994,17,N,2,C,437,M_ID_af6a89f10d,1,0.10285647,421907,4.0,22,15
2644,Y,C_ID_ddaccbc994,17,N,1,B,683,M_ID_309752ddea,2,-0.67281207,422202,4.0,22,34
2645,Y,C_ID_ddaccbc994,17,N,1,B,498,M_ID_89f4c23295,1,-0.70648648,422030,4.0,22,29
2646,Y,C_ID_ddaccbc994,17,N,1,B,111,M_ID_9051e9fa3f,1,-0.45689612,421722,4.0,22,36
2647,Y,C_ID_ddaccbc994,17,N,1,B,130,M_ID_1fe3b4e39d,2,-0.55156314,422746,4.0,22,41
2648,Y,C_ID_ddaccbc994,331,N,1,B,769,M_ID_031df1df6c,2,-0.58161617,422913,1.0,16,32
2649,Y,C_ID_54c8c4c06b,158,N,1,B,278,M_ID_738a68c502,2,-0.60236778,423636,1.0,15,37
2650,Y,C_ID_54c8c4c06b,-1,Y,1,B,574,M_ID_0855bda176,1,-0.72151299,422341,,-1,22
2651,Y,C_ID_54c8c4c06b,90,N,1,B,690,M_ID_2f6c174284,1,-0.67177524,422582,1.0,15,1
2652,Y,C_ID_54c8c4c06b,-1,N,1,B,108,M_ID_d2b93d6f10,1,-0.70390192,422192,,-1,34
2653,Y,C_ID_54c8c4c06b,290,N,1,B,391,M_ID_72421a4783,2,-0.71685477,423539,1.0,15,7
2654,Y,C_ID_54c8c4c06b,90,N,1,B,80,M_ID_f3d78fc620,1,-0.70573515,422585,1.0,15,37
2655,Y,C_ID_82fb11db22,19,N,0,A,506,M_ID_d59c4e3aaa,2,-0.12030225,423209,1.0,9,30
2656,Y,C_ID_d3b1f71f95,17,N,0,A,690,M_ID_6dbaf215eb,1,-0.70185831,417931,4.0,22,1
2657,Y,C_ID_d3b1f71f95,17,N,0,A,108,M_ID_b7d356795f,1,-0.68588513,417979,4.0,22,34
2658,Y,C_ID_d3b1f71f95,69,N,0,A,278,M_ID_45447f9164,1,-0.71279761,418168,1.0,9,37
2659,Y,C_ID_eb5ac48cf7,76,N,0,A,367,M_ID_74148edddf,2,-0.7434517,423061,3.0,2,16
2660,Y,C_ID_eb5ac48cf7,76,N,0,A,307,M_ID_f5668a871f,2,-0.68680175,423250,3.0,2,19
2661,Y,C_ID_eb5ac48cf7,76,N,0,A,842,M_ID_44bd456430,1,-0.70528436,422674,3.0,2,37
2662,Y,C_ID_eb5ac48cf7,76,N,0,A,536,M_ID_7aabfbce06,2,-0.73789189,423235,3.0,2,31
2663,Y,C_ID_eb5ac48cf7,76,N,0,A,278,M_ID_dc4e9268e9,2,-0.72436803,423237,3.0,2,37
2664,Y,C_ID_eb5ac48cf7,76,N,0,A,511,M_ID_b25815f3d8,1,-0.73488659,422412,3.0,2,7
2665,Y,C_ID_eb5ac48cf7,69,N,0,A,319,M_ID_236433574b,2,-0.53653663,423517,1.0,9,27
2666,Y,C_ID_eb5ac48cf7,76,N,0,A,544,M_ID_df454a0c77,2,-0.7395448,423272,3.0,2,29
