merchant_id,merchant_group_id,merchant_category_id,subsector_id,numerical_1,numerical_2,category_1,most_recent_sales_range,most_recent_purchases_range,avg_sales_lag3,avg_purchases_lag3,active_months_lag3,avg_sales_lag6,avg_purchases_lag6,active_months_lag6,avg_sales_lag12,avg_purchases_lag12,active_months_lag12,category_4,city_id,state_id,category_2
M_ID_9b63c3110e,7580,68,27,-0.03764084,-0.04755575,N,D,D,0.92,1.05084746,3,0.82,1.05367232,6,0.98,1.21610169,12,N,297,9,1.0
M_ID_7c02abc1a8,2370,53,26,-0.05747065,-0.05747065,N,D,E,1.14,1.19341564,3,1.26,1.28600823,6,0.75,0.77880658,12,Y,143,5,5.0
M_ID_ad3ea5ef7b,109276,307,19,-0.04755575,-0.05747065,N,D,D,1.0,1.12982456,3,1.08,1.27894737,6,1.04,1.3177193,12,N,-1,16,1.0
M_ID_4ae983fb89,8080,309,21,-0.05747065,-0.05747065,N,D,D,1.05,1.13592233,3,1.28,1.43122977,6,1.51,1.43082524,12,N,140,9,1.0
M_ID_935b9c50ef,713,683,34,-0.05747065,-0.05747065,N,D,C,1.03,1.00584795,3,1.28,1.13283208,6,1.34,1.1460944,12,Y,158,15,1.0
M_ID_eb480265f4,321,367,16,-0.04755575,-0.05747065,N,D,C,1.03,1.0143824,3,1.03,1.02707276,6,1.01,0.99904822,12,N,190,7,3.0
M_ID_56ec09e2c9,46092,363,18,-0.03764084,-0.04755575,N,D,E,1.1,1.08187135,3,1.21,1.16959064,6,1.3,1.23538012,12,N,262,12,1.0
M_ID_de650a6969,35,854,23,0.30938081,0.2994659,N,D,D,1.06,1.02250352,3,1.1,1.10682138,6,1.15,1.08897596,12,N,-1,20,5.0
M_ID_d6dd9f580e,5275,690,1,0.02184858,-0.05747065,N,D,E,2.33,2.04545455,3,2.84,2.53030303,6,3.01,2.66801948,12,N,-1,-1,
M_ID_520fbe7167,97969,544,29,-0.05747065,-0.05747065,N,D,D,0.84,0.86666667,3,0.81,0.82222222,6,0.8,0.79775132,12,Y,212,4,4.0
M_ID_2d76f996a6,14829,884,27,-0.04755575,-0.04755575,N,D,D,0.91,0.8998779,3,0.77,0.81746032,6,0.78,0.87301587,12,N,171,21,5.0
M_ID_b83bc2b305,110275,278,37,-0.03764084,-0.03764084,N,D,D,0.94,1.02690583,3,0.87,0.98056801,6,0.85,0.9431988,12,Y,69,9,1.0
M_ID_1800747df4,80887,507,14,-0.03764084,-0.05747065,N,D,D,0.95,0.96054422,3,1.02,1.00204082,6,1.03,0.99931973,12,N,-1,9,1.0
M_ID_2c2e7846a0,32859,307,19,-0.05747065,-0.05747065,N,D,D,0.91,0.90796597,3,0.79,0.79659706,6,0.72,0.73221191,12,N,-1,9,1.0
M_ID_6be6eda382,35,273,20,0.16065724,0.16065724,N,D,D,1.05,1.05714286,3,1.05,1.10687831,6,1.03,1.12305241,12,N,250,9,1.0
M_ID_07d85c6c45,21851,307,19,0.01193368,-0.05747065,N,D,D,1.12,1.13509193,3,1.29,1.43844924,6,2.92,4.19384492,12,N,-1,-1,
M_ID_36d116359c,495,623,4,0.14082743,-0.05747065,N,D,C,0.81,0.75035063,3,0.73,0.69121085,6,0.71,0.66388499,12,N,140,9,1.0
M_ID_256909a470,31695,842,37,-0.05747065,-0.05747065,N,D,D,1.07,1.03388658,3,0.88,0.86410788,6,0.95,0.97959889,12,Y,76,2,3.0
M_ID_f1335373ca,6112,836,5,-0.05747065,-0.05747065,N,D,E,0.92,1.02953586,3,1.12,1.24683544,6,0.84,0.94303797,12,N,213,9,1.0
M_ID_a1aa105799,69287,278,37,-0.04755575,-0.04755575,N,D,C,1.1,1.05230289,3,1.1,1.02849336,6,1.09,0.96760343,12,N,124,24,2.0
M_ID_f5d92c14e8,44518,34,38,-0.00789613,-0.00789613,N,D,E,1.02,1.18627451,3,1.0,1.1495098,6,0.99,1.11764706,12,Y,277,13,4.0
M_ID_e1d11ecd72,65541,307,19,-0.05747065,-0.05747065,N,D,D,1.16,1.13837449,3,0.96,1.06378601,6,0.98,1.07638889,12,Y,251,8,3.0
M_ID_47ad71fe0c,35,108,34,0.14082743,0.14082743,N,D,C,1.16,1.11369863,3,1.39,1.30986301,6,1.39,1.31828233,12,N,66,19,3.0
M_ID_39a4539dce,106831,783,19,-0.05747065,-0.05747065,N,D,D,0.7,0.75238095,3,0.56,0.604329,6,0.53,0.59437229,12,N,271,9,1.0
M_ID_dedb558ec4,31246,108,34,-0.05747065,-0.05747065,N,D,C,0.96,0.99823217,3,0.91,0.95423296,6,0.93,0.98202711,12,Y,76,2,3.0
M_ID_71a98da991,45827,705,33,-0.05747065,-0.05747065,N,D,C,1.01,0.98946942,3,0.91,0.90562981,6,0.85,0.84892669,12,Y,69,9,1.0
M_ID_7ab034530c,72398,278,37,-0.05747065,-0.05747065,N,D,D,0.6,0.7116737,3,0.46,0.54992968,6,0.55,0.75562588,12,N,-1,9,1.0
M_ID_e21a1be534,34321,705,33,-0.05747065,-0.05747065,N,D,D,0.91,0.94827586,3,0.94,0.92337165,6,0.91,0.92305236,12,N,33,15,1.0
M_ID_aecbb4345f,100865,307,19,-0.05747065,-0.05747065,N,D,D,0.96,0.92931937,3,0.89,0.89267016,6,0.84,0.89965096,12,Y,158,15,1.0
M_ID_b1a8063c6b,36048,605,2,-0.01781104,-0.01781104,N,D,D,1.02,1.0,3,1.07,1.02816092,6,1.0,0.96264368,12,Y,212,4,4.0
M_ID_40cd9c3e0c,419,195,34,-0.01781104,-0.03764084,N,D,C,0.86,0.93260073,3,0.94,0.92454212,6,0.82,0.90100733,12,N,308,16,1.0
M_ID_aafc0cf81a,93973,705,33,-0.05747065,-0.05747065,N,D,C,1.01,1.01709402,3,1.01,1.0221688,6,0.94,0.95552885,10,Y,137,19,3.0
M_ID_a4ae4106c0,29824,705,33,-0.03764084,-0.04755575,N,D,D,0.89,0.96210597,3,0.85,0.92790074,6,0.78,0.86049631,12,N,-1,1,3.0
M_ID_2646891d3c,36004,80,37,-0.05747065,-0.05747065,N,D,C,1.09,1.08097711,3,1.1,1.07866897,6,1.15,1.10766494,12,Y,76,2,3.0
M_ID_90d20ef4d1,88541,278,37,-0.05747065,-0.05747065,N,D,C,1.04,1.02203182,3,1.12,1.10363117,6,1.15,1.10801714,12,N,267,16,1.0
M_ID_3d7f6a717a,42706,278,37,0.00201877,-0.02772594,N,D,D,1.1,1.20336943,3,1.07,1.18459687,6,1.11,1.20425191,12,Y,69,9,1.0
M_ID_9eb38f6b47,898,531,27,-0.04755575,-0.04755575,N,D,D,0.85,0.89539007,3,0.64,0.70921986,6,0.59,0.66400709,12,N,173,9,1.0
M_ID_6c42139330,16545,703,29,-0.04755575,-0.04755575,N,D,D,0.95,1.00952381,3,1.04,1.06507937,6,1.31,1.27349206,12,Y,251,8,3.0
M_ID_57693bc961,419,195,34,-0.01781104,-0.01781104,N,D,C,0.76,0.77724359,3,0.94,0.75544872,6,0.98,0.79517628,12,N,259,21,5.0
M_ID_b25913fd85,31486,273,20,-0.02772594,-0.02772594,N,D,C,1.06,1.07692308,3,1.14,1.13141026,6,1.2,1.16918498,12,Y,69,9,1.0
M_ID_430aee96dd,79239,705,33,-0.05747065,-0.05747065,N,D,C,0.94,0.9834779,3,0.98,0.97232549,6,1.08,1.08859975,12,N,-1,18,2.0
M_ID_c3be1def51,17459,307,19,-0.05747065,-0.05747065,N,D,D,0.88,0.94454174,3,0.87,1.02043199,6,0.84,1.02889667,12,N,156,7,3.0
M_ID_dfaf4a9d27,81270,278,37,-0.05747065,-0.05747065,N,D,D,0.94,0.98952557,3,0.93,0.98613678,6,1.0,1.06500308,12,N,189,9,1.0
M_ID_8631afc875,59074,278,37,-0.05747065,-0.05747065,N,D,C,0.97,0.95666262,3,0.89,0.89671932,6,0.84,0.89975699,12,N,12,5,5.0
M_ID_73fe288d35,29628,278,37,-0.03764084,-0.03764084,N,D,C,1.02,1.05213904,3,1.07,1.11876114,6,1.13,1.18816845,12,Y,143,5,5.0
M_ID_00517bd092,35,19,36,0.13091253,0.13091253,N,D,C,1.16,1.03935661,3,1.75,1.17602669,6,1.38,1.02792608,12,N,94,19,3.0
M_ID_fbf6bdf667,35,690,1,0.13091253,0.13091253,N,D,D,1.32,1.12630792,3,1.99,1.31681614,6,1.92,1.30280269,12,Y,212,4,4.0
M_ID_1c5655bcf1,5746,779,27,-0.05747065,-0.05747065,N,D,D,0.67,0.69323671,3,0.49,0.55193237,6,0.51,0.61413043,12,N,276,9,1.0
M_ID_991abfdbb9,92172,307,19,-0.05747065,-0.05747065,N,D,D,1.12,1.12737545,3,1.06,1.16435542,6,1.06,1.26168464,12,Y,69,9,1.0
M_ID_9826653545,80727,206,1,-0.05747065,-0.05747065,N,D,D,0.81,1.00931099,3,0.63,0.79143389,6,0.63,0.87337058,12,Y,143,5,5.0
M_ID_90216813a8,24166,333,10,-0.04755575,-0.05747065,N,D,E,0.75,1.01388889,3,0.72,1.22222222,6,0.72,1.16319444,12,N,-1,9,1.0
M_ID_7f5877d527,38760,278,37,-0.05747065,-0.05747065,N,D,D,1.03,1.10322156,3,1.01,1.08086785,6,1.0,1.07149901,12,Y,277,13,4.0
M_ID_1e8db6a358,3962,278,37,-0.02772594,-0.02772594,N,D,C,1.0,1.0277386,3,0.96,1.00587682,6,0.92,0.92795016,12,Y,158,15,1.0
M_ID_0d8bafe7f5,30727,422,27,-0.05747065,-0.05747065,N,D,D,0.87,0.86026936,3,0.77,0.76178451,6,0.87,0.83459596,12,N,-1,13,4.0
M_ID_cfc4976d8d,2224,554,25,-0.05747065,-0.05747065,N,D,C,0.34,0.34298071,3,0.17,0.17914172,6,0.13,0.13606121,12,N,300,15,1.0
M_ID_431a1371d1,6427,307,19,-0.05747065,-0.05747065,N,D,C,1.14,1.11095828,3,1.0,1.04906006,6,0.89,1.02590555,12,N,231,9,1.0
M_ID_c80073000e,61869,307,19,-0.05747065,-0.05747065,N,D,C,1.12,1.08958039,3,1.07,1.05846299,6,0.99,1.01379066,12,N,-1,9,1.0
M_ID_3e7c92d4cc,83640,307,19,-0.04755575,-0.05747065,N,D,D,1.03,1.03438596,3,1.13,1.14350877,6,1.09,1.12210526,12,N,-1,14,4.0
M_ID_229ae9c927,13231,80,37,-0.05747065,-0.05747065,N,D,C,0.93,0.9895647,3,1.0,1.07423971,6,0.99,1.115161,12,N,-1,16,1.0
M_ID_0b7c78f759,45444,834,27,-0.04755575,-0.04755575,N,D,E,1.01,1.11827957,3,0.92,1.14874552,6,1.09,1.38261649,12,N,12,5,5.0
M_ID_fd32c09fd7,89762,683,34,0.00201877,-0.04755575,N,D,C,0.95,0.96078431,3,0.89,0.92161319,6,0.92,0.99202317,12,Y,69,9,1.0
M_ID_0c3b2735e0,104466,307,19,-0.05747065,-0.05747065,N,D,D,0.95,1.02353585,3,0.93,1.02572523,6,0.9,1.04337712,12,N,-1,9,1.0
M_ID_38253a226c,43759,108,34,-0.05747065,-0.05747065,N,D,D,0.95,0.96355202,3,0.91,0.95427435,6,1.0,0.99469848,12,N,62,9,1.0
M_ID_5f89d3a114,82227,783,19,-0.05747065,-0.05747065,N,D,D,1.47,1.1124498,3,1.29,1.01941098,6,1.31,1.0060241,12,N,-1,2,3.0
M_ID_8825be9d24,55861,278,37,-0.04755575,-0.04755575,N,D,D,1.36,1.22916667,3,1.41,1.28497024,6,1.64,1.4702381,12,Y,160,21,5.0
M_ID_f4be3afd42,45293,683,34,-0.05747065,-0.05747065,N,D,D,1.06,1.36555891,3,1.02,1.38791541,5,1.02,1.38791541,5,Y,212,4,4.0
M_ID_f8b19bec8f,32989,705,33,-0.05747065,-0.05747065,N,D,C,1.03,1.05948553,3,1.14,1.12580386,6,1.19,1.15836013,12,N,-1,5,5.0
M_ID_a2e1a49008,5262,80,37,-0.03764084,-0.03764084,N,D,D,0.95,0.94544545,3,1.21,1.11361361,6,1.32,1.18893894,12,N,189,9,1.0
M_ID_477844b552,32943,307,19,-0.05747065,-0.05747065,N,D,D,0.94,1.06504065,3,0.74,0.87439024,6,0.78,0.9703252,12,N,68,16,1.0
M_ID_975fff65ea,33104,80,37,0.09125291,0.0714231,N,D,C,1.01,1.03535354,3,0.93,0.94427609,6,0.92,0.93909933,12,Y,158,15,1.0
M_ID_0de8f4fed8,108123,307,19,-0.05747065,-0.05747065,N,D,D,0.8,0.92009685,3,0.8,0.97215496,6,0.66,0.84543987,12,N,-1,19,3.0
M_ID_5602d433a0,35,195,34,0.0714231,0.0714231,N,D,C,0.88,0.93059457,3,1.03,0.92752809,6,1.04,0.92976677,12,N,219,15,1.0
M_ID_faccd24510,35,683,34,0.21023176,0.21023176,N,D,C,1.14,1.17843866,3,1.25,1.24089219,6,1.38,1.36592505,12,N,86,7,3.0
M_ID_68a870c0d6,74634,367,16,-0.03764084,-0.05747065,N,D,D,1.06,1.15789474,3,0.99,1.04545455,6,1.01,1.08094099,12,N,136,4,4.0
M_ID_0fabeab3a6,27534,427,27,-0.01781104,-0.02772594,N,D,D,1.1,1.07777778,3,1.25,1.27160494,6,1.26,1.24845679,12,Y,69,9,1.0
M_ID_84a3da7e0a,35,411,21,0.08133801,0.0714231,N,D,D,1.09,1.06197655,3,1.09,1.08333333,6,1.13,1.08147882,12,N,314,9,1.0
M_ID_315e585913,79384,195,34,-0.00789613,-0.02772594,N,D,C,1.14,1.12617904,3,1.44,1.32345613,6,1.35,1.27811888,12,N,236,15,1.0
M_ID_923cdd2a8a,9098,63,27,-0.04755575,-0.05747065,N,D,D,0.91,1.03551913,3,0.98,1.22814208,6,0.93,1.19945355,12,Y,161,3,3.0
M_ID_4de36a4e5f,35,360,34,0.15074234,0.15074234,N,D,C,1.0,0.9932209,3,1.09,1.04465939,6,1.17,1.07012235,12,N,270,16,1.0
M_ID_fb3b384f65,5368,690,1,-0.05747065,-0.05747065,N,D,D,1.0,1.06293223,3,1.11,1.14972337,6,1.18,1.19605809,12,N,85,8,3.0
M_ID_7f3b5734f8,75888,683,34,-0.05747065,-0.05747065,N,D,C,1.0,1.06143924,3,0.79,0.88458927,6,0.78,0.91581806,12,Y,69,9,1.0
M_ID_cb746a382f,105178,560,34,-0.05747065,-0.05747065,N,D,C,0.95,0.96567772,3,0.92,0.95375218,6,0.91,0.9485893,12,Y,69,9,1.0
M_ID_1541463f74,10314,367,16,-0.01781104,-0.01781104,N,D,D,0.99,0.97819851,3,0.94,0.94348824,6,0.94,0.91523236,12,N,-1,15,1.0
M_ID_85249e2282,3290,528,25,-0.05747065,-0.05747065,N,D,C,1.3,1.24524076,3,1.19,1.10619634,6,1.09,1.02367621,7,N,-1,13,4.0
M_ID_49d18d02e3,107767,630,36,-0.05747065,-0.05747065,N,D,C,1.38,1.37047804,3,1.25,1.17926357,6,1.26,1.17861757,12,Y,69,9,1.0
M_ID_83afc5721f,2574,80,37,-0.02772594,-0.02772594,N,D,C,1.01,1.01954397,3,1.06,1.0747376,6,1.05,1.08731451,12,Y,161,3,3.0
M_ID_e8ec9aca3c,62690,705,33,-0.05747065,-0.05747065,N,D,C,0.99,0.9964539,3,0.95,0.95514184,6,0.98,0.96631206,12,N,21,9,1.0
M_ID_ea839784d4,75725,705,33,-0.02772594,-0.05747065,N,D,C,5.02,4.40772358,3,6.17,5.30447154,6,6.28,5.36722561,8,N,104,16,1.0
M_ID_39d3953fd9,824,884,27,-0.05747065,-0.05747065,N,D,D,0.86,0.94962487,3,0.77,0.92550911,6,1.03,1.17363344,12,N,272,9,1.0
M_ID_a22a7c3884,215,307,19,-0.05747065,-0.05747065,N,D,C,1.16,1.17970602,3,1.19,1.28662873,6,1.12,1.25758653,12,N,188,9,1.0
M_ID_20bc0d6b6b,92035,307,19,-0.05747065,-0.05747065,N,D,D,1.36,1.27674897,3,1.32,1.17283951,6,1.21,1.06296296,10,N,-1,2,3.0
M_ID_afa8f3e131,32851,195,34,-0.05747065,-0.05747065,N,D,C,0.83,0.88968538,3,1.03,0.90700916,6,0.92,0.89376742,12,Y,69,9,1.0
M_ID_8c3ed12e2b,1145,367,16,-0.04755575,-0.05747065,N,D,C,1.04,1.0427242,3,1.04,1.04060914,6,1.0,1.03077411,12,Y,277,13,4.0
M_ID_65b785dd23,85893,307,19,-0.05747065,-0.05747065,N,D,D,1.09,1.24076884,3,1.05,1.21648963,6,0.99,1.11869836,9,N,-1,20,5.0
M_ID_4309f6449b,45964,80,37,-0.01781104,-0.01781104,N,D,C,1.01,1.02095376,3,1.02,0.98542871,6,1.08,1.04481776,12,Y,212,4,4.0
M_ID_abb968bf7a,28385,427,27,-0.05747065,-0.05747065,N,D,D,0.83,0.85964912,3,0.62,0.71610845,6,0.64,0.79625199,12,Y,69,9,1.0
M_ID_13eb245633,83147,506,30,-0.04755575,-0.04755575,N,D,C,1.02,0.97632469,3,1.03,0.98421646,6,1.11,1.05402104,12,Y,69,9,1.0
M_ID_2d5f905414,105539,307,19,-0.05747065,-0.05747065,N,D,D,1.13,1.14172336,3,1.07,1.1377551,6,0.92,1.02565193,12,Y,69,9,1.0
M_ID_ad74c0356f,49320,369,27,-0.05747065,-0.05747065,N,D,D,0.93,0.96132597,3,1.39,1.4106814,6,1.57,1.60405157,12,N,-1,20,5.0
M_ID_a14fe0982f,434,489,16,-0.04755575,-0.04755575,N,D,E,1.04,0.98214286,3,0.97,0.94345238,6,0.98,0.98809524,12,Y,88,16,1.0
M_ID_51af8b0395,35,422,27,0.20031686,0.15074234,N,D,D,1.47,1.55023923,3,1.75,1.8592504,6,2.02,2.04845464,12,N,259,21,5.0
M_ID_90165226c5,35,734,25,0.19040196,0.19040196,N,D,D,1.14,1.24924925,3,1.17,1.3292042,6,1.13,1.27818159,12,N,325,9,1.0
M_ID_fb7ae55d52,35,671,7,0.43827456,0.42835966,N,D,D,0.96,0.98232323,3,0.93,0.9368266,6,0.95,0.97935542,12,Y,25,7,3.0
M_ID_7f2ab61441,35,195,34,0.16065724,0.14082743,N,D,C,0.94,0.98409669,3,1.13,1.04359097,6,1.13,1.07577396,12,N,173,9,1.0
M_ID_a395e2202d,31619,705,33,-0.05747065,-0.05747065,N,D,C,0.98,0.97606838,3,0.92,0.95145299,6,0.88,0.91811966,12,N,274,9,1.0
M_ID_a31b0b23d3,26273,307,19,-0.05747065,-0.05747065,N,D,D,1.06,1.1238825,3,1.11,1.17560664,6,1.07,1.19380587,12,N,256,5,5.0
M_ID_7d4aa203ef,79323,278,37,-0.01781104,-0.01781104,N,D,C,1.24,1.26588338,3,1.32,1.33888164,6,1.34,1.35150131,12,Y,160,21,5.0
M_ID_b3a5b19616,3260,307,19,-0.05747065,-0.05747065,N,D,D,0.85,0.77982277,3,1.07,1.04124063,6,1.04,1.11008862,12,N,-1,9,1.0
M_ID_aee60eac97,22445,278,37,-0.05747065,-0.05747065,N,D,D,1.09,1.0534188,3,1.02,0.98130342,6,1.03,0.9866453,12,Y,137,19,3.0
M_ID_6ea2b2053b,35,529,20,0.05159329,0.05159329,N,D,D,0.96,1.02227723,3,0.92,0.99917492,6,0.84,0.94843234,12,N,74,15,1.0
M_ID_85d8981d85,37956,307,19,-0.02772594,-0.02772594,N,D,D,1.17,1.22595078,3,1.08,1.20208799,6,1.06,1.24776286,12,N,-1,9,1.0
M_ID_ea04e11b3b,3335,367,16,-0.04755575,-0.04755575,N,D,C,1.0,1.03306878,3,1.0,1.05357143,6,1.0,1.04309965,12,Y,212,4,4.0
M_ID_f4e5e63280,35,273,20,0.23997648,0.22014667,N,D,D,0.93,0.97605893,3,0.88,0.9072744,6,1.0,1.06195509,12,N,-1,-1,
M_ID_96fd7d2899,55313,309,21,-0.05747065,-0.05747065,N,D,D,0.9,0.98459846,3,0.89,1.04180418,6,0.97,1.11606161,12,N,3,16,1.0
M_ID_263d5739d7,21204,307,19,-0.05747065,-0.05747065,N,D,D,0.71,0.83333333,3,0.67,0.86498708,6,0.54,0.76453488,12,N,-1,16,1.0
M_ID_3d538fe874,85231,307,19,-0.05747065,-0.05747065,N,D,D,1.1,1.11456713,3,1.11,1.16588906,6,1.14,1.23133748,12,N,188,9,1.0
M_ID_9fc973eb3b,65405,278,37,-0.02772594,-0.02772594,N,D,D,1.01,0.96930764,3,1.07,1.06067095,6,1.05,1.08748853,12,Y,88,16,1.0
M_ID_7d202ee56e,40862,518,27,0.01193368,-0.05747065,N,D,D,0.89,0.94193548,3,0.83,0.97225806,6,0.91,1.01284946,12,Y,69,9,1.0
M_ID_669518f8ac,61548,506,30,-0.03764084,-0.05747065,N,D,D,0.92,0.95049505,3,0.83,0.8930143,6,0.94,1.01288045,12,N,189,9,1.0
M_ID_11eb97fb78,60035,307,19,-0.05747065,-0.05747065,N,D,D,1.03,1.05838041,3,1.01,1.14312618,6,0.97,1.13559322,12,Y,-1,5,5.0
M_ID_6e95eb20a3,19383,63,27,0.01193368,-0.01781104,N,D,C,0.91,0.83365019,3,0.84,0.73035488,6,0.92,0.78287389,12,N,-1,9,1.0
M_ID_feed4c6d31,34528,884,27,-0.05747065,-0.05747065,N,D,D,0.58,0.5872093,3,0.4,0.46414729,6,0.43,0.51792636,12,Y,17,22,4.0
M_ID_496dd8595e,32251,307,19,-0.05747065,-0.05747065,N,D,D,1.01,1.13263158,3,0.98,1.1245614,6,0.92,1.10070175,12,N,116,9,1.0
M_ID_e9bb160289,60630,307,19,-0.05747065,-0.05747065,N,D,D,1.16,1.15674603,3,1.31,1.39087302,6,1.6,1.75330688,12,Y,53,20,5.0
M_ID_1230a0c9be,99231,367,16,-0.04755575,-0.04755575,N,D,D,1.0,0.98045267,3,0.92,0.91512346,6,0.9,0.91010802,12,N,-1,13,4.0
M_ID_06935e3ed1,35,299,41,0.31929571,0.30938081,N,D,D,0.9,1.06639004,3,0.95,1.09038728,6,1.02,1.10584625,12,N,278,5,5.0
M_ID_e12447d2ae,47296,705,33,-0.05747065,-0.05747065,N,D,D,1.01,1.05546493,3,1.11,1.12669929,6,1.11,1.08306145,12,N,166,4,4.0
M_ID_a3125dffc2,53909,307,19,-0.05747065,-0.05747065,N,D,D,0.93,1.10746269,3,0.92,1.15820896,6,0.93,1.33681592,12,Y,25,7,3.0
M_ID_1c2e684705,9549,387,36,-0.05747065,-0.05747065,N,D,D,1.11,1.23184358,3,1.17,1.36964618,6,1.15,1.32029795,12,Y,137,19,3.0
M_ID_959c656dbc,107045,705,33,-0.04755575,-0.05747065,N,D,D,0.97,0.96214896,3,0.95,0.94444444,6,0.96,0.9502442,12,N,-1,3,3.0
M_ID_17c51864c1,23891,307,19,-0.05747065,-0.05747065,N,D,D,1.12,1.09228901,3,0.91,0.93017608,6,0.86,0.99620522,12,N,256,5,5.0
M_ID_5ca3c779d2,3648,80,37,-0.00789613,-0.00789613,N,D,C,1.05,1.04506438,3,1.09,1.02670482,6,1.15,1.06199332,12,N,14,20,5.0
M_ID_44bd456430,112557,842,37,-0.04755575,-0.04755575,N,D,D,1.06,1.05738397,3,1.05,1.08607595,6,1.09,1.1092827,12,Y,76,2,3.0
M_ID_852b7b06fb,94992,419,1,-0.05747065,-0.05747065,Y,D,D,0.78,0.80418535,3,0.83,0.8064275,6,0.81,0.85986547,12,Y,-1,-1,
M_ID_1771c9e1ab,88034,884,27,-0.05747065,-0.05747065,N,D,D,0.77,0.81818182,3,0.97,1.15340909,6,1.02,1.14214876,11,Y,158,15,1.0
M_ID_fefef881d8,102829,307,19,-0.05747065,-0.05747065,N,D,C,0.92,0.98504837,3,0.87,0.95932278,6,0.89,1.02209763,12,Y,69,9,1.0
M_ID_eab00538ce,2882,367,16,-0.04755575,-0.05747065,N,D,D,1.06,1.07147629,3,0.88,0.90647963,6,0.82,0.84430766,7,Y,30,17,3.0
M_ID_80364b5a53,13266,68,27,-0.05747065,-0.05747065,N,D,D,0.84,0.93458781,3,0.88,1.04435484,6,1.19,1.23566308,12,N,301,11,3.0
M_ID_9334124ca2,18312,705,33,-0.05747065,-0.05747065,N,D,C,0.96,0.93825911,3,0.93,0.90806343,6,0.99,0.92586032,12,N,206,23,2.0
M_ID_be7257bae3,1591,290,19,-0.05747065,-0.05747065,N,D,D,1.15,1.18311111,3,1.33,1.40977778,6,1.53,1.63488889,12,N,-1,4,4.0
M_ID_fffd4df9cd,61306,278,37,-0.05747065,-0.05747065,N,D,B,0.89,0.94675253,3,0.84,0.88727323,6,0.74,0.78032821,12,Y,69,9,1.0
M_ID_ca13065234,30042,307,19,-0.05747065,-0.05747065,N,D,D,1.19,1.13692946,3,1.19,1.11652835,6,1.09,1.05446058,12,N,-1,9,1.0
M_ID_8591659909,35,387,36,0.31929571,0.31929571,N,D,D,1.02,1.02203857,3,1.13,1.02906336,6,1.03,0.93449054,12,N,-1,20,5.0
M_ID_e3ad57b997,98002,278,37,-0.04755575,-0.04755575,N,D,D,1.0,1.03252033,3,0.94,0.9295393,6,1.0,1.04810298,12,Y,17,22,4.0
M_ID_7288891084,35,60,13,0.14082743,0.14082743,N,D,D,1.06,1.08888889,3,1.32,1.27962963,6,1.33,1.35050265,12,N,48,9,1.0
M_ID_8140658ea4,24908,307,19,-0.05747065,-0.05747065,N,D,D,1.0,0.99827883,3,0.96,1.00344234,6,0.89,0.95940906,12,Y,212,4,4.0
M_ID_23b820f8c3,51867,278,37,-0.05747065,-0.05747065,N,D,D,1.31,1.41365462,3,1.41,1.60542169,6,1.46,1.62198795,12,Y,17,22,4.0
M_ID_a1657d3498,22475,278,37,-0.05747065,-0.05747065,N,D,D,0.94,0.91686275,3,1.01,0.97058824,6,1.12,1.0354902,12,N,260,5,5.0
M_ID_e8d83dec57,35,702,20,0.24989138,0.24989138,N,D,D,1.03,1.40123457,3,1.03,1.50828189,6,1.04,1.47587315,12,N,233,9,1.0
M_ID_9d53cf6b49,98809,307,19,-0.05747065,-0.05747065,N,D,C,1.11,1.08627451,3,1.18,1.11740196,6,1.13,1.1060049,12,N,271,9,1.0
M_ID_142ca76295,1348,80,37,-0.04755575,-0.05747065,N,D,C,1.13,1.24745763,3,1.18,1.32843691,6,1.29,1.47062147,12,N,101,4,4.0
M_ID_a587a3e15d,35,19,36,0.23006157,0.23006157,N,D,C,1.0,1.00897308,3,1.18,1.0922898,6,1.24,1.1291036,12,N,272,9,1.0
M_ID_60a7d38559,50199,884,27,-0.04755575,-0.04755575,N,D,D,1.03,0.9726776,3,1.08,1.09744991,6,0.98,1.06921676,12,N,12,5,5.0
M_ID_323c502261,46737,307,19,-0.05747065,-0.05747065,N,D,D,0.98,1.07607843,3,0.99,1.1054902,6,0.98,1.11215686,12,N,-1,12,1.0
M_ID_d139b4a12e,44810,518,27,-0.04755575,-0.04755575,N,D,D,0.98,0.95318066,3,0.95,0.91195929,6,1.1,1.00776081,12,Y,137,19,3.0
M_ID_6d0b766d93,1123,683,34,-0.04755575,-0.04755575,N,D,C,0.93,1.12755798,3,0.87,1.05825375,6,0.89,1.03750568,12,Y,-1,14,4.0
M_ID_7ce733052f,35,737,18,0.27963609,0.27963609,N,D,D,0.93,1.0530303,3,0.93,1.12409091,6,0.89,1.15461203,12,N,-1,12,1.0
M_ID_1b2694d5c7,3835,367,16,-0.04755575,-0.05747065,N,D,C,1.16,1.12820513,3,1.01,0.98790518,6,0.9,0.89791969,12,N,65,16,1.0
M_ID_18e244417e,98297,278,37,-0.05747065,-0.05747065,N,D,D,1.02,0.99054374,3,1.03,0.96335697,6,0.96,0.9355792,12,Y,69,9,1.0
M_ID_020dc589a6,23131,307,19,-0.05747065,-0.05747065,N,D,D,1.05,1.07858546,3,1.12,1.16568435,6,1.03,1.12917485,12,Y,53,20,5.0
M_ID_fb0f3d58c0,77185,705,33,-0.05747065,-0.05747065,N,D,D,0.77,0.79904306,3,0.67,0.7267411,6,0.87,0.90377459,12,N,213,9,1.0
